Entry	Status	Gene ontology (biological process)
E8NH74	unreviewed	
Q7KSF5	unreviewed	protein autoubiquitination [GO:0051865]; response to oxidative stress [GO:0006979]
P02574	reviewed	cytoskeleton organization [GO:0007010]
Q24404	unreviewed	spermatid development [GO:0007286]
Q9VAW8	unreviewed	spermatid development [GO:0007286]
Q9W316	unreviewed	
O77260	unreviewed	regulation of transcription, DNA-templated [GO:0006355]
P15619	reviewed	multicellular organism development [GO:0007275]
P20351	reviewed	compound eye pigmentation [GO:0048072]; kynurenine metabolic process [GO:0070189]; ommochrome biosynthetic process [GO:0006727]; positive regulation of neuron death [GO:1901216]; protein homotetramerization [GO:0051289]; tryptophan catabolic process [GO:0006569]; tryptophan catabolic process to acetyl-CoA [GO:0019442]; tryptophan catabolic process to kynurenine [GO:0019441]
P22808	reviewed	brain development [GO:0007420]; central nervous system development [GO:0007417]; dorsal/ventral pattern formation [GO:0009953]; ectoderm development [GO:0007398]; glial cell development [GO:0021782]; negative regulation of gene expression [GO:0010629]; negative regulation of transcription by RNA polymerase II [GO:0000122]; neuroblast development [GO:0014019]; neuroblast fate determination [GO:0007400]; pattern specification process [GO:0007389]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]; ventral cord development [GO:0007419]
P41894	reviewed	cell adhesion mediated by integrin [GO:0033627]; imaginal disc-derived wing vein specification [GO:0007474]; mesoderm development [GO:0007498]; muscle attachment [GO:0016203]; regulation of transcription, DNA-templated [GO:0006355]; somatic muscle development [GO:0007525]
P48461	reviewed	beta-catenin destruction complex disassembly [GO:1904886]; circadian rhythm [GO:0007623]; defense response to Gram-negative bacterium [GO:0050829]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of innate immune response [GO:0045089]; protein dephosphorylation [GO:0006470]
Q9VIP1	unreviewed	regulation of transcription by RNA polymerase II [GO:0006357]; RNA polymerase II preinitiation complex assembly [GO:0051123]; transcription initiation from RNA polymerase II promoter [GO:0006367]
Q9VJ19	unreviewed	cytoplasmic translation [GO:0002181]
Q9W5B9	reviewed	positive regulation of DNA-binding transcription factor activity [GO:0051091]; positive regulation of transcription by RNA polymerase II [GO:0045944]; RNA polymerase II preinitiation complex assembly [GO:0051123]; transcription initiation from RNA polymerase II promoter [GO:0006367]
P17210	reviewed	actin filament bundle organization [GO:0061572]; anterograde axonal transport of mitochondrion [GO:0098957]; anterograde dendritic transport [GO:0098937]; anterograde dendritic transport of neurotransmitter receptor complex [GO:0098971]; axo-dendritic transport [GO:0008088]; axon guidance [GO:0007411]; axonogenesis [GO:0007409]; centrosome separation [GO:0051299]; cytoplasmic transport, nurse cell to oocyte [GO:0007303]; dendrite morphogenesis [GO:0048813]; dorsal appendage formation [GO:0046843]; eye photoreceptor cell differentiation [GO:0001754]; heterochromatin organization involved in chromatin silencing [GO:0070868]; intracellular distribution of mitochondria [GO:0048312]; larval locomotory behavior [GO:0008345]; microtubule-based movement [GO:0007018]; microtubule polymerization [GO:0046785]; microtubule sliding [GO:0051012]; mitochondrion distribution [GO:0048311]; nuclear migration [GO:0007097]; oocyte dorsal/ventral axis specification [GO:0007310]; oocyte microtubule cytoskeleton polarization [GO:0008103]; pole plasm assembly [GO:0007315]; pole plasm oskar mRNA localization [GO:0045451]; regulation of pole plasm oskar mRNA localization [GO:0007317]; skeletal muscle fiber development [GO:0048741]; stress granule disassembly [GO:0035617]; synaptic vesicle transport [GO:0048489]; transport along microtubule [GO:0010970]
P22977	reviewed	dorsal appendage formation [GO:0046843]; multicellular organism development [GO:0007275]
Q7K0S1	unreviewed	
Q8MRB2	unreviewed	
Q9VD72	unreviewed	bicoid mRNA localization [GO:0045450]; cell proliferation [GO:0008283]; endosome transport via multivesicular body sorting pathway [GO:0032509]; multivesicular body assembly [GO:0036258]; protein localization [GO:0008104]; protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043328]; regulation of apoptotic process [GO:0042981]; regulation of Notch signaling pathway [GO:0008593]; ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043162]
Q9VW94	unreviewed	chitin metabolic process [GO:0006030]
F0JAP7	unreviewed	
Q9VCS7	unreviewed	potassium ion transmembrane transport [GO:0071805]; protein secretion [GO:0009306]; renal sodium ion transport [GO:0003096]
F2FB75	unreviewed	
P22810	reviewed	adult walking behavior [GO:0007628]; anterior head segmentation [GO:0035288]; anterior region determination [GO:0007355]; brain development [GO:0007420]; brain segmentation [GO:0035284]; central nervous system development [GO:0007417]; compound eye morphogenesis [GO:0001745]; compound eye photoreceptor development [GO:0042051]; embryonic development via the syncytial blastoderm [GO:0001700]; negative regulation of rhodopsin gene expression [GO:0045871]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nervous system development [GO:0007399]; ocellus development [GO:0008056]; ocellus morphogenesis [GO:0048816]; ocellus photoreceptor cell development [GO:0042463]; pattern specification process [GO:0007389]; photoreceptor cell fate commitment [GO:0046552]; positive regulation of compound eye photoreceptor development [GO:0045315]; positive regulation of gene expression [GO:0010628]; positive regulation of rhodopsin gene expression [GO:0045872]; positive regulation of transcription by RNA polymerase II [GO:0045944]; rhabdomere development [GO:0042052]; rhabdomere morphogenesis [GO:0061541]; ventral cord development [GO:0007419]
Q9VD23	unreviewed	cellular response to insulin stimulus [GO:0032869]; glycolytic process [GO:0006096]; pyruvate metabolic process [GO:0006090]
Q24248	reviewed	compound eye morphogenesis [GO:0001745]; dendrite morphogenesis [GO:0048813]; equator specification [GO:0045317]; imaginal disc-derived wing morphogenesis [GO:0007476]; imaginal disc-derived wing vein specification [GO:0007474]; muscle cell fate commitment [GO:0042693]; negative regulation of growth [GO:0045926]; notum cell fate specification [GO:0035310]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]
Q8IMG8	unreviewed	
Q8MSD1	unreviewed	
Q8SXV4	unreviewed	
Q9VEV6	unreviewed	
Q9W0Y8	reviewed	membrane depolarization during action potential [GO:0086010]; neuronal action potential [GO:0019228]; olfactory behavior [GO:0042048]; regulation of ion transmembrane transport [GO:0034765]; sensory perception of smell [GO:0007608]; sodium ion transmembrane transport [GO:0035725]; sodium ion transport [GO:0006814]
Q9Y149	reviewed	ovarian follicle cell development [GO:0030707]; regulation of transcription by RNA polymerase II [GO:0006357]; transcription by RNA polymerase II [GO:0006366]
F9VMG5	unreviewed	
O16130	reviewed	cytoplasmic translation [GO:0002181]
P09082	reviewed	chemical synaptic transmission [GO:0007268]; neurogenesis [GO:0022008]; regulation of synaptic activity [GO:0060025]; regulation of transcription, DNA-templated [GO:0006355]; salivary gland morphogenesis [GO:0007435]; segment polarity determination [GO:0007367]; ventral cord development [GO:0007419]
P42279	reviewed	proteolysis [GO:0006508]
P54367	reviewed	cell morphogenesis [GO:0000902]; circadian rhythm [GO:0007623]; DNA repair [GO:0006281]; glucose homeostasis [GO:0042593]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of smoothened signaling pathway [GO:0045879]; peptidyl-serine phosphorylation [GO:0018105]; peptidyl-threonine phosphorylation [GO:0018107]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of protein catabolic process [GO:0045732]; protein phosphorylation [GO:0006468]; Wnt signaling pathway [GO:0016055]
Q00748	reviewed	establishment of glial blood-brain barrier [GO:0060857]; renal tubular secretion [GO:0097254]; response to insecticide [GO:0017085]; response to toxic substance [GO:0009636]; xenobiotic transport [GO:0042908]
Q29R10	unreviewed	negative regulation of transcription by RNA polymerase II [GO:0000122]
Q7KMH5	unreviewed	compound eye photoreceptor development [GO:0042051]; negative regulation of gene expression [GO:0010629]
Q94899	reviewed	female germ-line stem cell population maintenance [GO:0036099]; germarium-derived cystoblast division [GO:0048142]; germ cell development [GO:0007281]; male germ-line cyst encapsulation [GO:0048140]; multicellular organism development [GO:0007275]; negative regulation of transcription, DNA-templated [GO:0045892]; protein deneddylation [GO:0000338]; protein stabilization [GO:0050821]
Q9V3A7	unreviewed	chromosome condensation [GO:0030261]; chromosome separation [GO:0051304]; mitotic cell cycle [GO:0000278]; mitotic chromosome condensation [GO:0007076]; mitotic sister chromatid segregation [GO:0000070]; sister chromatid segregation [GO:0000819]; ventral cord development [GO:0007419]
Q9V3G1	reviewed	cytoplasmic translation [GO:0002181]
Q9V426	unreviewed	heterochromatin organization [GO:0070828]; RNA interference [GO:0016246]
Q9V5P6	reviewed	rRNA pseudouridine synthesis [GO:0031118]; snRNA pseudouridine synthesis [GO:0031120]
Q9V9Z1	reviewed	mitochondrial translation [GO:0032543]; translation [GO:0006412]
Q9VDN3	unreviewed	cellular response to amine stimulus [GO:0071418]; cellular response to ammonia [GO:1903718]; detection of chemical stimulus involved in sensory perception of smell [GO:0050911]; positive regulation of calcium-mediated signaling [GO:0050850]
Q9VFP6	unreviewed	chemical synaptic transmission [GO:0007268]; inositol phosphate dephosphorylation [GO:0046855]; phosphatidylinositol phosphorylation [GO:0046854]
Q9VGE5	unreviewed	imaginal disc fusion, thorax closure [GO:0046529]; protein autoubiquitination [GO:0051865]
Q9VMS5	unreviewed	meiotic sister chromatid cohesion, centromeric [GO:0051754]; mitotic spindle assembly checkpoint [GO:0007094]; protein phosphorylation [GO:0006468]
Q9VMZ5	unreviewed	chitin-based cuticle development [GO:0040003]
Q9VQK3	unreviewed	
Q9VX38	unreviewed	
Q9VZY7	unreviewed	
Q9W002	unreviewed	activation of MAPKKK activity [GO:0000185]; activation of protein kinase activity [GO:0032147]; axon guidance [GO:0007411]; dorsal closure [GO:0007391]; establishment of planar polarity [GO:0001736]; imaginal disc fusion, thorax closure [GO:0046529]; JNK cascade [GO:0007254]; MAPK cascade [GO:0000165]; negative regulation of Ras protein signal transduction [GO:0046580]; neuron projection morphogenesis [GO:0048812]; nuclear migration [GO:0007097]; oogenesis [GO:0048477]; optic lobe placode development [GO:0001748]; photoreceptor cell morphogenesis [GO:0008594]; protein phosphorylation [GO:0006468]; regulation of cell shape [GO:0008360]; regulation of embryonic cell shape [GO:0016476]; response to wounding [GO:0009611]; signal transduction by protein phosphorylation [GO:0023014]; stress-activated protein kinase signaling cascade [GO:0031098]
Q9W229	unreviewed	cytoplasmic translation [GO:0002181]
Q9W314	unreviewed	proteolysis [GO:0006508]
Q9W334	reviewed	cytoplasmic translation [GO:0002181]; maturation of SSU-rRNA [GO:0030490]; ribosomal small subunit assembly [GO:0000028]
Q9W5R8	reviewed	cytoplasmic translation [GO:0002181]; ribosomal large subunit assembly [GO:0000027]
Q9VNA3	unreviewed	ER-associated misfolded protein catabolic process [GO:0071712]
Q6NQZ7	unreviewed	male courtship behavior, veined wing generated song production [GO:0045433]; peptidoglycan recognition protein signaling pathway [GO:0061057]; positive regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria [GO:0006964]; positive regulation of defense response to virus by host [GO:0002230]; positive regulation of protein import into nucleus, translocation [GO:0033160]
H0RNE3	unreviewed	phospholipid metabolic process [GO:0006644]
P21187	reviewed	chemical synaptic transmission [GO:0007268]; dorsal/ventral pattern formation [GO:0009953]; male meiosis cytokinesis [GO:0007112]; male meiotic nuclear division [GO:0007140]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of neuron death [GO:1901215]; oocyte development [GO:0048599]; oogenesis [GO:0048477]; positive regulation of translation [GO:0045727]; regulation of compound eye photoreceptor development [GO:0045314]; spermatid nucleus differentiation [GO:0007289]; spermatogenesis [GO:0007283]
Q9VA96	unreviewed	
Q0E940	reviewed	formation of cytoplasmic translation initiation complex [GO:0001732]; ovarian follicle cell development [GO:0030707]; regulation of translational initiation [GO:0006446]; translational initiation [GO:0006413]
Q9VJK3	unreviewed	
Q9VKB8	unreviewed	
Q9VS55	unreviewed	maintenance of rDNA [GO:0043007]; negative regulation of transcription, DNA-templated [GO:0045892]; regulation of gene expression by genetic imprinting [GO:0006349]; response to ecdysone [GO:0035075]; segment specification [GO:0007379]
H0RNL2	unreviewed	transcription, DNA-templated [GO:0006351]
H1UU98	unreviewed	formation of cytoplasmic translation initiation complex [GO:0001732]
Q9VFW4	unreviewed	melanotic encapsulation of foreign target [GO:0035011]; oocyte microtubule cytoskeleton polarization [GO:0008103]; positive regulation of insulin receptor signaling pathway [GO:0046628]; tRNA wobble uridine modification [GO:0002098]
Q9W2J6	unreviewed	glycogen biosynthetic process [GO:0005978]
Q27934	reviewed	cell cycle [GO:0007049]; enteroendocrine cell differentiation [GO:0035883]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of Notch signaling pathway [GO:0045746]; Notch signaling pathway [GO:0007219]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; proteasomal protein catabolic process [GO:0010498]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; R1/R6 cell fate commitment [GO:0007462]; R7 cell fate commitment [GO:0007465]; sensory organ boundary specification [GO:0008052]; sensory organ development [GO:0007423]; sensory organ precursor cell fate determination [GO:0016360]; sevenless signaling pathway [GO:0045500]; visual perception [GO:0007601]
Q8SYM9	unreviewed	transcription by RNA polymerase III [GO:0006383]
Q9VLU2	unreviewed	hemolymph coagulation [GO:0042381]; innate immune response [GO:0045087]; peptide cross-linking [GO:0018149]
Q9W381	unreviewed	
Q3LHL9	reviewed	cell differentiation [GO:0030154]; imaginal disc morphogenesis [GO:0007560]
Q59E05	unreviewed	regulation of transcription, DNA-templated [GO:0006355]
Q9I7J8	unreviewed	regulation of transcription, DNA-templated [GO:0006355]
Q9VBH0	unreviewed	
Q9VCV4	unreviewed	citrate metabolic process [GO:0006101]; tricarboxylic acid cycle [GO:0006099]; ventral furrow formation [GO:0007370]
Q9VQQ6	unreviewed	early endosome to Golgi transport [GO:0034498]; endocytosis [GO:0006897]; intracellular protein transport [GO:0006886]; retrograde transport, endosome to Golgi [GO:0042147]
H1UUP0	unreviewed	
H5V852	unreviewed	
H5V888	unreviewed	fructose 6-phosphate metabolic process [GO:0006002]
H5V896	unreviewed	regulation of transcription by RNA polymerase II [GO:0006357]
Q9VTT3	unreviewed	positive regulation of DNA endoreduplication [GO:0032877]; positive regulation of imaginal disc growth [GO:0045572]; positive regulation of transcription, DNA-templated [GO:0045893]
Q9W1L5	reviewed	cellular metabolic process [GO:0044237]; peptide amidation [GO:0001519]
H5V8A7	unreviewed	
H5V8E7	unreviewed	
P06601	reviewed	periodic partitioning by pair rule gene [GO:0007366]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription, DNA-templated [GO:0006355]; transcription by RNA polymerase II [GO:0006366]
P25723	reviewed	amnioserosa formation [GO:0007378]; embryonic pattern specification [GO:0009880]; imaginal disc-derived wing vein morphogenesis [GO:0008586]; maternal specification of dorsal/ventral axis, oocyte, soma encoded [GO:0007313]; negative regulation of gene expression [GO:0010629]; positive regulation of BMP signaling pathway [GO:0030513]; protein processing [GO:0016485]; proteolysis [GO:0006508]; regulation of transforming growth factor beta receptor signaling pathway [GO:0017015]
Q9VB08	reviewed	chromatin silencing [GO:0006342]; germarium-derived female germ-line cyst encapsulation [GO:0030708]; histone H2A monoubiquitination [GO:0035518]; meiotic cell cycle [GO:0051321]; multicellular organism development [GO:0007275]; neurogenesis [GO:0022008]; ovarian follicle cell stalk formation [GO:0030713]; sex comb development [GO:0045498]; ventral cord development [GO:0007419]
Q9VES8	unreviewed	mitochondrial proton-transporting ATP synthase complex assembly [GO:0033615]
Q9VWG3	reviewed	cytoplasmic translation [GO:0002181]
Q9VZF9	unreviewed	chitin-based cuticle development [GO:0040003]
H9XQA9	unreviewed	
H9ZJM4	unreviewed	
Q0E9A0	unreviewed	
Q7K0W0	unreviewed	
Q9NHX7	unreviewed	centrosome cycle [GO:0007098]; proteasomal protein catabolic process [GO:0010498]; proteasomal ubiquitin-independent protein catabolic process [GO:0010499]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]
Q9VBJ9	unreviewed	
Q9VCZ5	unreviewed	
Q9VM05	unreviewed	
Q9VMF1	unreviewed	
Q9V9Y7	unreviewed	
Q9VEX4	unreviewed	spermatogenesis [GO:0007283]
Q9VG82	reviewed	wing disc development [GO:0035220]
Q9VRV1	unreviewed	
I0DHL3	unreviewed	
P41374	reviewed	translational initiation [GO:0006413]
O76902	reviewed	endocytosis [GO:0006897]; endosome organization [GO:0007032]; endosome to lysosome transport [GO:0008333]
Q9VUE1	unreviewed	
Q9VWC6	unreviewed	cellularization [GO:0007349]; mitotic cell cycle [GO:0000278]; negative regulation of transcription, DNA-templated [GO:0045892]; positive regulation of neuroblast proliferation [GO:0002052]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of imaginal disc-derived wing size [GO:0044719]
M9MRJ2	unreviewed	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]
P23128	reviewed	cytoplasmic mRNA processing body assembly [GO:0033962]; gene silencing by miRNA [GO:0035195]; habituation [GO:0046959]; ovarian follicle cell development [GO:0030707]; pole cell formation [GO:0007279]; regulation of defense response to virus [GO:0050688]; regulation of olfactory learning [GO:0090328]
P45889	reviewed	anterograde axonal transport [GO:0008089]; axonal transport of mitochondrion [GO:0019896]; cytoskeleton organization [GO:0007010]; microtubule-based movement [GO:0007018]; mitotic cell cycle [GO:0000278]; retrograde axonal transport [GO:0008090]
Q9VBI4	unreviewed	actomyosin contractile ring contraction [GO:0000916]; endocytic recycling [GO:0032456]; establishment or maintenance of cell polarity [GO:0007163]; exocyst assembly [GO:0001927]; exocyst localization [GO:0051601]; maintenance of epithelial cell apical/basal polarity [GO:0045199]; meiosis I cytokinesis [GO:0007110]; meiosis II cytokinesis [GO:0007111]; meiotic spindle organization [GO:0000212]; neurotransmitter secretion [GO:0007269]; protein localization to plasma membrane [GO:0072659]; spermatid development [GO:0007286]; synaptic vesicle docking [GO:0016081]; synaptic vesicle targeting [GO:0016080]; vesicle-mediated transport [GO:0016192]
Q9VGS2	reviewed	cellular response to gamma radiation [GO:0071480]; double-strand break repair [GO:0006302]; intra-S DNA damage checkpoint [GO:0031573]; mitotic G2 DNA damage checkpoint [GO:0007095]; positive regulation of cell size [GO:0045793]; positive regulation of histone phosphorylation [GO:0033129]; positive regulation of multicellular organism growth [GO:0040018]; regulation of stem cell differentiation [GO:2000736]
Q9VNH5	unreviewed	deadenylation-dependent decapping of nuclear-transcribed mRNA [GO:0000290]
Q9XTM1	reviewed	exocytosis [GO:0006887]; Golgi to plasma membrane transport [GO:0006893]; neurotransmitter secretion [GO:0007269]; protein transport [GO:0015031]; synaptic vesicle docking [GO:0016081]; synaptic vesicle targeting [GO:0016080]; vesicle-mediated transport [GO:0016192]; vesicle tethering involved in exocytosis [GO:0090522]
S5MHR4	unreviewed	exocytosis [GO:0006887]; vesicle docking [GO:0048278]
M9MRW0	unreviewed	long-term memory [GO:0007616]
M9MRX4	unreviewed	axon extension [GO:0048675]; microtubule cytoskeleton organization [GO:0000226]; negative regulation of neuromuscular synaptic transmission [GO:1900074]; neuromuscular junction development [GO:0007528]; neuron cellular homeostasis [GO:0070050]; positive regulation of synaptic growth at neuromuscular junction [GO:0045887]; sensory perception of sound [GO:0007605]; short-term memory [GO:0007614]; signal transduction [GO:0007165]
P53501	reviewed	cytoskeleton organization [GO:0007010]; heart development [GO:0007507]; mitotic cytokinesis [GO:0000281]; neuromuscular junction development, skeletal muscle fiber [GO:0098529]; regulation of synapse organization [GO:0050807]
Q961B3	unreviewed	
Q9V3U6	unreviewed	proteolysis involved in cellular protein catabolic process [GO:0051603]
Q9VD48	unreviewed	
Q9VHE3	unreviewed	Golgi organization [GO:0007030]; Golgi to plasma membrane protein transport [GO:0043001]
Q9VLP1	unreviewed	
Q9VMC3	unreviewed	N-acetylglucosamine metabolic process [GO:0006044]; sulfur compound metabolic process [GO:0006790]
Q9VPI3	unreviewed	carbohydrate metabolic process [GO:0005975]; chitin metabolic process [GO:0006030]
Q9W0Y0	unreviewed	
Q9W396	unreviewed	negative regulation of heterochromatin assembly [GO:0031452]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]
Q9W3F1	unreviewed	tetrahydrobiopterin biosynthetic process [GO:0006729]
Q9Y1A7	unreviewed	amino acid transport [GO:0006865]; L-leucine import across plasma membrane [GO:1903801]
M9MS55	unreviewed	IMP salvage [GO:0032264]
Q9VG11	unreviewed	
Q9W3J0	unreviewed	positive regulation of gene expression [GO:0010628]
X2JGQ0	unreviewed	chloride transmembrane transport [GO:1902476]
M9MSI4	unreviewed	
O96660	unreviewed	axon guidance [GO:0007411]; dendrite morphogenesis [GO:0048813]; determination of adult lifespan [GO:0008340]; imaginal disc-derived wing morphogenesis [GO:0007476]; mushroom body development [GO:0016319]; negative regulation of autophagy [GO:0010507]; neuron development [GO:0048666]; regulation of cell proliferation involved in imaginal disc-derived wing morphogenesis [GO:0090256]; regulation of mitotic cell cycle [GO:0007346]; transforming growth factor beta receptor signaling pathway [GO:0007179]
Q9V676	reviewed	ecdysone biosynthetic process [GO:0006697]; insecticide catabolic process [GO:0046701]; regulation of developmental growth [GO:0048638]; response to DDT [GO:0046680]
M9NCY5	unreviewed	antimicrobial humoral response [GO:0019730]; axon guidance [GO:0007411]; blastoderm segmentation [GO:0007350]; determination of adult lifespan [GO:0008340]; imaginal disc-derived wing morphogenesis [GO:0007476]; locomotion [GO:0040011]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; neuron remodeling [GO:0016322]; positive regulation of border follicle cell migration [GO:1903688]; positive regulation of organ growth [GO:0046622]; positive regulation of receptor localization to synapse [GO:1902685]; regulation of synaptic growth at neuromuscular junction [GO:0008582]; segment specification [GO:0007379]; short-term memory [GO:0007614]
P29413	reviewed	olfactory behavior [GO:0042048]; protein folding [GO:0006457]; sleep [GO:0030431]
Q8IH13	unreviewed	body morphogenesis [GO:0010171]; chitin-based cuticle development [GO:0040003]
Q9VNU3	unreviewed	
Q9VVH8	unreviewed	
Q9VYA7	reviewed	
Q9W170	unreviewed	
M9NDE3	reviewed	cell-cell junction maintenance [GO:0045217]; establishment of endothelial intestinal barrier [GO:0090557]; liquid clearance, open tracheal system [GO:0035002]; regulation of tube length, open tracheal system [GO:0035159]; response to endoplasmic reticulum stress [GO:0034976]; tricellular tight junction assembly [GO:1904274]
Q7KRY7	reviewed	anterior/posterior axis specification, follicular epithelium [GO:0030714]; basal protein localization [GO:0045175]; cell-cell adhesion [GO:0098609]; cell fate commitment involved in pattern specification [GO:0060581]; cell fate specification [GO:0001708]; cell morphogenesis [GO:0000902]; cell proliferation [GO:0008283]; compound eye development [GO:0048749]; dorsal closure [GO:0007391]; establishment of epithelial cell apical/basal polarity [GO:0045198]; establishment of imaginal disc-derived wing hair orientation [GO:0001737]; establishment of ommatidial planar polarity [GO:0042067]; establishment or maintenance of apical/basal cell polarity [GO:0035088]; establishment or maintenance of epithelial cell apical/basal polarity [GO:0045197]; establishment or maintenance of polarity of embryonic epithelium [GO:0016332]; establishment or maintenance of polarity of follicular epithelium [GO:0016334]; establishment or maintenance of polarity of larval imaginal disc epithelium [GO:0016336]; Malpighian tubule development [GO:0072002]; memory [GO:0007613]; morphogenesis of a polarized epithelium [GO:0001738]; morphogenesis of embryonic epithelium [GO:0016331]; morphogenesis of follicular epithelium [GO:0016333]; morphogenesis of larval imaginal disc epithelium [GO:0016335]; negative regulation of cell proliferation [GO:0008285]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of imaginal disc growth [GO:0045571]; negative regulation of transcription by RNA polymerase II [GO:0000122]; neurotransmitter receptor transport, endosome to postsynaptic membrane [GO:0098887]; neurotransmitter receptor transport postsynaptic membrane to endosome [GO:0098968]; olfactory behavior [GO:0042048]; ovarian follicle cell development [GO:0030707]; pole plasm protein localization [GO:0007318]; R3/R4 cell fate commitment [GO:0007464]; receptor clustering [GO:0043113]; receptor localization to synapse [GO:0097120]; regulation of cell cycle [GO:0051726]; regulation of endocytosis [GO:0030100]; regulation of epidermal growth factor receptor signaling pathway [GO:0042058]; regulation of JAK-STAT cascade [GO:0046425]; regulation of Notch signaling pathway [GO:0008593]; regulation of synapse structure or activity [GO:0050803]; sensory perception of smell [GO:0007608]; septate junction assembly [GO:0019991]; stem cell differentiation [GO:0048863]; stem cell proliferation [GO:0072089]; wing disc morphogenesis [GO:0007472]; zonula adherens assembly [GO:0045186]
U3RC96	unreviewed	
M9NE54	unreviewed	embryonic pattern specification [GO:0009880]; eye development [GO:0001654]; imaginal disc-derived leg morphogenesis [GO:0007480]; imaginal disc-derived wing vein morphogenesis [GO:0008586]; inter-male aggressive behavior [GO:0002121]; larval somatic muscle development [GO:0007526]; negative regulation of epidermal growth factor receptor signaling pathway [GO:0042059]; negative regulation of smoothened signaling pathway [GO:0045879]; negative regulation of transcription, DNA-templated [GO:0045892]; regulation of histone acetylation [GO:0035065]; segmentation [GO:0035282]; segment specification [GO:0007379]
Q9VFB9	unreviewed	
M9NEA1	unreviewed	axo-dendritic transport [GO:0008088]; border follicle cell migration [GO:0007298]; germ cell migration [GO:0008354]; microtubule-based process [GO:0007017]; microtubule depolymerization [GO:0007019]; nervous system development [GO:0007399]; neuron projection development [GO:0031175]; regulation of cytoskeleton organization [GO:0051493]; regulation of microtubule polymerization or depolymerization [GO:0031110]; synaptic growth at neuromuscular junction [GO:0051124]
Q9VCY1	unreviewed	
Q9VJC5	unreviewed	
M9NEY8	reviewed	5-methylcytosine catabolic process [GO:0006211]; DNA demethylation [GO:0080111]; germ cell development [GO:0007281]; oxidative DNA demethylation [GO:0035511]; positive regulation of DNA demethylation [GO:1901537]; positive regulation of transcription by RNA polymerase II [GO:0045944]; RNA modification [GO:0009451]
Q02910	reviewed	response to stimulus [GO:0050896]; rhabdomere development [GO:0042052]; sequestering of calcium ion [GO:0051208]; visual perception [GO:0007601]
Q8IQ70	reviewed	anesthesia-resistant memory [GO:0007615]; calcium import into the mitochondrion [GO:0036444]; medium-term memory [GO:0072375]; mitochondrial calcium ion homeostasis [GO:0051560]; mitochondrial calcium ion transmembrane transport [GO:0006851]
Q0KHR7	unreviewed	cilium assembly [GO:0060271]; mitotic cytokinesis [GO:0000281]; septin ring assembly [GO:0000921]
Q9VQS0	unreviewed	
Q9VTJ4	reviewed	binding of sperm to zona pellucida [GO:0007339]; defense response to bacterium [GO:0042742]; fucose metabolic process [GO:0006004]; glycosaminoglycan catabolic process [GO:0006027]
Q9VU34	unreviewed	endocytic recycling [GO:0032456]
Q9W4Z9	unreviewed	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; positive regulation of transcription by RNA polymerase I [GO:0045943]
M9NFI9	unreviewed	actin filament organization [GO:0007015]; calcium-mediated signaling [GO:0019722]; negative regulation of presynaptic active zone assembly [GO:1905519]; neuron projection development [GO:0031175]
M9NFP8	unreviewed	
M9NFQ7	unreviewed	germarium-derived oocyte differentiation [GO:0030706]; imaginal disc-derived wing vein specification [GO:0007474]; memory [GO:0007613]; negative regulation of translation [GO:0017148]; nervous system development [GO:0007399]; oogenesis [GO:0048477]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]
Q9VG38	unreviewed	cytoplasmic sequestering of transcription factor [GO:0042994]; negative regulation of DNA-binding transcription factor activity [GO:0043433]; negative regulation of protein binding [GO:0032091]; negative regulation of smoothened signaling pathway [GO:0045879]
M9PBA3	unreviewed	multicellular organism reproduction [GO:0032504]; negative regulation of peptidase activity [GO:0010466]
Q9VH37	unreviewed	
M9PBU9	unreviewed	
