Entry	Status	Gene ontology (cellular component)
P17679	reviewed	nucleus [GO:0005634]; protein-DNA complex [GO:0032993]; transcriptional repressor complex [GO:0017053]; transcription factor complex [GO:0005667]
Q04742	reviewed	nucleolus [GO:0005730]; nucleus [GO:0005634]
P17919	reviewed	nucleoplasm [GO:0005654]
P97334	reviewed	nucleus [GO:0005634]
S4R1G9	unreviewed	intracellular [GO:0005622]
P18469	reviewed	integral component of membrane [GO:0016021]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; MHC class II protein complex [GO:0042613]
Q9Z324	reviewed	dolichol-phosphate-mannose synthase complex [GO:0033185]; endoplasmic reticulum [GO:0005783]; glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex [GO:0000506]; integral component of endoplasmic reticulum membrane [GO:0030176]; integral component of membrane [GO:0016021]; perinuclear region of cytoplasm [GO:0048471]
Q61026	reviewed	cytoplasm [GO:0005737]; dendrite [GO:0030425]; dendritic spine [GO:0043197]; Golgi apparatus [GO:0005794]; microtubule [GO:0005874]; neuronal cell body [GO:0043025]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynaptic density [GO:0014069]; presynaptic active zone [GO:0048786]; protein-containing complex [GO:0032991]; rough endoplasmic reticulum [GO:0005791]
Q60722	reviewed	beta-catenin-TCF7L2 complex [GO:0070369]; beta-catenin-TCF complex [GO:1990907]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]
Q61286	reviewed	cytoplasm [GO:0005737]; intracellular membrane-bounded organelle [GO:0043231]; nuclear chromatin [GO:0000790]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase II transcription factor complex [GO:0090575]; transcription factor complex [GO:0005667]
P20108	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome [GO:0005769]; mitochondrion [GO:0005739]; myelin sheath [GO:0043209]; protein-containing complex [GO:0032991]
P22091	reviewed	histone deacetylase complex [GO:0000118]; Lsd1/2 complex [GO:0033193]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; transcription factor complex [GO:0005667]
P22227	reviewed	cytoplasm [GO:0005737]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]; PcG protein complex [GO:0031519]; protein-containing complex [GO:0032991]; transcription factor complex [GO:0005667]
P27889	reviewed	nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]
Q8C0D7	reviewed	cytosol [GO:0005829]; histone acetyltransferase complex [GO:0000123]; intermediate filament cytoskeleton [GO:0045111]; nucleus [GO:0005634]
P23204	reviewed	nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase II transcription factor complex [GO:0090575]
P28700	reviewed	axon [GO:0030424]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; receptor complex [GO:0043235]; RNA polymerase II transcription factor complex [GO:0090575]
P23708	reviewed	CCAAT-binding factor complex [GO:0016602]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-DNA complex [GO:0032993]; RNA polymerase II transcription factor complex [GO:0090575]
P33242	reviewed	nucleus [GO:0005634]; RNA polymerase II transcription factor complex [GO:0090575]
P23772	reviewed	nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q925J9	reviewed	chromatin [GO:0000785]; mediator complex [GO:0016592]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-DNA complex [GO:0032993]; ubiquitin ligase complex [GO:0000151]
P61202	reviewed	COP9 signalosome [GO:0008180]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
P61216	reviewed	nucleolus [GO:0005730]; nucleus [GO:0005634]; transcription factor TFIID complex [GO:0005669]
Q07916	reviewed	actin cytoskeleton [GO:0015629]; nuclear body [GO:0016604]; nucleus [GO:0005634]
Q8BZZ3	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q99M28	reviewed	ASAP complex [GO:0061574]; cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P23950	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; P-body [GO:0000932]; ribonucleoprotein complex [GO:1990904]
Q9Z1X9	reviewed	centrosome [GO:0005813]; DNA replication preinitiation complex [GO:0031261]; nuclear pre-replicative complex [GO:0005656]; nucleus [GO:0005634]; replication fork protection complex [GO:0031298]
Q9CXE0	reviewed	nuclear body [GO:0016604]; nucleolus [GO:0005730]; nucleus [GO:0005634]
P25799	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; neuron projection [GO:0043005]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]
Q04863	reviewed	centrosome [GO:0005813]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; transcriptional repressor complex [GO:0017053]
Q8C5D8	reviewed	nuclear body [GO:0016604]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]
Q8CE64	reviewed	condensed chromosome kinetochore [GO:0000777]; kinetochore [GO:0000776]; nucleus [GO:0005634]
Q9WTK5	reviewed	Bcl3/NF-kappaB2 complex [GO:0033257]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
P25976	reviewed	fibrillar center [GO:0001650]; nucleolus [GO:0005730]; nucleus [GO:0005634]
Q8K202	reviewed	fibrillar center [GO:0001650]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase I complex [GO:0005736]
P26450	reviewed	cell-cell junction [GO:0005911]; cis-Golgi network [GO:0005801]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; neuron projection [GO:0043005]; nucleus [GO:0005634]; perinuclear endoplasmic reticulum membrane [GO:1990578]; phosphatidylinositol 3-kinase complex [GO:0005942]; phosphatidylinositol 3-kinase complex, class IA [GO:0005943]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]
P27048	reviewed	catalytic step 2 spliceosome [GO:0071013]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; histone pre-mRNA 3'end processing complex [GO:0071204]; methylosome [GO:0034709]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; SMN-Sm protein complex [GO:0034719]; telomerase holoenzyme complex [GO:0005697]; U12-type spliceosomal complex [GO:0005689]; U1 snRNP [GO:0005685]; U2 snRNP [GO:0005686]; U2-type catalytic step 2 spliceosome [GO:0071007]; U2-type precatalytic spliceosome [GO:0071005]; U2-type prespliceosome [GO:0071004]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U4 snRNP [GO:0005687]; U5 snRNP [GO:0005682]; U7 snRNP [GO:0005683]
P97801	reviewed	Cajal body [GO:0015030]; cytoplasm [GO:0005737]; cytoplasmic ribonucleoprotein granule [GO:0036464]; cytosol [GO:0005829]; Gemini of coiled bodies [GO:0097504]; neuron projection [GO:0043005]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perikaryon [GO:0043204]; SMN complex [GO:0032797]; SMN-Sm protein complex [GO:0034719]; Z disc [GO:0030018]
P27577	reviewed	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]
P27782	reviewed	beta-catenin-TCF complex [GO:1990907]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; protein-DNA complex [GO:0032993]; transcription factor complex [GO:0005667]
Q9JM05	reviewed	cytoplasm [GO:0005737]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; transferase complex [GO:1990234]
P50538	reviewed	cytosol [GO:0005829]; mitochondrion [GO:0005739]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]
P50540	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleus [GO:0005634]; RNA polymerase II transcription factor complex [GO:0090575]
Q80US8	reviewed	RNA polymerase II transcription factor complex [GO:0090575]
Q91VN7	unreviewed	
P28653	reviewed	cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; intracellular [GO:0005622]; sarcolemma [GO:0042383]; transport vesicle [GO:0030133]
Q9R1Z7	reviewed	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]
P35396	reviewed	nuclear chromatin [GO:0000790]; nucleus [GO:0005634]; RNA polymerase II transcription factor complex [GO:0090575]
P37242	reviewed	nuclear body [GO:0016604]; nucleus [GO:0005634]; RNA polymerase II transcription factor complex [GO:0090575]
Q60644	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; RNA polymerase II transcription factor complex [GO:0090575]
Q925B0	reviewed	actin filament [GO:0005884]; axon [GO:0030424]; cytoplasm [GO:0005737]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]
P97357	reviewed	microtubule cytoskeleton [GO:0015630]; nucleoplasm [GO:0005654]; RNA polymerase I transcription factor complex [GO:0000120]
Q6PDZ2	reviewed	fibrillar center [GO:0001650]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase I transcription factor complex [GO:0000120]
P63017	reviewed	asymmetric synapse [GO:0032279]; autophagosome [GO:0005776]; axon [GO:0030424]; cell surface [GO:0009986]; chaperone complex [GO:0101031]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; dendritic shaft [GO:0043198]; dendritic spine [GO:0043197]; extracellular exosome [GO:0070062]; glutamatergic synapse [GO:0098978]; glycinergic synapse [GO:0098690]; intermediate filament [GO:0005882]; intracellular [GO:0005622]; late endosome [GO:0005770]; lysosomal matrix [GO:1990836]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; melanosome [GO:0042470]; membrane raft [GO:0045121]; messenger ribonucleoprotein complex [GO:1990124]; microtubule [GO:0005874]; myelin sheath [GO:0043209]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; neuron spine [GO:0044309]; nucleolus [GO:0005730]; nucleus [GO:0005634]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; photoreceptor inner segment [GO:0001917]; photoreceptor ribbon synapse [GO:0098684]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; postsynaptic cytosol [GO:0099524]; postsynaptic density [GO:0014069]; postsynaptic specialization membrane [GO:0099634]; presynapse [GO:0098793]; presynaptic cytosol [GO:0099523]; protein-containing complex [GO:0032991]; Prp19 complex [GO:0000974]; ribonucleoprotein complex [GO:1990904]; spliceosomal complex [GO:0005681]; synaptic vesicle [GO:0008021]; terminal bouton [GO:0043195]; ubiquitin ligase complex [GO:0000151]
Q8BQC3	reviewed	integral component of plasma membrane [GO:0005887]
P30051	reviewed	nucleoplasm [GO:0005654]; nucleus [GO:0005634]; TEAD-1-YAP complex [GO:0071148]; transcription factor complex [GO:0005667]
Q9EPK5	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]
P31245	reviewed	intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q6PDQ2	reviewed	centrosome [GO:0005813]; cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; NuRD complex [GO:0016581]; protein-containing complex [GO:0032991]; protein-DNA complex [GO:0032993]
Q9CPN8	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
Q9D738	reviewed	ubiquitin ligase complex [GO:0000151]
Q9ESG8	reviewed	endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]
Q9JKB3	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; gap junction [GO:0005921]; nucleus [GO:0005634]
P62869	reviewed	Cul2-RING ubiquitin ligase complex [GO:0031462]; Cul5-RING ubiquitin ligase complex [GO:0031466]; elongin complex [GO:0070449]; transcription factor complex [GO:0005667]; VCB complex [GO:0030891]
Q61645	reviewed	chromatin [GO:0000785]; histone deacetylase complex [GO:0000118]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9JJ64	unreviewed	
P31315	reviewed	nucleus [GO:0005634]
P31316	reviewed	nucleus [GO:0005634]
P32020	reviewed	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; extrinsic component of membrane [GO:0019898]; extrinsic component of mitochondrial outer membrane [GO:0031315]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]; protein-containing complex [GO:0032991]
Q04887	reviewed	nuclear transcription factor complex [GO:0044798]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; transcription factor complex [GO:0005667]
Q99ME7	reviewed	nucleus [GO:0005634]
P34056	reviewed	centrosome [GO:0005813]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]
Q91ZK0	reviewed	nucleus [GO:0005634]; transcription factor complex [GO:0005667]
P35545	reviewed	cytosolic small ribosomal subunit [GO:0022627]; extracellular space [GO:0005615]; intracellular [GO:0005622]
P35639	reviewed	CHOP-ATF3 complex [GO:1990622]; CHOP-ATF4 complex [GO:1990617]; CHOP-C/EBP complex [GO:0036488]; cytoplasm [GO:0005737]; late endosome [GO:0005770]; nucleus [GO:0005634]; protein-DNA complex [GO:0032993]
P53566	reviewed	CHOP-C/EBP complex [GO:0036488]; intracellular membrane-bounded organelle [GO:0043231]; nuclear matrix [GO:0016363]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; Rb-E2F complex [GO:0035189]; RNA polymerase II transcription factor complex [GO:0090575]; transcription factor complex [GO:0005667]
P35922	reviewed	axon [GO:0030424]; axon cytoplasm [GO:1904115]; axon terminus [GO:0043679]; Cajal body [GO:0015030]; cell body [GO:0044297]; cell junction [GO:0030054]; cell projection [GO:0042995]; chromocenter [GO:0010369]; chromosome [GO:0005694]; chromosome, centromeric region [GO:0000775]; cytoplasm [GO:0005737]; cytoplasmic ribonucleoprotein granule [GO:0036464]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; dendrite [GO:0030425]; dendritic filopodium [GO:1902737]; dendritic spine [GO:0043197]; dendritic spine head [GO:0044327]; dendritic spine neck [GO:0044326]; extrinsic component of plasma membrane [GO:0019897]; filopodium tip [GO:0032433]; glial cell projection [GO:0097386]; glutamatergic synapse [GO:0098978]; growth cone [GO:0030426]; growth cone filopodium [GO:1990812]; hippocampal mossy fiber to CA3 synapse [GO:0098686]; messenger ribonucleoprotein complex [GO:1990124]; mRNA cap binding complex [GO:0005845]; neuronal cell body [GO:0043025]; neuronal ribonucleoprotein granule [GO:0071598]; neuron projection [GO:0043005]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; polysome [GO:0005844]; postsynapse [GO:0098794]; postsynaptic cytosol [GO:0099524]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]; presynapse [GO:0098793]; presynaptic cytosol [GO:0099523]; presynaptic membrane [GO:0042734]; proximal dendrite [GO:1990635]; ribonucleoprotein complex [GO:1990904]; ribonucleoprotein granule [GO:0035770]; rough endoplasmic reticulum [GO:0005791]; Schaffer collateral - CA1 synapse [GO:0098685]; smooth endoplasmic reticulum [GO:0005790]; spine apparatus [GO:0097444]; synapse [GO:0045202]; terminal bouton [GO:0043195]; viral replication complex [GO:0019034]
P42669	reviewed	cytoplasm [GO:0005737]; dendrite [GO:0030425]; dendrite cytoplasm [GO:0032839]; DNA replication factor A complex [GO:0005662]; glutamatergic synapse [GO:0098978]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; postsynapse [GO:0098794]; postsynaptic density [GO:0014069]
P37172	reviewed	activin receptor complex [GO:0048179]; apical part of cell [GO:0045177]; integral component of plasma membrane [GO:0005887]; receptor complex [GO:0043235]
Q9JIQ3	reviewed	CD40 receptor complex [GO:0035631]; cytoplasm [GO:0005737]; cytoplasmic side of plasma membrane [GO:0009898]; mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]
P40338	reviewed	cilium [GO:0005929]; Cul2-RING ubiquitin ligase complex [GO:0031462]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; glutamatergic synapse [GO:0098978]; membrane [GO:0016020]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynapse [GO:0098794]; VCB complex [GO:0030891]
P97481	reviewed	cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]
P40645	reviewed	nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]
Q8VI67	reviewed	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P41133	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P41139	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P41230	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; histone methyltransferase complex [GO:0035097]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9DB42	reviewed	nucleolus [GO:0005730]; nucleus [GO:0005634]; preribosome, large subunit precursor [GO:0030687]
Q9QX99	unreviewed	nucleus [GO:0005634]
P43120	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; protein-DNA complex [GO:0032993]
P43136	reviewed	nucleus [GO:0005634]
Q9R164	unreviewed	nucleus [GO:0005634]
Q6PCN7	reviewed	cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P45448	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; RNA polymerase II transcription factor complex [GO:0090575]
Q62227	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]
P70700	reviewed	cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase I complex [GO:0005736]
Q6P3E7	reviewed	cytoplasm [GO:0005737]; histone deacetylase complex [GO:0000118]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q8BHZ4	reviewed	nucleus [GO:0005634]
P46684	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q62520	reviewed	cytoplasm [GO:0005737]; nuclear body [GO:0016604]; nucleus [GO:0005634]
P48281	reviewed	cytosol [GO:0005829]; dense fibrillar component [GO:0001651]; euchromatin [GO:0000791]; heterochromatin [GO:0000792]; intracellular membrane-bounded organelle [GO:0043231]; nuclear heterochromatin [GO:0005720]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; receptor complex [GO:0043235]; RNA polymerase II transcription factor complex [GO:0090575]; T-tubule [GO:0030315]
P48301	reviewed	cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; TEAD-2-YAP complex [GO:0071149]; transcription factor complex [GO:0005667]
P48379	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q61660	reviewed	nucleus [GO:0005634]
Q99MD8	reviewed	nucleus [GO:0005634]
P81270	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]
Q9JKN5	reviewed	nucleus [GO:0005634]; transcription factor complex [GO:0005667]
P48972	reviewed	Myb complex [GO:0031523]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P81183	reviewed	nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P48985	reviewed	nucleus [GO:0005634]
P49070	reviewed	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]
Q9D882	reviewed	integral component of membrane [GO:0016021]
P49710	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; transcription factor complex [GO:0005667]
Q8VEE4	reviewed	condensed chromosome [GO:0000793]; condensed nuclear chromosome [GO:0000794]; DNA replication factor A complex [GO:0005662]; lateral element [GO:0000800]; male germ cell nucleus [GO:0001673]; nuclear chromosome, telomeric region [GO:0000784]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; site of DNA damage [GO:0090734]
Q9CQ71	reviewed	DNA replication factor A complex [GO:0005662]; nucleoplasm [GO:0005654]; site of double-strand break [GO:0035861]
Q9JK30	reviewed	DNA replication preinitiation complex [GO:0031261]; nuclear body [GO:0016604]; nuclear origin of replication recognition complex [GO:0005664]; nuclear pre-replicative complex [GO:0005656]; nucleoplasm [GO:0005654]; origin recognition complex [GO:0000808]
Q9Z0H0	reviewed	cytoplasm [GO:0005737]; intercellular bridge [GO:0045171]; mitotic spindle [GO:0072686]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q00288	reviewed	nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]
Q04744	reviewed	nucleus [GO:0005634]
Q61169	reviewed	nuclear membrane [GO:0031965]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]
Q91V10	reviewed	nucleus [GO:0005634]
Q91ZW3	reviewed	chromatin silencing complex [GO:0005677]; condensed chromosome [GO:0000793]; fibrillar center [GO:0001650]; ISWI-type complex [GO:0031010]; nuclear replication fork [GO:0043596]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; NURF complex [GO:0016589]; RSF complex [GO:0031213]
P51450	reviewed	external side of plasma membrane [GO:0009897]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P51942	reviewed	collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]
P52633	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane raft [GO:0045121]; nuclear chromatin [GO:0000790]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q8C092	reviewed	actin cytoskeleton [GO:0015629]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor TFIID complex [GO:0005669]; transcription factor TFTC complex [GO:0033276]
P55098	reviewed	Cdc73/Paf1 complex [GO:0016593]; integral component of peroxisomal membrane [GO:0005779]; membrane [GO:0016020]; peroxisomal membrane [GO:0005778]; peroxisome [GO:0005777]
P63166	reviewed	cytosol [GO:0005829]; dendrite [GO:0030425]; fibrillar center [GO:0001650]; heterochromatin [GO:0000792]; nuclear body [GO:0016604]; nuclear membrane [GO:0031965]; nuclear speck [GO:0016607]; nuclear stress granule [GO:0097165]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; PML body [GO:0016605]; SUMO activating enzyme complex [GO:0031510]; synapse [GO:0045202]; voltage-gated potassium channel complex [GO:0008076]; XY body [GO:0001741]
P56389	reviewed	cytosol [GO:0005829]
P56873	reviewed	
P80313	reviewed	cell body [GO:0044297]; chaperonin-containing T-complex [GO:0005832]; microtubule [GO:0005874]; mitochondrion [GO:0005739]
Q7TN02	reviewed	core mediator complex [GO:0070847]; mediator complex [GO:0016592]; nucleoplasm [GO:0005654]
P56931	reviewed	nucleus [GO:0005634]; RNA polymerase II transcription factor complex [GO:0090575]
Q8C8R0	unreviewed	
P58774	reviewed	actin cytoskeleton [GO:0015629]; actin filament [GO:0005884]; muscle thin filament tropomyosin [GO:0005862]
Q8BMZ5	reviewed	nucleolus [GO:0005730]; nucleus [GO:0005634]; tRNA-intron endonuclease complex [GO:0000214]
Q640N1	reviewed	cytoplasm [GO:0005737]; extracellular space [GO:0005615]; nucleus [GO:0005634]
Q811S7	reviewed	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q8CCE9	reviewed	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle [GO:0005819]
Q9D2H6	reviewed	nucleus [GO:0005634]
Q9WTP9	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P60122	reviewed	cytosol [GO:0005829]; Ino80 complex [GO:0031011]; MLL1 complex [GO:0071339]; NuA4 histone acetyltransferase complex [GO:0035267]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; R2TP complex [GO:0097255]; ribonucleoprotein complex [GO:1990904]; Swr1 complex [GO:0000812]
Q9WTM5	reviewed	centrosome [GO:0005813]; cytosol [GO:0005829]; Ino80 complex [GO:0031011]; intracellular [GO:0005622]; MLL1 complex [GO:0071339]; NuA4 histone acetyltransferase complex [GO:0035267]; nuclear euchromatin [GO:0005719]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; R2TP complex [GO:0097255]; ribonucleoprotein complex [GO:1990904]; Swr1 complex [GO:0000812]
P62880	reviewed	cell body [GO:0044297]; heterotrimeric G-protein complex [GO:0005834]; myelin sheath [GO:0043209]; perinuclear region of cytoplasm [GO:0048471]; protein-containing complex [GO:0032991]
Q9DCP6	unreviewed	
Q9JLT4	reviewed	axon [GO:0030424]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025]
Q99JX1	reviewed	Golgi apparatus [GO:0005794]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor TFIID complex [GO:0005669]
Q8VHS6	reviewed	intracellular [GO:0005622]
Q923B3	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
Q9CTY1	unreviewed	
Q9CWU2	reviewed	cytoplasmic vesicle membrane [GO:0030659]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; Golgi-associated vesicle membrane [GO:0030660]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
Q9WTN3	reviewed	cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]
Q9WV72	reviewed	intracellular [GO:0005622]
P62322	reviewed	cytoplasm [GO:0005737]; Lsm1-7-Pat1 complex [GO:1990726]; Lsm2-8 complex [GO:0120115]; nucleus [GO:0005634]; U2-type precatalytic spliceosome [GO:0071005]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U6 snRNP [GO:0005688]
