Entry	Status	Gene ontology (molecular function)
P79621	reviewed	activating transcription factor binding [GO:0033613]; ATP binding [GO:0005524]; GTP binding [GO:0005525]; kinase activity [GO:0016301]; protein-containing complex binding [GO:0044877]; protein C-terminus binding [GO:0008022]; transcription regulatory region DNA binding [GO:0044212]; transferase activity, transferring acyl groups [GO:0016746]
P97358	reviewed	metal ion binding [GO:0046872]; RNA polymerase I CORE element sequence-specific DNA binding [GO:0001164]
Q02067	reviewed	bHLH transcription factor binding [GO:0043425]; chromatin binding [GO:0003682]; DNA-binding transcription factor activity [GO:0003700]; double-stranded DNA binding [GO:0003690]; E-box binding [GO:0070888]; protein homodimerization activity [GO:0042803]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]; transcription factor binding [GO:0008134]
Q60899	reviewed	RNA binding [GO:0003723]
Q62392	reviewed	
Q7TNK1	reviewed	chromatin binding [GO:0003682]; DNA-binding transcription factor activity [GO:0003700]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]
Q8BGJ0	reviewed	metal ion binding [GO:0046872]; palmitoyltransferase activity [GO:0016409]; protein-cysteine S-palmitoyltransferase activity [GO:0019706]
Q8BVL5	unreviewed	RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]
Q8C0J6	reviewed	
Q9CPV7	reviewed	palmitoyltransferase activity [GO:0016409]; protein-cysteine S-palmitoyltransferase activity [GO:0019706]
Q9EP71	reviewed	
Q9JI90	reviewed	androgen receptor binding [GO:0050681]; metal ion binding [GO:0046872]; ubiquitin conjugating enzyme binding [GO:0031624]; ubiquitin-like protein transferase activity [GO:0019787]; ubiquitin protein ligase activity [GO:0061630]
Q9JJR7	reviewed	DNA binding [GO:0003677]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; protein dimerization activity [GO:0046983]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; transcription factor binding [GO:0008134]
Q9QXN3	reviewed	estrogen receptor binding [GO:0030331]; histone acetyltransferase binding [GO:0035035]; nuclear receptor binding [GO:0016922]; protease binding [GO:0002020]; protein kinase binding [GO:0019901]; transcription coactivator activity [GO:0003713]; ubiquitin-like protein ligase binding [GO:0044389]; zinc ion binding [GO:0008270]
Q9WTU0	reviewed	dioxygenase activity [GO:0051213]; histone demethylase activity (H3-K9 specific) [GO:0032454]; iron ion binding [GO:0005506]; methylated histone binding [GO:0035064]; transcription coactivator activity [GO:0003713]; zinc ion binding [GO:0008270]
Q9WVP6	reviewed	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; polynucleotide adenylyltransferase activity [GO:0004652]; RNA binding [GO:0003723]
P49718	reviewed	ATP binding [GO:0005524]; DNA replication origin binding [GO:0003688]; helicase activity [GO:0004386]
P16110	reviewed	advanced glycation end-product receptor activity [GO:0050785]; chemoattractant activity [GO:0042056]; disaccharide binding [GO:0048030]; Fc-gamma receptor I complex binding [GO:0034988]; IgE binding [GO:0019863]; laminin binding [GO:0043236]; monosaccharide binding [GO:0048029]
Q62448	reviewed	mRNA binding [GO:0003729]; translation factor activity, RNA binding [GO:0008135]; translation initiation factor activity [GO:0003743]
P17208	reviewed	chromatin binding [GO:0003682]; distal enhancer DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001205]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; GTPase binding [GO:0051020]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]; sequence-specific DNA binding [GO:0043565]; single-stranded DNA binding [GO:0003697]; transcription coactivator activity [GO:0003713]; transcription corepressor activity [GO:0003714]; transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding [GO:0003705]
P19785	reviewed	ATPase binding [GO:0051117]; beta-catenin binding [GO:0008013]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; enzyme binding [GO:0019899]; estrogen receptor activity [GO:0030284]; estrogen receptor binding [GO:0030331]; estrogen response element binding [GO:0034056]; hormone binding [GO:0042562]; identical protein binding [GO:0042802]; nuclear receptor activity [GO:0004879]; phosphatidylinositol 3-kinase regulatory subunit binding [GO:0036312]; promoter-specific chromatin binding [GO:1990841]; protein-containing complex binding [GO:0044877]; protein kinase binding [GO:0019901]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription factor activity, estrogen-activated sequence-specific DNA binding [GO:0038052]; sequence-specific DNA binding [GO:0043565]; steroid binding [GO:0005496]; steroid hormone receptor activity [GO:0003707]; TBP-class protein binding [GO:0017025]; TFIIB-class transcription factor binding [GO:0001093]; transcription coactivator binding [GO:0001223]; transcription factor binding [GO:0008134]; type 1 metabotropic glutamate receptor binding [GO:0031798]; zinc ion binding [GO:0008270]
P17433	reviewed	distal enhancer DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001205]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; NFAT protein binding [GO:0051525]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; RNA binding [GO:0003723]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription factor binding [GO:0001085]; sequence-specific DNA binding [GO:0043565]; transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding [GO:0003705]; transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000982]
P17679	reviewed	C2H2 zinc finger domain binding [GO:0070742]; chromatin binding [GO:0003682]; chromatin DNA binding [GO:0031490]; DNA binding [GO:0003677]; DNA binding, bending [GO:0008301]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; enhancer sequence-specific DNA binding [GO:0001158]; p53 binding [GO:0002039]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; RNA polymerase II transcription factor binding [GO:0001085]; sequence-specific DNA binding [GO:0043565]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; zinc ion binding [GO:0008270]
Q04742	reviewed	sequence-specific DNA binding [GO:0043565]
P17919	reviewed	DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; protein domain specific binding [GO:0019904]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]
P97334	reviewed	sequence-specific DNA binding [GO:0043565]
S4R1G9	unreviewed	metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]
P18469	reviewed	
Q9Z324	reviewed	dolichyl-phosphate beta-D-mannosyltransferase activity [GO:0004582]; enzyme regulator activity [GO:0030234]
Q61026	reviewed	aryl hydrocarbon receptor binding [GO:0017162]; chromatin binding [GO:0003682]; DNA polymerase binding [GO:0070182]; estrogen receptor binding [GO:0030331]; glucocorticoid receptor binding [GO:0035259]; nuclear hormone receptor binding [GO:0035257]; nuclear receptor binding [GO:0016922]; nuclear receptor transcription coactivator activity [GO:0030374]; PDZ domain binding [GO:0030165]; progesterone receptor binding [GO:0033142]; protein-containing complex binding [GO:0044877]; protein dimerization activity [GO:0046983]; protein domain specific binding [GO:0019904]; retinoic acid receptor binding [GO:0042974]; retinoid X receptor binding [GO:0046965]; RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding [GO:0001162]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; signaling receptor binding [GO:0005102]; thyroid hormone receptor binding [GO:0046966]; thyroid hormone receptor coactivator activity [GO:0030375]; transcription coactivator activity [GO:0003713]; transcription factor binding [GO:0008134]
Q60722	reviewed	bHLH transcription factor binding [GO:0043425]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; double-stranded DNA binding [GO:0003690]; E-box binding [GO:0070888]; identical protein binding [GO:0042802]; protein C-terminus binding [GO:0008022]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein self-association [GO:0043621]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; TFIIB-class transcription factor binding [GO:0001093]; transcription corepressor activity [GO:0003714]; transcription factor activity, sequence-specific DNA binding, RNA polymerase recruiting [GO:0001011]
Q61286	reviewed	bHLH transcription factor binding [GO:0043425]; cAMP response element binding [GO:0035497]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; E-box binding [GO:0070888]; HMG box domain binding [GO:0071837]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; SMAD binding [GO:0046332]; transcription factor binding [GO:0008134]
P20108	reviewed	cysteine-type endopeptidase inhibitor activity involved in apoptotic process [GO:0043027]; identical protein binding [GO:0042802]; kinase binding [GO:0019900]; protein C-terminus binding [GO:0008022]; protein kinase binding [GO:0019901]; thioredoxin peroxidase activity [GO:0008379]
P22091	reviewed	chromatin binding [GO:0003682]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; E-box binding [GO:0070888]; enzyme binding [GO:0019899]; histone deacetylase binding [GO:0042826]; protein heterodimerization activity [GO:0046982]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; RNA polymerase II transcription factor binding [GO:0001085]; transcription regulatory region DNA binding [GO:0044212]; transcription regulatory region sequence-specific DNA binding [GO:0000976]
P22227	reviewed	DNA binding [GO:0003677]; metal ion binding [GO:0046872]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II repressing transcription factor binding [GO:0001103]; sequence-specific DNA binding [GO:0043565]
P27889	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; protein-containing complex binding [GO:0044877]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; proximal promoter sequence-specific DNA binding [GO:0000987]; sequence-specific DNA binding [GO:0043565]; transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding [GO:0003705]; transcription regulatory region DNA binding [GO:0044212]
Q8C0D7	reviewed	metal ion binding [GO:0046872]; methylated histone binding [GO:0035064]; transcription coactivator activity [GO:0003713]
P23204	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; drug binding [GO:0008144]; fatty acid binding [GO:0005504]; lipid binding [GO:0008289]; MDM2/MDM4 family protein binding [GO:0097371]; NFAT protein binding [GO:0051525]; nuclear receptor activity [GO:0004879]; nuclear receptor transcription coactivator activity [GO:0030374]; phosphatase binding [GO:0019902]; protein-containing complex binding [GO:0044877]; protein domain specific binding [GO:0019904]; protein heterodimerization activity [GO:0046982]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; RNA polymerase II repressing transcription factor binding [GO:0001103]; sequence-specific DNA binding [GO:0043565]; signaling receptor activity [GO:0038023]; steroid hormone receptor activity [GO:0003707]; transcription coactivator binding [GO:0001223]; transcription factor binding [GO:0008134]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; ubiquitin conjugating enzyme binding [GO:0031624]; zinc ion binding [GO:0008270]
P28700	reviewed	9-cis retinoic acid receptor activity [GO:0004886]; chromatin DNA binding [GO:0031490]; DBD domain binding [GO:0050692]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; double-stranded DNA binding [GO:0003690]; enzyme binding [GO:0019899]; LBD domain binding [GO:0050693]; nuclear receptor activity [GO:0004879]; nuclear receptor binding [GO:0016922]; peptide binding [GO:0042277]; protein-containing complex binding [GO:0044877]; protein domain specific binding [GO:0019904]; protein heterodimerization activity [GO:0046982]; retinoic acid binding [GO:0001972]; retinoic acid receptor binding [GO:0042974]; retinoic acid-responsive element binding [GO:0044323]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]; steroid hormone receptor activity [GO:0003707]; transcription factor binding [GO:0008134]; vitamin D receptor binding [GO:0042809]; vitamin D response element binding [GO:0070644]; zinc ion binding [GO:0008270]
P23708	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; transcription cofactor binding [GO:0001221]; transcription factor binding [GO:0008134]
P33242	reviewed	chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; double-stranded DNA binding [GO:0003690]; enzyme binding [GO:0019899]; nuclear receptor activity [GO:0004879]; phospholipid binding [GO:0005543]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]; steroid hormone receptor activity [GO:0003707]; transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding [GO:0003705]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; zinc ion binding [GO:0008270]
P23772	reviewed	DNA-binding transcription factor activity [GO:0003700]; E-box binding [GO:0070888]; enhancer sequence-specific DNA binding [GO:0001158]; HMG box domain binding [GO:0071837]; interleukin-2 receptor binding [GO:0005134]; protein dimerization activity [GO:0046983]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; proximal promoter sequence-specific DNA binding [GO:0000987]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]; transcription coactivator activity [GO:0003713]; transcription coregulator activity [GO:0003712]; transcription factor binding [GO:0008134]; transcription regulatory region DNA binding [GO:0044212]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; zinc ion binding [GO:0008270]
Q925J9	reviewed	chromatin binding [GO:0003682]; chromatin DNA binding [GO:0031490]; core promoter binding [GO:0001047]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; estrogen receptor binding [GO:0030331]; LBD domain binding [GO:0050693]; mediator complex binding [GO:0036033]; nuclear hormone receptor binding [GO:0035257]; nuclear receptor binding [GO:0016922]; nuclear receptor transcription coactivator activity [GO:0030374]; peroxisome proliferator activated receptor binding [GO:0042975]; protein-containing complex binding [GO:0044877]; retinoic acid receptor binding [GO:0042974]; RNA polymerase II core promoter sequence-specific DNA binding [GO:0000979]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; signaling receptor activity [GO:0038023]; thyroid hormone receptor binding [GO:0046966]; thyroid hormone receptor coactivator activity [GO:0030375]; transcription coactivator activity [GO:0003713]; transcription coregulator activity [GO:0003712]; transcription factor binding [GO:0008134]; ubiquitin protein ligase activity [GO:0061630]; vitamin D receptor binding [GO:0042809]
P61202	reviewed	transcription corepressor activity [GO:0003714]
P61216	reviewed	DNA binding [GO:0003677]; protein C-terminus binding [GO:0008022]; protein heterodimerization activity [GO:0046982]; transcription coregulator activity [GO:0003712]
Q07916	reviewed	DNA binding [GO:0003677]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]
Q8BZZ3	reviewed	ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]
Q99M28	reviewed	mRNA 3'-UTR binding [GO:0003730]
P23950	reviewed	14-3-3 protein binding [GO:0071889]; AU-rich element binding [GO:0017091]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; mRNA 3'-UTR AU-rich region binding [GO:0035925]; mRNA 3'-UTR binding [GO:0003730]; mRNA binding [GO:0003729]
Q9Z1X9	reviewed	3'-5' DNA helicase activity [GO:0043138]; chromatin binding [GO:0003682]; DNA replication origin binding [GO:0003688]; single-stranded DNA binding [GO:0003697]
Q9CXE0	reviewed	metal ion binding [GO:0046872]; methyltransferase activity [GO:0008168]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; repressing transcription factor binding [GO:0070491]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; transcription regulatory region DNA binding [GO:0044212]
P25799	reviewed	actinin binding [GO:0042805]; chromatin binding [GO:0003682]; distal enhancer DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001205]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; double-stranded DNA binding [GO:0003690]; heat shock protein binding [GO:0031072]; identical protein binding [GO:0042802]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]; transcription factor binding [GO:0008134]; transcription regulatory region DNA binding [GO:0044212]; transcription regulatory region sequence-specific DNA binding [GO:0000976]
Q04863	reviewed	chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; identical protein binding [GO:0042802]; protein kinase binding [GO:0019901]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]
Q8C5D8	reviewed	androgen receptor binding [GO:0050681]; DNA binding [GO:0003677]; estrogen receptor binding [GO:0030331]; glucocorticoid receptor binding [GO:0035259]; protein domain specific binding [GO:0019904]; SUMO ligase activity [GO:0061665]; SUMO transferase activity [GO:0019789]; transcription factor binding [GO:0008134]; ubiquitin protein ligase binding [GO:0031625]; zinc ion binding [GO:0008270]
Q8CE64	reviewed	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]
Q9WTK5	reviewed	proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]
P25976	reviewed	chromatin binding [GO:0003682]; RNA polymerase I CORE element sequence-specific DNA binding [GO:0001164]; RNA polymerase I upstream control element sequence-specific DNA binding [GO:0001165]; scaffold protein binding [GO:0097110]
Q8K202	reviewed	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; RNA polymerase I transcription factor binding [GO:0001179]
P26450	reviewed	1-phosphatidylinositol-3-kinase activity [GO:0016303]; 1-phosphatidylinositol-3-kinase regulator activity [GO:0046935]; ATPase binding [GO:0051117]; calmodulin binding [GO:0005516]; ErbB-3 class receptor binding [GO:0043125]; estrogen receptor binding [GO:0030331]; insulin binding [GO:0043559]; insulin-like growth factor receptor binding [GO:0005159]; insulin receptor binding [GO:0005158]; insulin receptor substrate binding [GO:0043560]; neurotrophin TRKA receptor binding [GO:0005168]; phosphatidylinositol 3-kinase regulator activity [GO:0035014]; phosphatidylinositol 3-kinase regulatory subunit binding [GO:0036312]; phosphoprotein binding [GO:0051219]; phosphotyrosine residue binding [GO:0001784]; platelet-derived growth factor receptor binding [GO:0005161]; protein C-terminus binding [GO:0008022]; protein domain specific binding [GO:0019904]; protein heterodimerization activity [GO:0046982]; protein kinase binding [GO:0019901]; protein phosphatase binding [GO:0019903]; receptor tyrosine kinase binding [GO:0030971]; signaling receptor binding [GO:0005102]; transcription factor binding [GO:0008134]; ubiquitin protein ligase binding [GO:0031625]
P27048	reviewed	histone pre-mRNA DCP binding [GO:0071208]; RNA binding [GO:0003723]; telomerase RNA binding [GO:0070034]; U1 snRNP binding [GO:1990446]; U2 snRNA binding [GO:0030620]; U2 snRNP binding [GO:1990447]
P97801	reviewed	fibroblast growth factor binding [GO:0017134]; identical protein binding [GO:0042802]; RNA binding [GO:0003723]
P27577	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; histone acetyltransferase binding [GO:0035035]; identical protein binding [GO:0042802]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; sequence-specific double-stranded DNA binding [GO:1990837]; transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000982]
P27782	reviewed	armadillo repeat domain binding [GO:0070016]; beta-catenin binding [GO:0008013]; C2H2 zinc finger domain binding [GO:0070742]; chromatin binding [GO:0003682]; cysteine-type endopeptidase inhibitor activity involved in apoptotic process [GO:0043027]; DNA binding [GO:0003677]; DNA binding, bending [GO:0008301]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; enhancer binding [GO:0035326]; estrogen receptor activity [GO:0030284]; estrogen receptor binding [GO:0030331]; gamma-catenin binding [GO:0045295]; histone binding [GO:0042393]; histone deacetylase binding [GO:0042826]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]; transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding [GO:0003705]; transcription factor binding [GO:0008134]; transcription regulatory region DNA binding [GO:0044212]
Q9JM05	reviewed	DNA binding [GO:0003677]; protein C-terminus binding [GO:0008022]; SUMO ligase activity [GO:0061665]; SUMO transferase activity [GO:0019789]; transcription corepressor activity [GO:0003714]; ubiquitin protein ligase binding [GO:0031625]; zinc ion binding [GO:0008270]
P50538	reviewed	protein dimerization activity [GO:0046983]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]
P50540	reviewed	DNA binding [GO:0003677]; protein dimerization activity [GO:0046983]
Q80US8	reviewed	DNA binding [GO:0003677]; protein dimerization activity [GO:0046983]
Q91VN7	unreviewed	protein dimerization activity [GO:0046983]
P28653	reviewed	extracellular matrix binding [GO:0050840]; extracellular matrix structural constituent conferring compression resistance [GO:0030021]; glycosaminoglycan binding [GO:0005539]
Q9R1Z7	reviewed	6-pyruvoyltetrahydropterin synthase activity [GO:0003874]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; protein homodimerization activity [GO:0042803]
P35396	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; drug binding [GO:0008144]; enzyme activator activity [GO:0008047]; fatty acid binding [GO:0005504]; linoleic acid binding [GO:0070539]; lipid binding [GO:0008289]; NF-kappaB binding [GO:0051059]; nuclear receptor activity [GO:0004879]; nuclear receptor transcription coactivator activity [GO:0030374]; prostacyclin receptor activity [GO:0016501]; protein heterodimerization activity [GO:0046982]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; retinoid X receptor binding [GO:0046965]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; RNA polymerase II repressing transcription factor binding [GO:0001103]; signaling receptor activity [GO:0038023]; steroid hormone receptor activity [GO:0003707]; transcription coactivator activity [GO:0003713]; transcription factor binding [GO:0008134]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; zinc ion binding [GO:0008270]
P37242	reviewed	chromatin DNA binding [GO:0031490]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; double-stranded DNA binding [GO:0003690]; enzyme binding [GO:0019899]; nuclear receptor transcription coactivator activity [GO:0030374]; protein homodimerization activity [GO:0042803]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; signaling receptor activity [GO:0038023]; steroid hormone receptor activity [GO:0003707]; thyroid hormone binding [GO:0070324]; thyroid hormone receptor activity [GO:0004887]; transcription factor binding [GO:0008134]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; zinc ion binding [GO:0008270]
Q60644	reviewed	apolipoprotein A-I receptor binding [GO:0034191]; ATPase binding [GO:0051117]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; nuclear receptor activity [GO:0004879]; nuclear receptor transcription coactivator activity [GO:0030374]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; retinoid X receptor binding [GO:0046965]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; signaling receptor activity [GO:0038023]; steroid hormone receptor activity [GO:0003707]; transcription factor binding [GO:0008134]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; zinc ion binding [GO:0008270]
Q925B0	reviewed	actin binding [GO:0003779]; enzyme binding [GO:0019899]; leucine zipper domain binding [GO:0043522]; protein kinase C binding [GO:0005080]; protein phosphatase 1 binding [GO:0008157]
P97357	reviewed	DNA binding [GO:0003677]
Q6PDZ2	reviewed	RNA polymerase I CORE element sequence-specific DNA binding [GO:0001164]
