Entry	Status	Gene ontology (molecular function)
P38344	reviewed	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]
P41911	reviewed	glycerol-3-phosphate dehydrogenase [NAD(P)+] activity [GO:0047952]; glycerol-3-phosphate dehydrogenase [NAD+] activity [GO:0004367]; NAD binding [GO:0051287]; protein homodimerization activity [GO:0042803]
P41920	reviewed	GTPase activator activity [GO:0005096]; Ran GTPase binding [GO:0008536]
Q08921	reviewed	
P40584	reviewed	
P36054	reviewed	calcium-dependent protein serine/threonine phosphatase regulator activity [GO:0008597]; protein phosphatase 2B binding [GO:0030346]
Q03652	reviewed	
P32378	reviewed	4-hydroxybenzoate decaprenyltransferase activity [GO:0002083]; 4-hydroxybenzoate nonaprenyltransferase activity [GO:0047293]; 4-hydroxybenzoate octaprenyltransferase activity [GO:0008412]; transferase activity, transferring alkyl or aryl (other than methyl) groups [GO:0016765]
P52924	reviewed	
P25298	reviewed	mRNA binding [GO:0003729]; protein heterodimerization activity [GO:0046982]
P25299	reviewed	mRNA binding [GO:0003729]; protein heterodimerization activity [GO:0046982]; RNA binding [GO:0003723]
P38262	reviewed	transcription corepressor activity [GO:0003714]
P33751	reviewed	carboxy-lyase activity [GO:0016831]; flavin prenyltransferase activity [GO:0106141]; mRNA binding [GO:0003729]
P40087	reviewed	aspartic-type endopeptidase activity [GO:0004190]; SNARE binding [GO:0000149]; ubiquitin binding [GO:0043130]
P41910	reviewed	RNA polymerase III core binding [GO:0000994]; RNA polymerase III type 1 promoter DNA binding [GO:0001030]; RNA polymerase III type 2 promoter DNA binding [GO:0001031]; RNA polymerase III type 3 promoter DNA binding [GO:0001032]
P47150	reviewed	mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]
P53437	reviewed	RNA polymerase I general transcription initiation factor activity [GO:0001181]; TBP-class protein binding [GO:0017025]
P53979	reviewed	
Q07629	reviewed	
Q12248	reviewed	
P25300	reviewed	Ras guanyl-nucleotide exchange factor activity [GO:0005088]
P38827	reviewed	histone-lysine N-methyltransferase activity [GO:0018024]; histone methyltransferase activity [GO:0042054]; protein-lysine N-methyltransferase activity [GO:0016279]; RNA binding [GO:0003723]
P39729	reviewed	GTP binding [GO:0005525]
P38953	reviewed	ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA-dependent ATPase activity [GO:0008094]; protein heterodimerization activity [GO:0046982]
P47065	reviewed	
P25302	reviewed	DNA binding [GO:0003677]; identical protein binding [GO:0042802]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]
P25332	reviewed	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; ribokinase activity [GO:0004747]
P25333	reviewed	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]
P25334	reviewed	peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; unfolded protein binding [GO:0051082]
P25335	reviewed	allantoicase activity [GO:0004037]
P25336	reviewed	ATP binding [GO:0005524]; centromeric DNA binding [GO:0019237]; damaged DNA binding [GO:0003684]; DNA-dependent ATPase activity [GO:0008094]; DNA insertion or deletion binding [GO:0032135]; double-strand/single-strand DNA junction binding [GO:0000406]; heteroduplex DNA loop binding [GO:0000404]; oxidized purine DNA binding [GO:0032357]; Y-form DNA binding [GO:0000403]
Q08278	reviewed	transcription coregulator activity [GO:0003712]
P25338	reviewed	
P25339	reviewed	mRNA binding [GO:0003729]
P35732	reviewed	DNA binding [GO:0003677]
P25340	reviewed	delta24(24-1) sterol reductase activity [GO:0000246]
Q08023	reviewed	
P25343	reviewed	cytoskeletal protein binding [GO:0008092]
Q05670	reviewed	Rho guanyl-nucleotide exchange factor activity [GO:0005089]
P25554	reviewed	methylated histone binding [GO:0035064]; RNA polymerase II transcription regulator recruiting activity [GO:0001135]
P30902	reviewed	proton transmembrane transporter activity [GO:0015078]
P32563	reviewed	ATPase binding [GO:0051117]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]
P36116	reviewed	
P38080	reviewed	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]
P39955	reviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; microtubule-severing ATPase activity [GO:0008568]
P45976	reviewed	protein binding, bridging [GO:0030674]
P46988	reviewed	unfolded protein binding [GO:0051082]
P48232	reviewed	
P53050	reviewed	DNA-binding transcription factor activity [GO:0003700]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]
P54999	reviewed	poly(U) RNA binding [GO:0008266]; RNA binding [GO:0003723]; splicing factor binding [GO:1990935]
Q02948	reviewed	
Q03503	reviewed	peptide alpha-N-acetyltransferase activity [GO:0004596]
Q03713	reviewed	
Q06263	reviewed	ATPase activator activity [GO:0001671]
Q06592	reviewed	D-amino-acid N-acetyltransferase activity [GO:0047812]; histone acetyltransferase activity [GO:0004402]; identical protein binding [GO:0042802]; N-acetyltransferase activity [GO:0008080]
Q07887	reviewed	
Q08214	reviewed	4 iron, 4 sulfur cluster binding [GO:0051539]; class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078]; DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0003906]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity [GO:0000703]
Q12115	reviewed	
P25345	reviewed	asparagine-tRNA ligase activity [GO:0004816]; ATP binding [GO:0005524]; nucleic acid binding [GO:0003676]
P25346	reviewed	glycerol-3-phosphate transmembrane transporter activity [GO:0015169]; glycerophosphodiester transmembrane transporter activity [GO:0001406]
P25347	reviewed	
Q08645	reviewed	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; tetrahydrofolylpolyglutamate synthase activity [GO:0004326]
P25348	reviewed	structural constituent of ribosome [GO:0003735]
P40583	reviewed	aspartic-type endopeptidase activity [GO:0004190]
P25349	reviewed	electron transfer activity [GO:0009055]; FMN binding [GO:0010181]; NAD(P)H dehydrogenase (quinone) activity [GO:0003955]
Q06567	reviewed	
P25351	reviewed	
Q04779	reviewed	metal ion binding [GO:0046872]
Q6B0Y7	reviewed	
Q04562	reviewed	
Q07540	reviewed	2 iron, 2 sulfur cluster binding [GO:0051537]; ferric iron binding [GO:0008199]; ferrous iron binding [GO:0008198]; ferroxidase activity [GO:0004322]; identical protein binding [GO:0042802]; iron chaperone activity [GO:0034986]
P25355	reviewed	
P25357	reviewed	chromatin binding [GO:0003682]; DNA binding [GO:0003677]; histone deacetylase binding [GO:0042826]; RNA polymerase II regulatory region DNA binding [GO:0001012]; sequence-specific DNA binding [GO:0043565]; transcription corepressor activity [GO:0003714]
P53039	reviewed	
P32368	reviewed	phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity [GO:0043813]; phosphatidylinositol-3-phosphatase activity [GO:0004438]; phosphatidylinositol-4-phosphate phosphatase activity [GO:0043812]
P40885	reviewed	carbohydrate:proton symporter activity [GO:0005351]; fructose transmembrane transporter activity [GO:0005353]; galactose transmembrane transporter activity [GO:0005354]; glucose transmembrane transporter activity [GO:0005355]; mannose transmembrane transporter activity [GO:0015578]
P40890	reviewed	nucleotide binding [GO:0000166]; signal sequence binding [GO:0005048]
P43571	reviewed	phosphatidylinositol deacylase activity [GO:0050185]
P47187	reviewed	
P87284	reviewed	phosphatidic acid binding [GO:0070300]; phosphatidylinositol-3,5-bisphosphate binding [GO:0080025]; phosphatidylinositol-3-phosphate binding [GO:0032266]; sphingolipid binding [GO:0046625]
Q04651	reviewed	
Q08193	reviewed	1,3-beta-glucanosyltransferase activity [GO:0042124]
Q12445	reviewed	structural constituent of nuclear pore [GO:0017056]
P25359	reviewed	AU-rich element binding [GO:0017091]
P25360	reviewed	inorganic phosphate transmembrane transporter activity [GO:0005315]
P25362	reviewed	
P37265	reviewed	
P53887	reviewed	
P25366	reviewed	protein tyrosine phosphatase activity [GO:0004725]
P38738	reviewed	
Q02651	reviewed	
P32860	reviewed	4 iron, 4 sulfur cluster binding [GO:0051539]; iron ion binding [GO:0005506]
P38768	reviewed	
P53286	reviewed	chaperone binding [GO:0051087]; SNARE binding [GO:0000149]
Q12285	reviewed	polyubiquitin modification-dependent protein binding [GO:0031593]; proteasome binding [GO:0070628]; ribosomal large subunit binding [GO:0043023]; ribosomal small subunit binding [GO:0043024]; ubiquitin binding [GO:0043130]
P25369	reviewed	
P38778	reviewed	cadmium ion transmembrane transporter activity [GO:0015086]; inorganic cation transmembrane transporter activity [GO:0022890]; manganese ion transmembrane transporter activity [GO:0005384]; metal ion binding [GO:0046872]; solute:proton symporter activity [GO:0015295]
P46964	reviewed	dolichyl-diphosphooligosaccharide-protein glycotransferase activity [GO:0004579]
P53146	reviewed	SNAP receptor activity [GO:0005484]
Q3E6R4	reviewed	
P25372	reviewed	disulfide oxidoreductase activity [GO:0015036]; protein disulfide oxidoreductase activity [GO:0015035]
P25375	reviewed	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]
P33303	reviewed	succinate:fumarate antiporter activity [GO:0005469]
P39551	reviewed	
Q12233	reviewed	proton transmembrane transporter activity [GO:0015078]
P25377	reviewed	alcohol dehydrogenase (NADP+) activity [GO:0008106]; zinc ion binding [GO:0008270]
P25378	reviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]
P25382	reviewed	
Q07791	reviewed	aspartic-type endopeptidase activity [GO:0004190]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; metal ion binding [GO:0046872]; peptidase activity [GO:0008233]; ribonuclease activity [GO:0004540]; RNA binding [GO:0003723]; RNA-directed DNA polymerase activity [GO:0003964]; RNA-DNA hybrid ribonuclease activity [GO:0004523]
P25384	reviewed	aspartic-type endopeptidase activity [GO:0004190]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; metal ion binding [GO:0046872]; peptidase activity [GO:0008233]; ribonuclease activity [GO:0004540]; RNA binding [GO:0003723]; RNA-directed DNA polymerase activity [GO:0003964]; RNA-DNA hybrid ribonuclease activity [GO:0004523]
P38876	reviewed	aminoacyl-tRNA hydrolase activity [GO:0004045]
P38523	reviewed	adenyl-nucleotide exchange factor activity [GO:0000774]; chaperone binding [GO:0051087]; protein homodimerization activity [GO:0042803]; unfolded protein binding [GO:0051082]
P47113	reviewed	GDP-dissociation inhibitor activity [GO:0005092]; GTPase activator activity [GO:0005096]
Q06704	reviewed	
P53890	reviewed	protein binding, bridging [GO:0030674]
P25390	reviewed	ATP binding [GO:0005524]; MAP kinase kinase kinase activity [GO:0004709]; protein serine/threonine kinase activity [GO:0004674]
P25441	reviewed	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]
P36121	reviewed	DNA-directed 5'-3' RNA polymerase activity [GO:0003899]
P46959	reviewed	tRNA (adenine-N1-)-methyltransferase activity [GO:0016429]
Q12181	reviewed	flavin adenine dinucleotide binding [GO:0050660]; FMN binding [GO:0010181]; NADP binding [GO:0050661]; NADPH-hemoprotein reductase activity [GO:0003958]; oxidoreductase activity [GO:0016491]; oxidoreductase activity, acting on NAD(P)H [GO:0016651]
Q3E757	reviewed	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]
P25454	reviewed	ATP binding [GO:0005524]; DNA-dependent ATPase activity [GO:0008094]; double-stranded DNA binding [GO:0003690]; identical protein binding [GO:0042802]; recombinase activity [GO:0000150]; single-stranded DNA binding [GO:0003697]
P29295	reviewed	ATP binding [GO:0005524]; identical protein binding [GO:0042802]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activity [GO:0004713]
Q12251	reviewed	3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity [GO:0046964]; 5'-adenylyl sulfate transmembrane transporter activity [GO:1902557]
Q99401	reviewed	
Q12513	reviewed	protein binding, bridging [GO:0030674]; ribosomal large subunit binding [GO:0043023]; ribosomal small subunit binding [GO:0043024]
P32494	reviewed	transcription coactivator activity [GO:0003713]
P53054	reviewed	
P43563	reviewed	protein kinase activator activity [GO:0030295]
P25559	reviewed	
P38742	reviewed	
P38782	reviewed	RNA polymerase II transcription coactivator activity involved in preinitiation complex assembly [GO:0001128]
Q12157	reviewed	cullin family protein binding [GO:0097602]; ligase activity [GO:0016874]; metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]
Q12174	reviewed	
P40561	reviewed	poly(A) binding [GO:0008143]
P41940	reviewed	GTP binding [GO:0005525]; mannose-1-phosphate guanylyltransferase activity [GO:0004475]
P25568	reviewed	
Q03677	reviewed	acireductone dioxygenase (Ni2+-requiring) activity [GO:0010308]; acireductone dioxygenase [iron(II)-requiring] activity [GO:0010309]; iron ion binding [GO:0005506]
P25569	reviewed	
P40208	reviewed	
P25573	reviewed	misfolded protein binding [GO:0051787]
P25574	reviewed	
Q08961	reviewed	protein-lysine N-methyltransferase activity [GO:0016279]
P25576	reviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; nicotinamide-nucleotide adenylyltransferase activity [GO:0000309]
P25577	reviewed	
P25578	reviewed	ATP binding [GO:0005524]; CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity [GO:0008444]
Q12345	reviewed	
P42946	reviewed	
P47144	reviewed	
P25583	reviewed	DNA-binding transcription factor activity [GO:0003700]
P40167	reviewed	
P41833	reviewed	mRNA (2'-O-methyladenosine-N6-)-methyltransferase activity [GO:0016422]; mRNA (N6-adenosine)-methyltransferase activity [GO:0001734]; RNA binding [GO:0003723]
P53185	reviewed	
P38635	reviewed	histidinol-phosphatase activity [GO:0004401]
P39108	reviewed	peroxisome matrix targeting signal-2 binding [GO:0005053]
P46983	reviewed	
Q12082	reviewed	
Q12200	reviewed	sphingolipid transporter activity [GO:0046624]
P25586	reviewed	RNA binding [GO:0003723]
P25587	reviewed	
P25591	reviewed	protein membrane anchor [GO:0043495]
P40092	reviewed	structural constituent of cell wall [GO:0005199]
P43601	reviewed	phosphatidylinositol-3,5-bisphosphate binding [GO:0080025]; phosphatidylinositol-3-phosphate binding [GO:0032266]; phosphatidylinositol-4-phosphate binding [GO:0070273]; ubiquitin binding [GO:0043130]
P47053	reviewed	
P25596	reviewed	siderophore transmembrane transporter activity [GO:0015343]; solute:proton antiporter activity [GO:0015299]
P25600	reviewed	DNA-directed DNA polymerase activity [GO:0003887]; peptidase activity [GO:0008233]; ribonuclease activity [GO:0004540]; RNA binding [GO:0003723]; RNA-directed DNA polymerase activity [GO:0003964]
P25602	reviewed	
P25603	reviewed	
Q04053	reviewed	phosphatidylinositol-3-phosphate binding [GO:0032266]; phosphatidylinositol binding [GO:0035091]
P40481	reviewed	protein-histidine N-methyltransferase activity [GO:0018064]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]
P53306	reviewed	phosphatidylinositol N-acetylglucosaminyltransferase activity [GO:0017176]
P32504	reviewed	centromeric DNA binding [GO:0019237]; DNA binding, bending [GO:0008301]
P33893	reviewed	ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]
P38687	reviewed	7S RNA binding [GO:0008312]; endoplasmic reticulum signal peptide binding [GO:0030942]; signal recognition particle binding [GO:0005047]
P39975	reviewed	
P40078	reviewed	
P40211	reviewed	
P40858	reviewed	structural constituent of ribosome [GO:0003735]
P46962	reviewed	cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]
P47012	reviewed	
P50110	reviewed	
P53062	reviewed	
P53251	reviewed	
Q04925	reviewed	
Q8TGT3	reviewed	
P25612	reviewed	aryl-alcohol dehydrogenase (NAD+) activity [GO:0018456]
Q12219	reviewed	
P43548	reviewed	amino acid transmembrane transporter activity [GO:0015171]
P25615	reviewed	DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; metal ion binding [GO:0046872]
Q99345	reviewed	
P25617	reviewed	
Q07660	reviewed	
P36033	reviewed	ferric-chelate reductase (NADPH) activity [GO:0052851]; ferric-chelate reductase activity [GO:0000293]; metal ion binding [GO:0046872]
P40363	reviewed	carboxylic ester hydrolase activity [GO:0052689]; S-formylglutathione hydrolase activity [GO:0018738]
P49573	reviewed	copper ion transmembrane transporter activity [GO:0005375]; identical protein binding [GO:0042802]
Q99271	reviewed	cation:cation antiporter activity [GO:0015491]; potassium ion transmembrane transporter activity [GO:0015079]; sodium:proton antiporter activity [GO:0015385]
P53751	reviewed	
P34216	reviewed	calcium ion binding [GO:0005509]; ubiquitin binding [GO:0043130]
P37370	reviewed	actin binding [GO:0003779]; actin filament binding [GO:0051015]
P40206	reviewed	
P47161	reviewed	aminopeptidase activity [GO:0004177]; metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]
Q07657	reviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; protein-containing complex scaffold activity [GO:0032947]
P25625	reviewed	hydrolase activity, acting on ester bonds [GO:0016788]
P25626	reviewed	structural constituent of ribosome [GO:0003735]
P50112	reviewed	
P53833	reviewed	
P37261	reviewed	oxidoreductase activity, acting on NAD(P)H, nitrogenous group as acceptor [GO:0016657]
P39523	reviewed	
P48234	reviewed	
P53378	reviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; structural constituent of cytoskeleton [GO:0005200]
P25631	reviewed	
P39961	reviewed	DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]
P25632	reviewed	
P32573	reviewed	2,4-dienoyl-CoA reductase (NADPH) activity [GO:0008670]
P40505	reviewed	histone deacetylase binding [GO:0042826]
P43609	reviewed	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]
P48239	reviewed	glutathione dehydrogenase (ascorbate) activity [GO:0045174]; glutathione transferase activity [GO:0004364]
Q06078	reviewed	
Q12220	reviewed	snoRNA binding [GO:0030515]
P25637	reviewed	actin monomer binding [GO:0003785]; protein kinase inhibitor activity [GO:0004860]; ribosome binding [GO:0043022]
P33892	reviewed	ATP-dependent protein binding [GO:0043008]; protein kinase binding [GO:0019901]; protein kinase regulator activity [GO:0019887]; ribosome binding [GO:0043022]; translation initiation factor binding [GO:0031369]
P46999	reviewed	structural constituent of cell wall [GO:0005199]
Q04179	reviewed	nicotinamide riboside hydrolase activity [GO:0070635]; nicotinic acid riboside hydrolase activity [GO:0070636]; purine nucleosidase activity [GO:0008477]; ribosylpyrimidine nucleosidase activity [GO:0050263]; uridine nucleosidase activity [GO:0045437]
P32331	reviewed	glycine transmembrane transporter activity [GO:0015187]; organic acid transmembrane transporter activity [GO:0005342]
P38221	reviewed	phosphatidate cytidylyltransferase activity [GO:0004605]
P38301	reviewed	calcium ion transmembrane transporter activity [GO:0015085]; manganese ion transmembrane transporter activity [GO:0005384]
P38814	reviewed	
P38969	reviewed	
P39106	reviewed	alpha-1,3-mannosyltransferase activity [GO:0000033]
P40464	reviewed	FAD transmembrane transporter activity [GO:0015230]; folic acid transmembrane transporter activity [GO:0008517]
P42833	reviewed	carbohydrate:proton symporter activity [GO:0005351]; galactose transmembrane transporter activity [GO:0005354]; glucose transmembrane transporter activity [GO:0005355]
P53752	reviewed	
P25641	reviewed	phospholipase activity [GO:0004620]; triglyceride lipase activity [GO:0004806]
P40312	reviewed	electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]
P30775	reviewed	translation release factor activity [GO:0003747]
P32351	reviewed	transcription coactivator activity [GO:0003713]
P49955	reviewed	mRNA binding [GO:0003729]
P53727	reviewed	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; pyridoxal kinase activity [GO:0008478]
Q03667	reviewed	
Q12468	reviewed	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; metallopeptidase activity [GO:0008237]; NEDD8-specific protease activity [GO:0019784]
P25646	reviewed	[pyruvate dehydrogenase (lipoamide)] phosphatase activity [GO:0004741]; protein serine/threonine phosphatase activity [GO:0004722]
P25648	reviewed	transcription coactivator activity [GO:0003713]
P32354	reviewed	DNA replication origin binding [GO:0003688]; double-stranded DNA binding [GO:0003690]; metal ion binding [GO:0046872]; single-stranded DNA binding [GO:0003697]
P32582	reviewed	cystathionine beta-synthase activity [GO:0004122]; cysteine synthase activity [GO:0004124]; pyridoxal phosphate binding [GO:0030170]
P36081	reviewed	
P36149	reviewed	
P40455	reviewed	
P42843	reviewed	protein binding, bridging [GO:0030674]
Q02208	reviewed	phosphatase activator activity [GO:0019211]; rDNA binding [GO:0000182]
Q12017	reviewed	actin binding [GO:0003779]; G-protein beta/gamma-subunit complex binding [GO:0031683]
P48360	reviewed	NADPH-adrenodoxin reductase activity [GO:0015039]; oxidoreductase activity [GO:0016491]
P43556	reviewed	cytoskeletal protein binding [GO:0008092]; GTPase activator activity [GO:0005096]
P53150	reviewed	chromatin binding [GO:0003682]
P32899	reviewed	rRNA binding [GO:0019843]; snoRNA binding [GO:0030515]
P40520	reviewed	
P53323	reviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]
Q04491	reviewed	identical protein binding [GO:0042802]; structural molecule activity [GO:0005198]
P25659	reviewed	proteasome binding [GO:0070628]
P25694	reviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; polyubiquitin modification-dependent protein binding [GO:0031593]; protein phosphatase regulator activity [GO:0019888]; ubiquitin binding [GO:0043130]
P33755	reviewed	ubiquitin binding [GO:0043130]; ubiquitin protein ligase binding [GO:0031625]
P53899	reviewed	proteasome binding [GO:0070628]; zinc ion binding [GO:0008270]
P54730	reviewed	protein-containing complex binding [GO:0044877]
P54860	reviewed	ubiquitin-ubiquitin ligase activity [GO:0034450]
P25808	reviewed	ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; RNA binding [GO:0003723]
Q03088	reviewed	oxidoreductase activity [GO:0016491]
P53257	reviewed	thiamine pyrophosphate transmembrane transporter activity [GO:0090422]; thiamine transmembrane transporter activity [GO:0015234]
Q03782	reviewed	mRNA binding [GO:0003729]
P26263	reviewed	branched-chain-2-oxoacid decarboxylase activity [GO:0047433]; carboxy-lyase activity [GO:0016831]; indolepyruvate decarboxylase activity [GO:0047434]; magnesium ion binding [GO:0000287]; phenylpyruvate decarboxylase activity [GO:0050177]; pyruvate decarboxylase activity [GO:0004737]; thiamine pyrophosphate binding [GO:0030976]
P26321	reviewed	5S rRNA binding [GO:0008097]; structural constituent of ribosome [GO:0003735]
Q04212	reviewed	D-arabinose 1-dehydrogenase (NAD) activity [GO:0047816]; D-arabinose 1-dehydrogenase [NAD(P)+] activity [GO:0045290]
Q07395	reviewed	unfolded protein binding [GO:0051082]
P33339	reviewed	DNA binding [GO:0003677]; RNA polymerase III transcription regulator recruiting activity [GO:0001004]
P38784	reviewed	unfolded protein binding [GO:0051082]
P38863	reviewed	gamma-tubulin binding [GO:0043015]; structural constituent of cytoskeleton [GO:0005200]
P39724	reviewed	
P40204	reviewed	RNA binding [GO:0003723]
P46948	reviewed	RNA binding [GO:0003723]
P53314	reviewed	2',3'-cyclic-nucleotide 3'-phosphodiesterase activity [GO:0004113]
P53973	reviewed	chromatin binding [GO:0003682]; identical protein binding [GO:0042802]; NAD-dependent histone deacetylase activity (H3-K14 specific) [GO:0032041]
Q12156	reviewed	actin binding [GO:0003779]; Arp2/3 complex binding [GO:0071933]
Q12161	reviewed	metal ion binding [GO:0046872]; ubiquitin-protein transferase activity [GO:0004842]
Q12208	reviewed	3'-5'-exoribonuclease activity [GO:0000175]; poly(U)-specific exoribonuclease activity, producing 3' uridine cyclic phosphate ends [GO:1990838]
Q12318	reviewed	
P26364	reviewed	adenylate kinase activity [GO:0004017]; ATP binding [GO:0005524]; GTP binding [GO:0005525]; nucleoside triphosphate adenylate kinase activity [GO:0046899]
P48238	reviewed	
P26449	reviewed	ubiquitin binding [GO:0043130]
P40463	reviewed	
Q03653	reviewed	
P26725	reviewed	alpha-1,2-mannosyltransferase activity [GO:0000026]; mannosyltransferase activity [GO:0000030]
P26754	reviewed	damaged DNA binding [GO:0003684]; double-stranded DNA binding [GO:0003690]; G-rich strand telomeric DNA binding [GO:0098505]; sequence-specific DNA binding [GO:0043565]; single-stranded DNA binding [GO:0003697]
P26783	reviewed	mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]
P26786	reviewed	structural constituent of ribosome [GO:0003735]
P26793	reviewed	5'-3' exodeoxyribonuclease activity involved in UV-damage excision repair [GO:1904162]; 5'-3' exonuclease activity [GO:0008409]; 5'-flap endonuclease activity [GO:0017108]; crossover junction endodeoxyribonuclease activity [GO:0008821]; DNA binding [GO:0003677]; double-stranded DNA 5'-3' exodeoxyribonuclease activity [GO:0051908]; flap endonuclease activity [GO:0048256]; magnesium ion binding [GO:0000287]; single-stranded DNA 5'-3' exodeoxyribonuclease activity [GO:0045145]
P27344	reviewed	DNA-directed DNA polymerase activity [GO:0003887]; protein heterodimerization activity [GO:0046982]
P40556	reviewed	NAD transmembrane transporter activity [GO:0051724]; pyruvate secondary active transmembrane transporter activity [GO:0005477]
Q04603	reviewed	chromatin DNA binding [GO:0031490]; DNA-directed DNA polymerase activity [GO:0003887]; nucleosomal DNA binding [GO:0031492]; protein heterodimerization activity [GO:0046982]
P42223	reviewed	
P36143	reviewed	glycogenin glucosyltransferase activity [GO:0008466]; UDP-alpha-D-glucose:glucosyl-glycogenin alpha-D-glucosyltransferase activity [GO:0102751]
Q06625	reviewed	4-alpha-glucanotransferase activity [GO:0004134]; amylo-alpha-1,6-glucosidase activity [GO:0004135]; beta-maltose 4-alpha-glucanotransferase activity [GO:0102500]
P27514	reviewed	glycerol-3-phosphate transmembrane transporter activity [GO:0015169]; inorganic phosphate transmembrane transporter activity [GO:0005315]
P36086	reviewed	alcohol dehydrogenase (NAD) activity [GO:0004022]
P47115	reviewed	
P53249	reviewed	
P27614	reviewed	carboxypeptidase activity [GO:0004180]; metal ion binding [GO:0046872]; metallocarboxypeptidase activity [GO:0004181]
P32527	reviewed	DNA binding [GO:0003677]; ribosome binding [GO:0043022]; unfolded protein binding [GO:0051082]
P27616	reviewed	ATP binding [GO:0005524]; phosphoribosylaminoimidazolesuccinocarboxamide synthase activity [GO:0004639]
P32598	reviewed	metal ion binding [GO:0046872]; protein serine/threonine phosphatase activity [GO:0004722]
P33304	reviewed	
P35688	reviewed	GTPase activator activity [GO:0005096]; metal ion binding [GO:0046872]
P36025	reviewed	
P36155	reviewed	
P38126	reviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]
P40036	reviewed	protein phosphatase regulator activity [GO:0019888]
P40161	reviewed	double-stranded DNA binding [GO:0003690]; histone binding [GO:0042393]; identical protein binding [GO:0042802]
P40187	reviewed	protein phosphatase regulator activity [GO:0019888]
P42073	reviewed	chromatin binding [GO:0003682]; RNA binding [GO:0003723]
P43545	reviewed	amine-lyase activity [GO:0016843]; GMP synthase (glutamine-hydrolyzing) activity [GO:0003922]; pyridoxal 5'-phosphate synthase (glutamine hydrolysing) activity [GO:0036381]
P43634	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]
P47152	reviewed	
P48525	reviewed	ATP binding [GO:0005524]; glutamate-tRNA ligase activity [GO:0004818]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]
P53824	reviewed	amine-lyase activity [GO:0016843]; GMP synthase (glutamine-hydrolyzing) activity [GO:0003922]; pyridoxal 5'-phosphate synthase (glutamine hydrolysing) activity [GO:0036381]
