Entry	Status	Gene ontology (biological process)
Q8C0D7	reviewed	apoptotic process [GO:0006915]; cell cycle arrest [GO:0007050]; DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator [GO:0006978]; DNA replication [GO:0006260]; histone H3 acetylation [GO:0043966]; histone H4-K12 acetylation [GO:0043983]; histone H4-K5 acetylation [GO:0043981]; histone H4-K8 acetylation [GO:0043982]; negative regulation of cell proliferation [GO:0008285]; negative regulation of growth [GO:0045926]; negative regulation of transcription, DNA-templated [GO:0045892]; positive regulation of apoptotic process [GO:0043065]; protein acetylation [GO:0006473]
P23204	reviewed	behavioral response to nicotine [GO:0035095]; cell differentiation [GO:0030154]; circadian regulation of gene expression [GO:0032922]; enamel mineralization [GO:0070166]; epidermis development [GO:0008544]; fatty acid metabolic process [GO:0006631]; glucose metabolic process [GO:0006006]; heart development [GO:0007507]; hormone-mediated signaling pathway [GO:0009755]; lipid metabolic process [GO:0006629]; lipoprotein metabolic process [GO:0042157]; multicellular organism development [GO:0007275]; negative regulation of appetite [GO:0032099]; negative regulation of blood pressure [GO:0045776]; negative regulation of cell growth involved in cardiac muscle cell development [GO:0061052]; negative regulation of cholesterol storage [GO:0010887]; negative regulation of inflammatory response [GO:0050728]; negative regulation of leukocyte cell-cell adhesion [GO:1903038]; negative regulation of macrophage derived foam cell differentiation [GO:0010745]; negative regulation of neuron death [GO:1901215]; negative regulation of pri-miRNA transcription by RNA polymerase II [GO:1902894]; negative regulation of protein binding [GO:0032091]; negative regulation of receptor biosynthetic process [GO:0010871]; negative regulation of sequestering of triglyceride [GO:0010891]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of fatty acid oxidation [GO:0046321]; positive regulation of gluconeogenesis [GO:0045722]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of cellular ketone metabolic process by positive regulation of transcription from RNA polymerase II promoter [GO:0072366]; regulation of circadian rhythm [GO:0042752]; regulation of fatty acid metabolic process [GO:0019217]; regulation of gene expression [GO:0010468]; regulation of glycolytic process by positive regulation of transcription from RNA polymerase II promoter [GO:0072363]; regulation of lipid metabolic process [GO:0019216]; regulation of lipid transport by positive regulation of transcription from RNA polymerase II promoter [GO:0072369]; regulation of transcription, DNA-templated [GO:0006355]; response to hypoxia [GO:0001666]; response to insulin [GO:0032868]; response to lipid [GO:0033993]; wound healing [GO:0042060]
P28700	reviewed	angiogenesis involved in coronary vascular morphogenesis [GO:0060978]; camera-type eye development [GO:0043010]; cardiac muscle cell differentiation [GO:0055007]; cardiac muscle cell proliferation [GO:0060038]; embryo implantation [GO:0007566]; heart development [GO:0007507]; heart morphogenesis [GO:0003007]; in utero embryonic development [GO:0001701]; maternal placenta development [GO:0001893]; mesenchyme development [GO:0060485]; modulation by virus of host morphology or physiology [GO:0019048]; negative regulation of cell proliferation [GO:0008285]; negative regulation of gene expression [GO:0010629]; negative regulation of transcription by RNA polymerase II [GO:0000122]; peroxisome proliferator activated receptor signaling pathway [GO:0035357]; placenta development [GO:0001890]; positive regulation of apoptotic process [GO:0043065]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus [GO:1901522]; positive regulation of translational initiation by iron [GO:0045994]; protein homotetramerization [GO:0051289]; regulation of branching involved in prostate gland morphogenesis [GO:0060687]; regulation of myelination [GO:0031641]; regulation of transcription, DNA-templated [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]; response to glucocorticoid [GO:0051384]; response to retinoic acid [GO:0032526]; retinoic acid receptor signaling pathway [GO:0048384]; secretory columnal luminar epithelial cell differentiation involved in prostate glandular acinus development [GO:0060528]; ventricular cardiac muscle cell differentiation [GO:0055012]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral serous pericardium development [GO:0061032]
P23708	reviewed	positive regulation of stem cell proliferation [GO:2000648]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of stem cell population maintenance [GO:2000036]; regulation of transcription, DNA-templated [GO:0006355]; rhythmic process [GO:0048511]
P33242	reviewed	adrenal gland development [GO:0030325]; calcineurin-mediated signaling [GO:0097720]; cell differentiation [GO:0030154]; female gonad development [GO:0008585]; hormone-mediated signaling pathway [GO:0009755]; hormone metabolic process [GO:0042445]; luteinization [GO:0001553]; maintenance of protein location in nucleus [GO:0051457]; male gonad development [GO:0008584]; male sex determination [GO:0030238]; multicellular organism aging [GO:0010259]; negative regulation of female gonad development [GO:2000195]; positive regulation of gene expression [GO:0010628]; positive regulation of male gonad development [GO:2000020]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription, DNA-templated [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]; reproductive process [GO:0022414]; response to gonadotropin-releasing hormone [GO:0097210]; sex determination [GO:0007530]; tissue development [GO:0009888]; transcription by RNA polymerase II [GO:0006366]
P23772	reviewed	anatomical structure formation involved in morphogenesis [GO:0048646]; animal organ morphogenesis [GO:0009887]; aortic valve morphogenesis [GO:0003180]; axon guidance [GO:0007411]; canonical Wnt signaling pathway involved in metanephric kidney development [GO:0061290]; cardiac right ventricle morphogenesis [GO:0003215]; cell activation [GO:0001775]; cell development [GO:0048468]; cell fate determination [GO:0001709]; cell maturation [GO:0048469]; cell morphogenesis [GO:0000902]; cellular response to BMP stimulus [GO:0071773]; cellular response to cytokine stimulus [GO:0071345]; cellular response to interferon-alpha [GO:0035457]; cellular response to interleukin-4 [GO:0071353]; cellular response to tumor necrosis factor [GO:0071356]; chromatin remodeling [GO:0006338]; cochlea development [GO:0090102]; developmental growth [GO:0048589]; ear development [GO:0043583]; embryonic hemopoiesis [GO:0035162]; embryonic organ development [GO:0048568]; erythrocyte differentiation [GO:0030218]; heart development [GO:0007507]; homeostasis of number of cells [GO:0048872]; humoral immune response [GO:0006959]; innate immune response [GO:0045087]; inner ear morphogenesis [GO:0042472]; interferon-gamma secretion [GO:0072643]; interleukin-4 secretion [GO:0072602]; in utero embryonic development [GO:0001701]; kidney development [GO:0001822]; lens development in camera-type eye [GO:0002088]; lymphocyte migration [GO:0072676]; male gonad development [GO:0008584]; mast cell differentiation [GO:0060374]; mesenchymal to epithelial transition [GO:0060231]; mesonephros development [GO:0001823]; negative regulation of cell cycle [GO:0045786]; negative regulation of cell motility [GO:2000146]; negative regulation of cell proliferation [GO:0008285]; negative regulation of cell proliferation involved in mesonephros development [GO:2000607]; negative regulation of DNA demethylation [GO:1901536]; negative regulation of endothelial cell apoptotic process [GO:2000352]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of fibroblast growth factor receptor signaling pathway involved in ureteric bud formation [GO:2000703]; negative regulation of gene expression [GO:0010629]; negative regulation of glial cell-derived neurotrophic factor receptor signaling pathway involved in ureteric bud formation [GO:2000734]; negative regulation of inflammatory response [GO:0050728]; negative regulation of interferon-gamma production [GO:0032689]; negative regulation of interleukin-2 production [GO:0032703]; negative regulation of mammary gland epithelial cell proliferation [GO:0033600]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nephric duct formation [GO:0072179]; nephric duct morphogenesis [GO:0072178]; nervous system development [GO:0007399]; neuron differentiation [GO:0030182]; neuron migration [GO:0001764]; norepinephrine biosynthetic process [GO:0042421]; otic vesicle development [GO:0071599]; parathyroid gland development [GO:0060017]; parathyroid hormone secretion [GO:0035898]; pharyngeal system development [GO:0060037]; phosphatidylinositol 3-kinase signaling [GO:0014065]; positive regulation of cell differentiation [GO:0045597]; positive regulation of cytokine production [GO:0001819]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of gene expression [GO:0010628]; positive regulation of histone H3-K14 acetylation [GO:0071442]; positive regulation of histone H3-K9 acetylation [GO:2000617]; positive regulation of interleukin-13 production [GO:0032736]; positive regulation of interleukin-13 secretion [GO:2000667]; positive regulation of interleukin-4 production [GO:0032753]; positive regulation of interleukin-5 production [GO:0032754]; positive regulation of interleukin-5 secretion [GO:2000664]; positive regulation of protein kinase B signaling [GO:0051897]; positive regulation of signal transduction [GO:0009967]; positive regulation of T cell differentiation [GO:0045582]; positive regulation of T-helper 2 cell cytokine production [GO:2000553]; positive regulation of thyroid hormone generation [GO:2000611]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription regulatory region DNA binding [GO:2000679]; positive regulation of ureteric bud formation [GO:0072107]; post-embryonic development [GO:0009791]; pro-T cell differentiation [GO:0002572]; regulation of CD4-positive, alpha-beta T cell differentiation [GO:0043370]; regulation of cellular response to X-ray [GO:2000683]; regulation of cytokine biosynthetic process [GO:0042035]; regulation of establishment of cell polarity [GO:2000114]; regulation of histone H3-K27 methylation [GO:0061085]; regulation of histone H3-K4 methylation [GO:0051569]; regulation of nephron tubule epithelial cell differentiation [GO:0072182]; regulation of neuron apoptotic process [GO:0043523]; regulation of neuron projection development [GO:0010975]; regulation of transcription by RNA polymerase II [GO:0006357]; renal system development [GO:0072001]; response to estrogen [GO:0043627]; response to ethanol [GO:0045471]; response to gamma radiation [GO:0010332]; response to virus [GO:0009615]; signal transduction [GO:0007165]; sympathetic nervous system development [GO:0048485]; T cell differentiation [GO:0030217]; T cell differentiation in thymus [GO:0033077]; T cell receptor signaling pathway [GO:0050852]; T-helper 2 cell differentiation [GO:0045064]; thymic T cell selection [GO:0045061]; thymus development [GO:0048538]; tissue development [GO:0009888]; TOR signaling [GO:0031929]; type IV hypersensitivity [GO:0001806]; ureteric bud formation [GO:0060676]; ureter maturation [GO:0035799]; uterus development [GO:0060065]; ventricular septum development [GO:0003281]
Q925J9	reviewed	androgen biosynthetic process [GO:0006702]; androgen receptor signaling pathway [GO:0030521]; angiogenesis [GO:0001525]; animal organ morphogenesis [GO:0009887]; animal organ regeneration [GO:0031100]; brain development [GO:0007420]; camera-type eye development [GO:0043010]; cell morphogenesis [GO:0000902]; cellular response to epidermal growth factor stimulus [GO:0071364]; cellular response to hepatocyte growth factor stimulus [GO:0035729]; cellular response to steroid hormone stimulus [GO:0071383]; cellular response to thyroid hormone stimulus [GO:0097067]; embryonic heart tube development [GO:0035050]; embryonic hemopoiesis [GO:0035162]; embryonic hindlimb morphogenesis [GO:0035116]; embryonic placenta development [GO:0001892]; enucleate erythrocyte development [GO:0048822]; epithelial cell proliferation involved in mammary gland duct elongation [GO:0060750]; ERK1 and ERK2 cascade [GO:0070371]; erythrocyte development [GO:0048821]; fat cell differentiation [GO:0045444]; heart development [GO:0007507]; intracellular steroid hormone receptor signaling pathway [GO:0030518]; in utero embryonic development [GO:0001701]; keratinocyte differentiation [GO:0030216]; lactation [GO:0007595]; lens development in camera-type eye [GO:0002088]; liver development [GO:0001889]; mammary gland branching involved in pregnancy [GO:0060745]; mammary gland branching involved in thelarche [GO:0060744]; mammary gland epithelial cell proliferation [GO:0033598]; megakaryocyte development [GO:0035855]; monocyte differentiation [GO:0030224]; mRNA transcription by RNA polymerase II [GO:0042789]; multicellular organism development [GO:0007275]; negative regulation of apoptotic process [GO:0043066]; negative regulation of keratinocyte proliferation [GO:0010839]; negative regulation of neuron differentiation [GO:0045665]; negative regulation of transcription by RNA polymerase II [GO:0000122]; peroxisome proliferator activated receptor signaling pathway [GO:0035357]; positive regulation of cell proliferation [GO:0008284]; positive regulation of erythrocyte differentiation [GO:0045648]; positive regulation of G0 to G1 transition [GO:0070318]; positive regulation of gene expression [GO:0010628]; positive regulation of hepatocyte proliferation [GO:2000347]; positive regulation of interferon-gamma-mediated signaling pathway [GO:0060335]; positive regulation of intracellular estrogen receptor signaling pathway [GO:0033148]; positive regulation of keratinocyte differentiation [GO:0045618]; positive regulation of mammary gland epithelial cell proliferation [GO:0033601]; positive regulation of protein import into nucleus, translocation [GO:0033160]; positive regulation of signaling receptor activity [GO:2000273]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein ubiquitination [GO:0016567]; regulation of RNA biosynthetic process [GO:2001141]; regulation of transcription, DNA-templated [GO:0006355]; regulation of transcription by RNA polymerase I [GO:0006356]; regulation of vitamin D receptor signaling pathway [GO:0070562]; retinal pigment epithelium development [GO:0003406]; thyroid hormone generation [GO:0006590]; thyroid hormone mediated signaling pathway [GO:0002154]; transcription by RNA polymerase II [GO:0006366]; transcription initiation from RNA polymerase II promoter [GO:0006367]; ventricular trabecula myocardium morphogenesis [GO:0003222]
P61202	reviewed	cell proliferation [GO:0008283]; negative regulation of nucleic acid-templated transcription [GO:1903507]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; neuron differentiation [GO:0030182]; protein deneddylation [GO:0000338]; protein phosphorylation [GO:0006468]; skeletal muscle cell differentiation [GO:0035914]
P61216	reviewed	regulation of transcription by RNA polymerase II [GO:0006357]; transcription by RNA polymerase II [GO:0006366]
Q07916	reviewed	negative regulation of transcription by RNA polymerase II [GO:0000122]
Q8BZZ3	reviewed	lung development [GO:0030324]; negative regulation of transcription, DNA-templated [GO:0045892]; positive regulation of protein catabolic process [GO:0045732]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]; T cell differentiation [GO:0030217]; ubiquitin-dependent protein catabolic process [GO:0006511]
Q99M28	reviewed	mRNA splicing, via spliceosome [GO:0000398]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; positive regulation of apoptotic process [GO:0043065]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; RNA splicing [GO:0008380]
P23950	reviewed	3'-UTR-mediated mRNA destabilization [GO:0061158]; apoptotic process [GO:0006915]; cell proliferation [GO:0008283]; cellular response to cAMP [GO:0071320]; cellular response to epidermal growth factor stimulus [GO:0071364]; cellular response to fibroblast growth factor stimulus [GO:0044344]; cellular response to glucocorticoid stimulus [GO:0071385]; cellular response to hypoxia [GO:0071456]; cellular response to insulin stimulus [GO:0032869]; cellular response to peptide hormone stimulus [GO:0071375]; cellular response to raffinose [GO:0097403]; cellular response to salt stress [GO:0071472]; cellular response to transforming growth factor beta stimulus [GO:0071560]; cellular response to tumor necrosis factor [GO:0071356]; chorio-allantoic fusion [GO:0060710]; embryonic organ development [GO:0048568]; ERK1 and ERK2 cascade [GO:0070371]; heart development [GO:0007507]; MAPK cascade [GO:0000165]; mesendoderm development [GO:0048382]; mRNA catabolic process [GO:0006402]; mRNA processing [GO:0006397]; mRNA transport [GO:0051028]; multicellular organism growth [GO:0035264]; negative regulation of erythrocyte differentiation [GO:0045647]; negative regulation of mitotic cell cycle phase transition [GO:1901991]; neural tube development [GO:0021915]; nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:0000288]; nuclear-transcribed mRNA catabolic process, deadenylation-independent decay [GO:0031086]; p38MAPK cascade [GO:0038066]; phosphatidylinositol 3-kinase signaling [GO:0014065]; positive regulation of fat cell differentiation [GO:0045600]; positive regulation of intracellular mRNA localization [GO:1904582]; positive regulation of monocyte differentiation [GO:0045657]; positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900153]; proepicardium development [GO:0003342]; protein kinase B signaling [GO:0043491]; regulation of B cell differentiation [GO:0045577]; regulation of gene expression [GO:0010468]; regulation of keratinocyte apoptotic process [GO:1902172]; regulation of keratinocyte differentiation [GO:0045616]; regulation of keratinocyte proliferation [GO:0010837]; regulation of mRNA 3'-end processing [GO:0031440]; regulation of mRNA stability [GO:0043488]; regulation of myoblast differentiation [GO:0045661]; regulation of stem cell proliferation [GO:0072091]; regulation of translation [GO:0006417]; response to wounding [GO:0009611]; spongiotrophoblast layer development [GO:0060712]; T cell differentiation in thymus [GO:0033077]; vasculogenesis [GO:0001570]
Q9Z1X9	reviewed	DNA replication initiation [GO:0006270]; double-strand break repair via break-induced replication [GO:0000727]; mitotic DNA replication preinitiation complex assembly [GO:1902977]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; pre-replicative complex assembly involved in nuclear cell cycle DNA replication [GO:0006267]; regulation of chromatin silencing at telomere [GO:0031938]
Q9CXE0	reviewed	cellular response to leukemia inhibitory factor [GO:1990830]; histone deacetylation [GO:0016575]; histone H3-K9 methylation [GO:0051567]; mitotic cell cycle [GO:0000278]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]
P25799	reviewed	apoptotic process [GO:0006915]; cellular response to angiotensin [GO:1904385]; cellular response to brain-derived neurotrophic factor stimulus [GO:1990416]; cellular response to carbohydrate stimulus [GO:0071322]; cellular response to cytokine stimulus [GO:0071345]; cellular response to diterpene [GO:1904630]; cellular response to dsRNA [GO:0071359]; cellular response to glucoside [GO:1904632]; cellular response to interleukin-1 [GO:0071347]; cellular response to interleukin-6 [GO:0071354]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to mechanical stimulus [GO:0071260]; cellular response to nicotine [GO:0071316]; cellular response to organic cyclic compound [GO:0071407]; cellular response to peptide [GO:1901653]; cellular response to tumor necrosis factor [GO:0071356]; lymph node development [GO:0048535]; negative regulation of apoptotic process [GO:0043066]; negative regulation of calcidiol 1-monooxygenase activity [GO:0010956]; negative regulation of cytokine production [GO:0001818]; negative regulation of gene expression [GO:0010629]; negative regulation of inflammatory response [GO:0050728]; negative regulation of interleukin-12 biosynthetic process [GO:0045083]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of gene expression [GO:0010628]; positive regulation of gene silencing by miRNA [GO:2000637]; positive regulation of hyaluronan biosynthetic process [GO:1900127]; positive regulation of miRNA metabolic process [GO:2000630]; positive regulation of pri-miRNA transcription by RNA polymerase II [GO:1902895]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; response to muscle stretch [GO:0035994]; response to organic cyclic compound [GO:0014070]; response to oxidative stress [GO:0006979]; signal transduction [GO:0007165]
Q04863	reviewed	antigen processing and presentation [GO:0019882]; cellular response to osmotic stress [GO:0071470]; circadian regulation of gene expression [GO:0032922]; I-kappaB kinase/NF-kappaB signaling [GO:0007249]; inflammatory response [GO:0006954]; lymphocyte differentiation [GO:0030098]; myeloid dendritic cell differentiation [GO:0043011]; negative regulation of interferon-beta production [GO:0032688]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; NIK/NF-kappaB signaling [GO:0038061]; positive regulation of gene expression [GO:0010628]; positive regulation of transcription by RNA polymerase II [GO:0045944]; response to cytokine [GO:0034097]; T-helper 1 cell differentiation [GO:0045063]; T-helper 1 type immune response [GO:0042088]
Q8C5D8	reviewed	androgen receptor signaling pathway [GO:0030521]; negative regulation of androgen receptor signaling pathway [GO:0060766]; negative regulation of DNA-binding transcription factor activity [GO:0043433]; positive regulation of dendrite morphogenesis [GO:0050775]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein sumoylation [GO:0016925]; regulation of androgen receptor signaling pathway [GO:0060765]; regulation of osteoblast differentiation [GO:0045667]; regulation of transcription, DNA-templated [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]; transcription, DNA-templated [GO:0006351]
Q8CE64	reviewed	
Q9WTK5	reviewed	aging [GO:0007568]; extracellular matrix organization [GO:0030198]; follicular dendritic cell differentiation [GO:0002268]; germinal center formation [GO:0002467]; lymph node development [GO:0048535]; NIK/NF-kappaB signaling [GO:0038061]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription, DNA-templated [GO:0006355]; response to cytokine [GO:0034097]; response to lipopolysaccharide [GO:0032496]; rhythmic process [GO:0048511]; spleen development [GO:0048536]
P25976	reviewed	cellular response to leukemia inhibitory factor [GO:1990830]; chromatin silencing at rDNA [GO:0000183]; positive regulation of transcription by RNA polymerase I [GO:0045943]; transcription by RNA polymerase I [GO:0006360]; transcription elongation from RNA polymerase I promoter [GO:0006362]
Q8K202	reviewed	RNA polymerase I preinitiation complex assembly [GO:0001188]
P26450	reviewed	B cell differentiation [GO:0030183]; cellular glucose homeostasis [GO:0001678]; cellular response to insulin stimulus [GO:0032869]; cellular response to UV [GO:0034644]; extrinsic apoptotic signaling pathway via death domain receptors [GO:0008625]; glucose metabolic process [GO:0006006]; growth hormone receptor signaling pathway [GO:0060396]; insulin-like growth factor receptor signaling pathway [GO:0048009]; insulin receptor signaling pathway [GO:0008286]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; negative regulation of apoptotic process [GO:0043066]; negative regulation of blood pressure [GO:0045776]; negative regulation of cell adhesion [GO:0007162]; negative regulation of cell-cell adhesion [GO:0022408]; negative regulation of cell-matrix adhesion [GO:0001953]; negative regulation of heart rate [GO:0010459]; negative regulation of muscle cell apoptotic process [GO:0010656]; negative regulation of osteoclast differentiation [GO:0045671]; negative regulation of proteolysis [GO:0045861]; negative regulation of smooth muscle cell proliferation [GO:0048662]; phosphatidylinositol 3-kinase signaling [GO:0014065]; phosphatidylinositol phosphorylation [GO:0046854]; positive regulation of cell migration [GO:0030335]; positive regulation of endoplasmic reticulum unfolded protein response [GO:1900103]; positive regulation of gene expression [GO:0010628]; positive regulation of glucose import in response to insulin stimulus [GO:2001275]; positive regulation of myoblast differentiation [GO:0045663]; positive regulation of protein import into nucleus [GO:0042307]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of RNA splicing [GO:0033120]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of tumor necrosis factor production [GO:0032760]; protein import into nucleus [GO:0006606]; protein phosphorylation [GO:0006468]; protein stabilization [GO:0050821]; regulation of insulin receptor signaling pathway [GO:0046626]; regulation of phosphatidylinositol 3-kinase activity [GO:0043551]; regulation of protein localization to plasma membrane [GO:1903076]; regulation of stress fiber assembly [GO:0051492]; response to cAMP [GO:0051591]; response to endoplasmic reticulum stress [GO:0034976]; response to glucocorticoid [GO:0051384]; response to insulin [GO:0032868]
P27048	reviewed	mRNA splicing, via spliceosome [GO:0000398]; protein methylation [GO:0006479]; spliceosomal snRNP assembly [GO:0000387]
P97801	reviewed	axonogenesis [GO:0007409]; DNA-templated transcription, termination [GO:0006353]; microtubule depolymerization [GO:0007019]; positive regulation of RNA splicing [GO:0033120]; regulation of neuron projection development [GO:0010975]; spliceosomal snRNP assembly [GO:0000387]
P27577	reviewed	angiogenesis involved in wound healing [GO:0060055]; cell differentiation [GO:0030154]; cell motility [GO:0048870]; cellular response to hydrogen peroxide [GO:0070301]; estrous cycle [GO:0044849]; female pregnancy [GO:0007565]; hypothalamus development [GO:0021854]; immune system process [GO:0002376]; negative regulation of cell cycle [GO:0045786]; negative regulation of inflammatory response [GO:0050728]; pituitary gland development [GO:0021983]; PML body organization [GO:0030578]; positive regulation of angiogenesis [GO:0045766]; positive regulation of blood vessel endothelial cell migration [GO:0043536]; positive regulation of cell migration [GO:0030335]; positive regulation of cell proliferation [GO:0008284]; positive regulation of cellular component movement [GO:0051272]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of erythrocyte differentiation [GO:0045648]; positive regulation of gene expression [GO:0010628]; positive regulation of inflammatory response [GO:0050729]; positive regulation of leukocyte adhesion to vascular endothelial cell [GO:1904996]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; pri-miRNA transcription by RNA polymerase II [GO:0061614]; regulation of angiogenesis [GO:0045765]; regulation of apoptotic process [GO:0042981]; regulation of extracellular matrix disassembly [GO:0010715]; regulation of transcription by RNA polymerase II [GO:0006357]; response to antibiotic [GO:0046677]; response to estradiol [GO:0032355]; response to hypoxia [GO:0001666]; response to interleukin-1 [GO:0070555]; response to laminar fluid shear stress [GO:0034616]; response to mechanical stimulus [GO:0009612]; transcription by RNA polymerase II [GO:0006366]
P27782	reviewed	alpha-beta T cell differentiation [GO:0046632]; anatomical structure regression [GO:0060033]; apoptotic process involved in blood vessel morphogenesis [GO:1902262]; apoptotic process involved in morphogenesis [GO:0060561]; B cell proliferation [GO:0042100]; BMP signaling pathway [GO:0030509]; branching involved in blood vessel morphogenesis [GO:0001569]; canonical Wnt signaling pathway [GO:0060070]; cell chemotaxis [GO:0060326]; cell development [GO:0048468]; cellular response to cytokine stimulus [GO:0071345]; cellular response to interleukin-4 [GO:0071353]; chorio-allantoic fusion [GO:0060710]; dentate gyrus development [GO:0021542]; embryonic limb morphogenesis [GO:0030326]; epithelial to mesenchymal transition [GO:0001837]; eye pigmentation [GO:0048069]; face morphogenesis [GO:0060325]; forebrain neuroblast division [GO:0021873]; forebrain radial glial cell differentiation [GO:0021861]; formation of radial glial scaffolds [GO:0021943]; hippocampus development [GO:0021766]; histone H3 acetylation [GO:0043966]; histone H4 acetylation [GO:0043967]; mammary gland development [GO:0030879]; negative regulation of apoptotic process [GO:0043066]; negative regulation of apoptotic process in bone marrow [GO:0071866]; negative regulation of cell-cell adhesion [GO:0022408]; negative regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0043154]; negative regulation of DNA binding [GO:0043392]; negative regulation of estrogen receptor binding [GO:0071899]; negative regulation of interleukin-13 production [GO:0032696]; negative regulation of interleukin-4 production [GO:0032713]; negative regulation of interleukin-5 production [GO:0032714]; negative regulation of striated muscle tissue development [GO:0045843]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; neutrophil differentiation [GO:0030223]; odontoblast differentiation [GO:0071895]; odontogenesis of dentin-containing tooth [GO:0042475]; osteoblast differentiation [GO:0001649]; paraxial mesoderm formation [GO:0048341]; positive regulation by host of viral transcription [GO:0043923]; positive regulation of cell-cell adhesion [GO:0022409]; positive regulation of cell cycle process [GO:0090068]; positive regulation of cell growth [GO:0030307]; positive regulation of cell migration [GO:0030335]; positive regulation of cell proliferation [GO:0008284]; positive regulation of cell proliferation in bone marrow [GO:0071864]; positive regulation of epithelial to mesenchymal transition [GO:0010718]; positive regulation of gene expression [GO:0010628]; positive regulation of granulocyte differentiation [GO:0030854]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of cell-cell adhesion [GO:0022407]; regulation of transcription, DNA-templated [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]; regulation of Wnt signaling pathway [GO:0030111]; secondary palate development [GO:0062009]; sensory perception of taste [GO:0050909]; somitogenesis [GO:0001756]; sprouting angiogenesis [GO:0002040]; T cell receptor V(D)J recombination [GO:0033153]; T-helper 1 cell differentiation [GO:0045063]; tongue development [GO:0043586]; trachea gland development [GO:0061153]; transcription by RNA polymerase II [GO:0006366]; vasculature development [GO:0001944]
Q9JM05	reviewed	JAK-STAT cascade [GO:0007259]; multicellular organism development [GO:0007275]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of tumor necrosis factor-mediated signaling pathway [GO:0010804]; positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage [GO:1902231]; positive regulation of keratinocyte apoptotic process [GO:1902174]; positive regulation of protein sumoylation [GO:0033235]; protein sumoylation [GO:0016925]; viral process [GO:0016032]; Wnt signaling pathway [GO:0016055]
P50538	reviewed	negative regulation of transcription by RNA polymerase II [GO:0000122]
