Entry	Status	Gene ontology (biological process)
P50108	reviewed	cell budding [GO:0007114]; cell wall mannoprotein biosynthetic process [GO:0000032]; division septum assembly [GO:0000917]; protein N-linked glycosylation [GO:0006487]
P53057	reviewed	fungal-type cell wall organization [GO:0031505]; protein catabolic process [GO:0030163]; proteolysis [GO:0006508]
Q01590	reviewed	ER to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]; intra-Golgi vesicle-mediated transport [GO:0006891]; vesicle docking [GO:0048278]; vesicle fusion [GO:0006906]; vesicle fusion with Golgi apparatus [GO:0048280]
Q04396	reviewed	phospholipid metabolic process [GO:0006644]
Q06686	reviewed	copper ion import [GO:0015677]
Q12177	reviewed	
P23594	reviewed	actin filament organization [GO:0007015]; budding cell bud growth [GO:0007117]; G1/S transition of mitotic cell cycle [GO:0000082]; mitotic spindle assembly checkpoint [GO:0007094]; peptidyl-serine dephosphorylation [GO:0070262]; positive regulation of autophagosome assembly [GO:2000786]; protein dephosphorylation [GO:0006470]; regulation of translation [GO:0006417]
P38902	reviewed	termination of RNA polymerase II transcription [GO:0006369]; transcription, RNA-templated [GO:0001172]; transcription by RNA polymerase II [GO:0006366]
P16387	reviewed	acetyl-CoA biosynthetic process from pyruvate [GO:0006086]; glycolytic process [GO:0006096]; pseudohyphal growth [GO:0007124]
P32343	reviewed	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043328]; vesicle-mediated transport [GO:0016192]
Q08913	reviewed	fluoride transmembrane transport [GO:1903424]
P16547	reviewed	
P32266	reviewed	membrane fusion [GO:0061025]; mitochondrial fusion [GO:0008053]; mitochondrial genome maintenance [GO:0000002]; mitochondrial membrane organization [GO:0007006]; mitochondrion inheritance [GO:0000001]; mitochondrion organization [GO:0007005]
P35736	reviewed	eisosome assembly [GO:0070941]
P38889	reviewed	cellular response to heat [GO:0034605]; positive regulation of transcription from RNA polymerase II promoter in response to heat stress [GO:0061408]; regulation of cell size [GO:0008361]; regulation of endoplasmic reticulum unfolded protein response [GO:1900101]; regulation of transcription from RNA polymerase II promoter in response to oxidative stress [GO:0043619]; response to osmotic stress [GO:0006970]; response to singlet oxygen [GO:0000304]; transcription, DNA-templated [GO:0006351]
P40352	reviewed	histone H2A-H2B dimer displacement [GO:0001208]; nucleotide-excision repair [GO:0006289]; regulation of transcription from RNA polymerase II promoter in response to UV-induced DNA damage [GO:0010767]; transcription-coupled nucleotide-excision repair [GO:0006283]
P46671	reviewed	re-entry into mitotic cell cycle after pheromone arrest [GO:0000321]
P47061	reviewed	cellular sphingolipid homeostasis [GO:0090156]; Golgi to vacuole transport [GO:0006896]; protein transport [GO:0015031]; retrograde transport, endosome to Golgi [GO:0042147]
P47083	reviewed	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000480]; endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000447]; endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000472]; rRNA methylation [GO:0031167]
P53104	reviewed	autophagosome assembly [GO:0000045]; autophagy [GO:0006914]; autophagy of mitochondrion [GO:0000422]; late nucleophagy [GO:0044805]; piecemeal microautophagy of the nucleus [GO:0034727]; protein autophosphorylation [GO:0046777]; protein localization by the Cvt pathway [GO:0032258]; protein phosphorylation [GO:0006468]; protein transport [GO:0015031]; regulation of autophagy [GO:0010506]; reticulophagy [GO:0061709]
P53730	reviewed	dolichol-linked oligosaccharide biosynthetic process [GO:0006488]; protein glycosylation [GO:0006486]; protein N-linked glycosylation [GO:0006487]
Q02796	reviewed	histone methylation [GO:0016571]; histone ubiquitination [GO:0016574]; premeiotic DNA replication [GO:0006279]; protein monoubiquitination [GO:0006513]
Q05543	reviewed	DNA damage response, detection of DNA damage [GO:0042769]; mRNA 3'-end processing [GO:0031124]; negative regulation of transposition, RNA-mediated [GO:0010526]
P16521	reviewed	negative regulation of protein kinase activity [GO:0006469]; negative regulation of protein phosphorylation [GO:0001933]; translational elongation [GO:0006414]; translational termination [GO:0006415]
Q08729	reviewed	cell cycle [GO:0007049]
Q02336	reviewed	chromatin organization [GO:0006325]; chromatin remodeling [GO:0006338]; chromatin silencing at rDNA [GO:0000183]; chromatin silencing at telomere [GO:0006348]; histone acetylation [GO:0016573]; positive regulation of histone acetylation [GO:0035066]; regulation of transcription by RNA polymerase II [GO:0006357]; replication-born double-strand break repair via sister chromatid exchange [GO:1990414]
Q12379	reviewed	anaphase-promoting complex assembly [GO:1904824]; ascospore wall assembly [GO:0030476]; cell division [GO:0051301]; protein ubiquitination [GO:0016567]; regulation of mitotic metaphase/anaphase transition [GO:0030071]
P16523	reviewed	positive regulation of mRNA splicing, via spliceosome [GO:0048026]; reciprocal meiotic recombination [GO:0007131]
P35719	reviewed	
P50082	reviewed	ascospore formation [GO:0030437]; ascospore wall assembly [GO:0030476]; cell division [GO:0051301]; meiosis I [GO:0007127]; meiotic chromosome segregation [GO:0045132]; meiotic DNA integrity checkpoint [GO:0044778]; positive regulation of anaphase-promoting complex-dependent catabolic process [GO:1905786]; positive regulation of protein catabolic process [GO:0045732]; positive regulation of ubiquitin protein ligase activity [GO:1904668]; proteolysis [GO:0006508]; synaptonemal complex assembly [GO:0007130]
P36126	reviewed	ascospore-type prospore assembly [GO:0031321]; cell morphogenesis involved in conjugation with cellular fusion [GO:0000753]; cell motility [GO:0048870]; exocytosis [GO:0006887]; inositol lipid-mediated signaling [GO:0048017]; lipid catabolic process [GO:0016042]; phosphatidic acid biosynthetic process [GO:0006654]; phospholipid metabolic process [GO:0006644]
P16550	reviewed	DNA metabolic process [GO:0006259]; nucleic acid phosphodiester bond hydrolysis [GO:0090305]; nucleoside catabolic process [GO:0009164]; nucleotide biosynthetic process [GO:0009165]
P38125	reviewed	amine transport [GO:0015837]; ascospore wall assembly [GO:0030476]; drug transmembrane transport [GO:0006855]; transmembrane transport [GO:0055085]
P38228	reviewed	chaperone-mediated protein complex assembly [GO:0051131]; mitochondrial respiratory chain complex II assembly [GO:0034553]
P39709	reviewed	transmembrane transport [GO:0055085]; transport [GO:0006810]
P41930	reviewed	sulfite transport [GO:0000316]
P38786	reviewed	intronic box C/D snoRNA processing [GO:0034965]; nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay [GO:0000294]; rRNA processing [GO:0006364]; tRNA processing [GO:0008033]
P40045	reviewed	negative regulation of actin filament polymerization [GO:0030837]
P36015	reviewed	ER to Golgi vesicle-mediated transport [GO:0006888]; intra-Golgi vesicle-mediated transport [GO:0006891]; vacuole fusion, non-autophagic [GO:0042144]; vesicle fusion [GO:0006906]
Q12403	reviewed	ER to Golgi vesicle-mediated transport [GO:0006888]; Golgi organization [GO:0007030]; intracellular protein transport [GO:0006886]; protein retention in ER lumen [GO:0006621]; vesicle-mediated transport [GO:0016192]
P16658	reviewed	mRNA cleavage involved in mRNA processing [GO:0098787]; tRNA-type intron splice site recognition and cleavage [GO:0000379]
Q06538	reviewed	cation transport [GO:0006812]
Q12372	reviewed	amino acid transport [GO:0006865]; S-methylmethionine transport [GO:0015806]
Q12424	reviewed	ion transport [GO:0006811]; transmembrane transport [GO:0055085]
P16861	reviewed	canonical glycolysis [GO:0061621]; fructose 1,6-bisphosphate metabolic process [GO:0030388]; fructose 6-phosphate metabolic process [GO:0006002]; glucose catabolic process [GO:0006007]; glycolytic process [GO:0006096]; protein complex oligomerization [GO:0051259]; proton transmembrane transport [GO:1902600]; regulation of intracellular pH [GO:0051453]; vacuolar acidification [GO:0007035]
P16862	reviewed	canonical glycolysis [GO:0061621]; fructose 1,6-bisphosphate metabolic process [GO:0030388]; fructose 6-phosphate metabolic process [GO:0006002]; glucose catabolic process [GO:0006007]; glycolytic process [GO:0006096]; protein complex oligomerization [GO:0051259]; proton transmembrane transport [GO:1902600]; regulation of intracellular pH [GO:0051453]; vacuolar acidification [GO:0007035]; vacuolar proton-transporting V-type ATPase complex assembly [GO:0070072]
P38860	reviewed	cytoplasmic translation [GO:0002181]
P40442	reviewed	signal transduction [GO:0007165]
P53171	reviewed	
Q03323	reviewed	chromatin silencing at telomere [GO:0006348]; histone H3-K4 methylation [GO:0051568]
P16965	reviewed	cellular response to desiccation [GO:0071465]
P17064	reviewed	cytidine transport [GO:0015861]; cytosine transport [GO:0015856]; purine-containing compound transmembrane transport [GO:0072530]
P40075	reviewed	chromatin silencing at telomere [GO:0006348]; endoplasmic reticulum inheritance [GO:0048309]; endoplasmic reticulum membrane organization [GO:0090158]; endoplasmic reticulum polarization [GO:0061163]; negative regulation of protein import into nucleus [GO:0042308]; phospholipid biosynthetic process [GO:0008654]; regulation of intracellular lipid transport [GO:0032377]; regulation of phosphatidylinositol dephosphorylation [GO:0060304]
P32389	reviewed	cysteine biosynthetic process [GO:0019344]; methionine biosynthetic process [GO:0009086]; positive regulation of transcription by RNA polymerase II [GO:0045944]; response to arsenic-containing substance [GO:0046685]; response to cadmium ion [GO:0046686]; sulfur amino acid metabolic process [GO:0000096]
P53549	reviewed	nucleotide-excision repair [GO:0006289]; positive regulation of RNA polymerase II transcriptional preinitiation complex assembly [GO:0045899]; positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]; proteasome regulatory particle assembly [GO:0070682]; ubiquitin-dependent ERAD pathway [GO:0030433]
P17076	reviewed	cytoplasmic translation [GO:0002181]; maturation of LSU-rRNA [GO:0000470]; translation [GO:0006412]
P17106	reviewed	chromatin remodeling [GO:0006338]; chromosome segregation [GO:0007059]; negative regulation of ceramide biosynthetic process by negative regulation of transcription from RNA Polymerase II promoter [GO:0061427]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of inositol biosynthetic process by positive regulation of transcription from RNA polymerase II promoter [GO:1900375]; positive regulation of sulfate assimilation by positive regulation of transcription from RNA polymerase II promoter [GO:1900478]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription from RNA polymerase II promoter in response to methionine [GO:0061432]
P46679	reviewed	
P47175	reviewed	cellular response to heat [GO:0034605]; positive regulation of transcription from RNA polymerase II promoter in response to heat stress [GO:0061408]; pseudohyphal growth [GO:0007124]
Q03673	reviewed	
Q12084	reviewed	CTP salvage [GO:0044211]; UMP salvage [GO:0044206]
Q12261	reviewed	
Q02260	reviewed	mRNA splicing, via spliceosome [GO:0000398]; spliceosomal snRNP assembly [GO:0000387]
P23595	reviewed	actin filament organization [GO:0007015]; budding cell bud growth [GO:0007117]; G1/S transition of mitotic cell cycle [GO:0000082]; mitotic spindle assembly checkpoint [GO:0007094]; negative regulation of ribonucleoprotein complex localization [GO:2000198]; peptidyl-serine dephosphorylation [GO:0070262]; positive regulation of autophagosome assembly [GO:2000786]; protein dephosphorylation [GO:0006470]; regulation of translation [GO:0006417]
P36150	reviewed	methionine biosynthetic process [GO:0009086]; oxidation-reduction process [GO:0055114]; siroheme biosynthetic process [GO:0019354]; sulfate assimilation [GO:0000103]
P53886	reviewed	anaphase-promoting complex-dependent catabolic process [GO:0031145]; cell division [GO:0051301]; exit from mitosis [GO:0010458]; metaphase/anaphase transition of mitotic cell cycle [GO:0007091]; protein K11-linked ubiquitination [GO:0070979]; protein ubiquitination [GO:0016567]
Q12123	reviewed	cellular response to nutrient [GO:0031670]; cellular response to starvation [GO:0009267]; deadenylation-dependent decapping of nuclear-transcribed mRNA [GO:0000290]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; regulation of cell aging [GO:0090342]; response to heat [GO:0009408]; response to nutrient [GO:0007584]; response to osmotic stress [GO:0006970]; response to oxidative stress [GO:0006979]
P17157	reviewed	cellular response to DNA damage stimulus [GO:0006974]; negative regulation of calcium-mediated signaling [GO:0050849]; negative regulation of DNA-binding transcription factor activity [GO:0043433]; negative regulation of glycogen biosynthetic process [GO:0045719]; negative regulation of macroautophagy [GO:0016242]; negative regulation of phosphate metabolic process [GO:0045936]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of macroautophagy [GO:0016239]; positive regulation of phospholipid biosynthetic process [GO:0071073]; protein phosphorylation [GO:0006468]; regulation of establishment or maintenance of cell polarity [GO:0032878]; regulation of protein localization [GO:0032880]; regulation of protein stability [GO:0031647]; regulation of transcription involved in G1/S transition of mitotic cell cycle [GO:0000083]
P17442	reviewed	lipid metabolic process [GO:0006629]; phosphate-containing compound metabolic process [GO:0006796]
P20052	reviewed	cellular metal ion homeostasis [GO:0006875]; negative regulation of calcium-mediated signaling [GO:0050849]; negative regulation of macroautophagy [GO:0016242]; negative regulation of phosphate metabolic process [GO:0045936]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0000079]; regulation of protein localization [GO:0032880]; vacuole fusion, non-autophagic [GO:0042144]
P25389	reviewed	budding cell bud growth [GO:0007117]; intracellular signal transduction [GO:0035556]; morphogenesis checkpoint [GO:0044879]; protein phosphorylation [GO:0006468]; regulation of cell shape [GO:0008360]; septin ring assembly [GO:0000921]
P27472	reviewed	glycogen biosynthetic process [GO:0005978]; response to glucose [GO:0009749]; response to sucrose [GO:0009744]
P27515	reviewed	CTP salvage [GO:0044211]; pyrimidine-containing compound salvage [GO:0008655]; UMP salvage [GO:0044206]
P35190	reviewed	positive regulation of macroautophagy [GO:0016239]
P39081	reviewed	mRNA polyadenylation [GO:0006378]; pre-mRNA cleavage required for polyadenylation [GO:0098789]; termination of RNA polymerase II transcription [GO:0006369]
P40164	reviewed	cellular response to DNA damage stimulus [GO:0006974]; negative regulation of DNA damage checkpoint [GO:2000002]; negative regulation of glucose mediated signaling pathway [GO:1902660]; positive regulation of double-strand break repair via nonhomologous end joining [GO:2001034]; protein dephosphorylation [GO:0006470]; signal transduction involved in meiotic recombination checkpoint [GO:0072462]
Q03338	reviewed	mRNA splicing, via spliceosome [GO:0000398]
Q08904	reviewed	response to xenobiotic stimulus [GO:0009410]; transcription, DNA-templated [GO:0006351]
Q08966	reviewed	glycogen metabolic process [GO:0005977]; negative regulation of glycogen biosynthetic process [GO:0045719]
Q12477	reviewed	cell division [GO:0051301]; regulation of establishment or maintenance of cell polarity [GO:0032878]; regulation of transcription involved in G1/S transition of mitotic cell cycle [GO:0000083]
P17214	reviewed	G-quadruplex DNA formation [GO:0071919]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; regulation of RNA stability [GO:0043487]; regulation of telomere maintenance via telomerase [GO:0032210]; telomere maintenance [GO:0000723]; telomere maintenance via telomerase [GO:0007004]
P35210	reviewed	cellular response to cold [GO:0070417]; chromatin silencing at silent mating-type cassette [GO:0030466]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of unsaturated fatty acid biosynthetic process by positive regulation of transcription from RNA polymerase II promoter [GO:0036083]
P53288	reviewed	
P17260	reviewed	fungal-type cell wall organization [GO:0031505]
P17261	reviewed	L-cystine transport [GO:0015811]; transmembrane transport [GO:0055085]
P25594	reviewed	basic amino acid transport [GO:0015802]; transmembrane transport [GO:0055085]
P17423	reviewed	homoserine metabolic process [GO:0009092]; isoleucine metabolic process [GO:0006549]; methionine metabolic process [GO:0006555]; threonine biosynthetic process [GO:0009088]
P54861	reviewed	chronological cell aging [GO:0001300]; dynamin family protein polymerization involved in mitochondrial fission [GO:0003374]; macroautophagy [GO:0016236]; membrane fusion [GO:0061025]; membrane organization [GO:0061024]; mitochondrial fission [GO:0000266]; mitochondrion inheritance [GO:0000001]; mitochondrion organization [GO:0007005]; peroxisome fission [GO:0016559]; peroxisome organization [GO:0007031]; protein homooligomerization [GO:0051260]; vesicle organization [GO:0016050]
P40992	reviewed	nucleolar large rRNA transcription by RNA polymerase I [GO:0042790]; transcription initiation from RNA polymerase I promoter [GO:0006361]
P33204	reviewed	actin cortical patch assembly [GO:0000147]; actin filament polymerization [GO:0030041]; Arp2/3 complex-mediated actin nucleation [GO:0034314]; mitochondrion inheritance [GO:0000001]
P38793	reviewed	mitochondrial tRNA methylation [GO:0070901]; tRNA methylation [GO:0030488]; tRNA modification [GO:0006400]; tRNA N1-guanine methylation [GO:0002939]
P46680	reviewed	actin filament depolymerization [GO:0030042]; barbed-end actin filament capping [GO:0051016]; negative regulation of cytokinesis [GO:0032466]; positive regulation of actin filament depolymerization [GO:0030836]; response to osmotic stress [GO:0006970]
P53250	reviewed	actin cortical patch organization [GO:0044396]; actin filament depolymerization [GO:0030042]; actin filament organization [GO:0007015]; actin filament severing [GO:0051014]; barbed-end actin filament capping [GO:0051016]; positive regulation of actin filament depolymerization [GO:0030836]; sequestering of actin monomers [GO:0042989]
Q05933	reviewed	actin filament organization [GO:0007015]; Arp2/3 complex-mediated actin nucleation [GO:0034314]; establishment of mitochondrion localization [GO:0051654]; mitochondrion inheritance [GO:0000001]
P34218	reviewed	chromatin silencing at silent mating-type cassette [GO:0030466]; chromatin silencing at telomere [GO:0006348]; covalent chromatin modification [GO:0016569]; histone acetylation [GO:0016573]; negative regulation of transcription, DNA-templated [GO:0045892]; positive regulation of transcription by RNA polymerase II [GO:0045944]
Q06411	reviewed	generation of catalytic spliceosome for first transesterification step [GO:0000349]; negative regulation of DNA ligase activity [GO:1904876]; negative regulation of double-strand break repair via nonhomologous end joining [GO:2001033]; negative regulation of protein binding [GO:0032091]; negative regulation of protein complex assembly [GO:0031333]; spliceosomal complex disassembly [GO:0000390]
P17629	reviewed	DNA recombination [GO:0006310]; mRNA 3'-end processing [GO:0031124]; mRNA export from nucleus [GO:0006406]; positive regulation of transcription by RNA polymerase I [GO:0045943]; positive regulation of transcription elongation from RNA polymerase I promoter [GO:2001209]; transcription-coupled nucleotide-excision repair [GO:0006283]; transcription elongation from RNA polymerase II promoter [GO:0006368]
P17695	reviewed	cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599]; glutathione metabolic process [GO:0006749]
P38224	reviewed	cell morphogenesis involved in conjugation with cellular fusion [GO:0000753]; cytogamy [GO:0000755]; plasma membrane fusion involved in cytogamy [GO:0032220]
P40360	reviewed	arginine biosynthetic process [GO:0006526]; ornithine biosynthetic process [GO:0006592]; phosphorylation [GO:0016310]
Q04409	reviewed	cellular glucose homeostasis [GO:0001678]; glycolytic process [GO:0006096]; sporulation resulting in formation of a cellular spore [GO:0030435]
P17883	reviewed	defense response to virus [GO:0051607]; nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay [GO:0070478]; nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5' [GO:0034427]; nuclear-transcribed mRNA catabolic process, non-stop decay [GO:0070481]
P38792	reviewed	CUT catabolic process [GO:0071034]; exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay [GO:0043928]; exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000467]; nonfunctional rRNA decay [GO:0070651]; nuclear polyadenylation-dependent mRNA catabolic process [GO:0071042]; nuclear polyadenylation-dependent rRNA catabolic process [GO:0071035]; nuclear polyadenylation-dependent tRNA catabolic process [GO:0071038]; nuclear retention of pre-mRNA with aberrant 3'-ends at the site of transcription [GO:0071049]; nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay [GO:0070478]; nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5' [GO:0034427]; nuclear-transcribed mRNA catabolic process, non-stop decay [GO:0070481]; polyadenylation-dependent snoRNA 3'-end processing [GO:0071051]; U4 snRNA 3'-end processing [GO:0034475]
P17891	reviewed	clathrin coat assembly [GO:0048268]; clathrin-dependent endocytosis [GO:0072583]; endocytosis [GO:0006897]; intracellular protein transport [GO:0006886]; positive regulation of endocytosis [GO:0045807]; protein trimerization [GO:0070206]
P40917	reviewed	hyperosmotic response [GO:0006972]; hyperosmotic salinity response [GO:0042538]; regulation of transcription by RNA polymerase II [GO:0006357]; response to drug [GO:0042493]
P38819	reviewed	ER to Golgi vesicle-mediated transport [GO:0006888]; Golgi organization [GO:0007030]; intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192]
P40351	reviewed	oligosaccharide-lipid intermediate biosynthetic process [GO:0006490]; protein N-linked glycosylation [GO:0006487]
P40104	reviewed	
P18238	reviewed	anaerobic respiration [GO:0009061]; heme transport [GO:0015886]; transmembrane transport [GO:0055085]
P38702	reviewed	coenzyme A transport [GO:0015880]
P18239	reviewed	ADP transport [GO:0015866]; aerobic respiration [GO:0009060]; anaerobic respiration [GO:0009061]; apoptotic process [GO:0006915]; ATP transport [GO:0015867]; heme transport [GO:0015886]; mitochondrial transport [GO:0006839]; transmembrane transport [GO:0055085]
P22214	reviewed	ER to Golgi vesicle-mediated transport [GO:0006888]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to ER [GO:0006890]; vesicle fusion [GO:0006906]; vesicle fusion with endoplasmic reticulum [GO:0048279]; vesicle fusion with Golgi apparatus [GO:0048280]
P18409	reviewed	establishment of mitochondrion localization [GO:0051654]; mitochondrial genome maintenance [GO:0000002]; mitochondrial outer membrane translocase complex assembly [GO:0070096]; mitochondrion-endoplasmic reticulum membrane tethering [GO:1990456]; mitochondrion organization [GO:0007005]; phospholipid transport [GO:0015914]; protein import into mitochondrial outer membrane [GO:0045040]
Q02772	reviewed	mitochondrial respiratory chain complex IV assembly [GO:0033617]
P18411	reviewed	autophagy of mitochondrion [GO:0000422]; mitochondrion organization [GO:0007005]; phospholipid homeostasis [GO:0055091]
P38967	reviewed	aromatic amino acid transport [GO:0015801]; tryptophan transport [GO:0015827]
P18480	reviewed	ATP-dependent chromatin remodeling [GO:0043044]; carbon catabolite activation of transcription from RNA polymerase II promoter [GO:0000436]; chromatin remodeling [GO:0006338]; double-strand break repair [GO:0006302]; double-strand break repair via homologous recombination [GO:0000724]; nucleosome disassembly [GO:0006337]; positive regulation of invasive growth in response to glucose limitation [GO:2000219]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]; sucrose catabolic process [GO:0005987]
P18494	reviewed	negative regulation of transcription by RNA polymerase II [GO:0000122]; nitrate assimilation [GO:0042128]; nitrogen catabolite activation of transcription from RNA polymerase II promoter [GO:0001080]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription from RNA polymerase II promoter in response to nitrogen starvation [GO:0036278]; regulation of protein localization by the Cvt pathway [GO:2001159]
P18496	reviewed	mitochondrial proton-transporting ATP synthase complex assembly [GO:0033615]
Q03263	reviewed	ammonium transport [GO:0015696]; borate transmembrane transport [GO:0035445]; drug transmembrane transport [GO:0006855]
P18544	reviewed	arginine biosynthetic process [GO:0006526]; ornithine biosynthetic process [GO:0006592]
P18562	reviewed	pyrimidine-containing compound salvage [GO:0008655]; UMP salvage [GO:0044206]
Q06628	reviewed	activation of protein kinase activity [GO:0032147]; autophagosome assembly [GO:0000045]; autophagy [GO:0006914]; autophagy of mitochondrion [GO:0000422]; Cvt vesicle assembly [GO:0071255]; late nucleophagy [GO:0044805]; macroautophagy [GO:0016236]; mitophagy [GO:0000423]; piecemeal microautophagy of the nucleus [GO:0034727]; protein localization to phagophore assembly site [GO:0034497]; protein targeting to vacuole involved in autophagy [GO:0071211]
P18634	reviewed	endocytosis [GO:0006897]
P18759	reviewed	autophagosome assembly [GO:0000045]; Golgi to plasma membrane protein transport [GO:0043001]; Golgi vesicle docking [GO:0048211]; inter-Golgi cisterna vesicle-mediated transport [GO:0048219]; macroautophagy [GO:0016236]; SNARE complex disassembly [GO:0035494]; vacuole fusion, non-autophagic [GO:0042144]; vesicle fusion with Golgi apparatus [GO:0048280]
P39014	reviewed	cysteine biosynthetic process [GO:0019344]; DNA replication initiation [GO:0006270]; G1/S transition of mitotic cell cycle [GO:0000082]; methionine biosynthetic process [GO:0009086]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]; regulation of DNA-dependent DNA replication initiation [GO:0030174]; regulation of transcription involved in G1/S transition of mitotic cell cycle [GO:0000083]; response to arsenic-containing substance [GO:0046685]; response to cadmium ion [GO:0046686]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]
P53269	reviewed	
P18898	reviewed	cellular calcium ion homeostasis [GO:0006874]; establishment of cell polarity [GO:0030010]; protein geranylgeranylation [GO:0018344]; protein prenylation [GO:0018342]; small GTPase mediated signal transduction [GO:0007264]
P29703	reviewed	peptide pheromone maturation [GO:0007323]; protein farnesylation [GO:0018343]; protein geranylgeranylation [GO:0018344]
P38151	reviewed	telomere maintenance [GO:0000723]
P39928	reviewed	negative regulation of protein kinase activity [GO:0006469]; osmosensory signaling via phosphorelay pathway [GO:0007234]; peptidyl-histidine phosphorylation [GO:0018106]; protein autophosphorylation [GO:0046777]
P40544	reviewed	cellular zinc ion homeostasis [GO:0006882]; zinc ion transmembrane transport [GO:0071577]; zinc ion transport [GO:0006829]
Q12232	reviewed	protein folding in endoplasmic reticulum [GO:0034975]
P38785	reviewed	establishment of cell polarity [GO:0030010]; heterochromatin organization involved in chromatin silencing [GO:0070868]; regulation of cell shape [GO:0008360]; regulation of exit from mitosis [GO:0007096]; septin ring organization [GO:0031106]
P39969	reviewed	budding cell apical bud growth [GO:0007118]; establishment of cell polarity [GO:0030010]; Rho protein signal transduction [GO:0007266]; septum digestion after cytokinesis [GO:0000920]
Q06648	reviewed	establishment of cell polarity [GO:0030010]; positive regulation of formin-nucleated actin cable assembly [GO:0090338]; regulation of cell shape [GO:0008360]; regulation of exit from mitosis [GO:0007096]; septin ring organization [GO:0031106]
Q12434	reviewed	actin filament organization [GO:0007015]; regulation of vacuole fusion, non-autophagic [GO:0032889]; Rho protein signal transduction [GO:0007266]; small GTPase mediated signal transduction [GO:0007264]
P19097	reviewed	long-chain fatty acid biosynthetic process [GO:0042759]
P19145	reviewed	amino acid transport [GO:0006865]; polyamine transport [GO:0015846]
P19158	reviewed	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway [GO:0007193]; cellular response to cold [GO:0070417]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to metal ion [GO:0071248]; cellular response to oxidative stress [GO:0034599]; negative regulation of Ras protein signal transduction [GO:0046580]; positive regulation of GTPase activity [GO:0043547]
P19211	reviewed	positive regulation of translational elongation [GO:0045901]; positive regulation of translational termination [GO:0045905]; translational frameshifting [GO:0006452]
P38791	reviewed	peptidyl-lysine modification to peptidyl-hypusine [GO:0008612]
P19262	reviewed	2-oxoglutarate metabolic process [GO:0006103]; L-lysine catabolic process to acetyl-CoA via saccharopine [GO:0033512]; mitochondrial genome maintenance [GO:0000002]; tricarboxylic acid cycle [GO:0006099]
P19955	reviewed	2-oxoglutarate metabolic process [GO:0006103]; mitochondrial translation [GO:0032543]; tricarboxylic acid cycle [GO:0006099]
P33202	reviewed	free ubiquitin chain polymerization [GO:0010994]; negative regulation of telomerase activity [GO:0051974]; protein monoubiquitination [GO:0006513]; protein polyubiquitination [GO:0000209]
P19263	reviewed	negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]
Q07418	reviewed	ER-dependent peroxisome organization [GO:0032581]; peroxisome inheritance [GO:0045033]; protein exit from endoplasmic reticulum [GO:0032527]; protein import into peroxisome membrane [GO:0045046]; protein stabilization [GO:0050821]
P19516	reviewed	aerobic respiration [GO:0009060]; cellular protein-containing complex assembly [GO:0034622]
P37298	reviewed	cellular respiration [GO:0045333]; mitochondrial electron transport, succinate to ubiquinone [GO:0006121]; tricarboxylic acid cycle [GO:0006099]
