Entry	Status	Gene ontology (cellular component)
P38834	reviewed	integral component of membrane [GO:0016021]
P12688	reviewed	cellular bud neck [GO:0005935]; cytosol [GO:0005829]; plasma membrane [GO:0005886]
P32859	reviewed	
P40016	reviewed	proteasome regulatory particle, lid subcomplex [GO:0008541]
P12689	reviewed	mitochondrion [GO:0005739]; nucleus [GO:0005634]; replication fork [GO:0005657]
P12709	reviewed	cytosol [GO:0005829]; mitochondrion [GO:0005739]
P32568	reviewed	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P53036	reviewed	cytoplasm [GO:0005737]
P12754	reviewed	eukaryotic translation initiation factor 2B complex [GO:0005851]; guanyl-nucleotide exchange factor complex [GO:0032045]
P14741	reviewed	eukaryotic translation initiation factor 2B complex [GO:0005851]; guanyl-nucleotide exchange factor complex [GO:0032045]
P12866	reviewed	Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; mating projection tip [GO:0043332]; membrane [GO:0016020]; plasma membrane [GO:0005886]
P54787	reviewed	cytosol [GO:0005829]
P12868	reviewed	CORVET complex [GO:0033263]; cytosol [GO:0005829]; endosome [GO:0005768]; fungal-type vacuole membrane [GO:0000329]; HOPS complex [GO:0030897]
P32912	reviewed	endomembrane system [GO:0012505]; fungal-type vacuole membrane [GO:0000329]; integral component of membrane [GO:0016021]; phagophore assembly site [GO:0000407]; SNARE complex [GO:0031201]
Q07468	reviewed	fungal-type vacuole [GO:0000324]; fungal-type vacuole membrane [GO:0000329]; HOPS complex [GO:0030897]; vacuole-mitochondrion membrane contact site [GO:1990816]
P25575	reviewed	
P47025	reviewed	mitochondrial outer membrane [GO:0005741]
P49017	reviewed	extrinsic component of mitochondrial inner membrane [GO:0031314]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
P53900	reviewed	cytoplasm [GO:0005737]; prefoldin complex [GO:0016272]
Q03533	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q12188	reviewed	condensed nuclear chromosome [GO:0000794]; condensed nuclear chromosome, centromeric region [GO:0000780]
Q12310	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P32505	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P38957	reviewed	nucleus [GO:0005634]; Shu complex [GO:0097196]; site of double-strand break [GO:0035861]
Q8TGU5	reviewed	
Q03375	reviewed	cytoplasm [GO:0005737]; U2-type spliceosomal complex [GO:0005684]
Q08446	reviewed	ubiquitin ligase complex [GO:0000151]
P13045	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
P13090	reviewed	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; vacuole [GO:0005773]
P38162	reviewed	mitochondrial intermembrane space [GO:0005758]
P13099	reviewed	nucleus [GO:0005634]; RecQ helicase-Topo III complex [GO:0031422]
P39009	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P50091	reviewed	cytosol [GO:0005829]; peroxisomal membrane [GO:0005778]; peroxisome [GO:0005777]
P13181	reviewed	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
Q06151	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; P-body [GO:0000932]; perinuclear region of cytoplasm [GO:0048471]
P20438	reviewed	centrosome [GO:0005813]; cyclin-dependent protein kinase holoenzyme complex [GO:0000307]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
P29469	reviewed	CMG complex [GO:0071162]; cytoplasm [GO:0005737]; DNA replication preinitiation complex [GO:0031261]; MCM complex [GO:0042555]; nuclear pre-replicative complex [GO:0005656]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; replication fork protection complex [GO:0031298]
P13259	reviewed	Golgi apparatus [GO:0005794]; membrane [GO:0016020]; NLS-dependent protein nuclear import complex [GO:0042564]; nuclear envelope [GO:0005635]; nucleus [GO:0005634]
P39005	reviewed	cell wall [GO:0005618]; extracellular region [GO:0005576]
P13298	reviewed	cytoplasm [GO:0005737]
P38121	reviewed	alpha DNA polymerase:primase complex [GO:0005658]; nuclear envelope [GO:0005635]; nucleus [GO:0005634]
Q01454	reviewed	nuclear chromosome [GO:0000228]; nuclear replication fork [GO:0043596]; nucleus [GO:0005634]; replication fork protection complex [GO:0031298]
P13393	reviewed	nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; transcription factor complex [GO:0005667]; transcription factor TFIIA complex [GO:0005672]; transcription factor TFIID complex [GO:0005669]; transcription factor TFIIIB complex [GO:0000126]
P40565	reviewed	cytoplasm [GO:0005737]; RES complex [GO:0070274]; spliceosomal complex [GO:0005681]; U2 snRNP [GO:0005686]
P13433	reviewed	mitochondrial DNA-directed RNA polymerase complex [GO:0034245]; mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]
P38890	reviewed	cytoplasm [GO:0005737]; nuclear chromatin [GO:0000790]
P40209	reviewed	nucleus [GO:0005634]
Q05031	reviewed	anchored component of plasma membrane [GO:0046658]
P25373	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P25562	reviewed	
P25605	reviewed	acetolactate synthase complex [GO:0005948]; mitochondrial nucleoid [GO:0042645]
P28495	reviewed	actin cortical patch [GO:0030479]; actin filament [GO:0005884]; cellular bud tip [GO:0005934]; F-actin capping protein complex [GO:0008290]; incipient cellular bud site [GO:0000131]
P31377	reviewed	endomembrane system [GO:0012505]; endosome [GO:0005768]; endosome membrane [GO:0010008]; integral component of membrane [GO:0016021]; SNARE complex [GO:0031201]
P32599	reviewed	actin cortical patch [GO:0030479]; actin filament [GO:0005884]; actin filament bundle [GO:0032432]; cytoplasm [GO:0005737]
P38146	reviewed	intracellular [GO:0005622]; plasma membrane [GO:0005886]
P38152	reviewed	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]
P38191	reviewed	
P38256	reviewed	
P38293	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P38302	reviewed	Prp19 complex [GO:0000974]; U2-type catalytic step 1 spliceosome [GO:0071006]
P38307	reviewed	endoplasmic reticulum membrane [GO:0005789]; Hrd1p ubiquitin ligase ERAD-L complex [GO:0000839]; integral component of membrane [GO:0016021]
P38350	reviewed	
P40518	reviewed	actin cortical patch [GO:0030479]; Arp2/3 protein complex [GO:0005885]; cytoplasm [GO:0005737]; extrinsic component of mitochondrial outer membrane [GO:0031315]
P40563	reviewed	actin cortical patch [GO:0030479]
P50079	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endosome [GO:0005768]; extrinsic component of membrane [GO:0019898]; fungal-type vacuole [GO:0000324]; late endosome membrane [GO:0031902]; phagophore assembly site membrane [GO:0034045]
P53731	reviewed	actin cortical patch [GO:0030479]; Arp2/3 protein complex [GO:0005885]; cytosol [GO:0005829]
Q06408	reviewed	cytosol [GO:0005829]; intracellular [GO:0005622]
Q04177	reviewed	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; rDNA heterochromatin [GO:0033553]; small-subunit processome [GO:0032040]; t-UTP complex [GO:0034455]
P13586	reviewed	Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
P13587	reviewed	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P13663	reviewed	cytoplasm [GO:0005737]
P13711	reviewed	peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]
P13712	reviewed	CAF-1 complex [GO:0033186]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
P38757	reviewed	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; lipid droplet [GO:0005811]; Nem1-Spo7 phosphatase complex [GO:0071595]; nuclear membrane [GO:0031965]
Q03219	reviewed	
Q06697	reviewed	Cdc73/Paf1 complex [GO:0016593]; nucleus [GO:0005634]; transcriptionally active chromatin [GO:0035327]
Q07938	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
P13902	reviewed	nucleus [GO:0005634]; RNA polymerase II transcription factor complex [GO:0090575]
P53835	reviewed	integral component of membrane [GO:0016021]; mating projection tip [GO:0043332]; plasma membrane [GO:0005886]
Q04893	reviewed	
P14020	reviewed	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; nuclear outer membrane-endoplasmic reticulum membrane network [GO:0042175]
P25371	reviewed	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P40219	reviewed	integral component of membrane [GO:0016021]
Q05611	reviewed	integral component of membrane [GO:0016021]; lipid droplet [GO:0005811]
P14063	reviewed	mitochondrial large ribosomal subunit [GO:0005762]
P14064	reviewed	CCAAT-binding factor complex [GO:0016602]; mitochondrial respiratory chain [GO:0005746]
P40065	reviewed	condensed nuclear chromosome kinetochore [GO:0000778]; monopolin complex [GO:0033551]
P41695	reviewed	condensed nuclear chromosome, centromeric region [GO:0000780]; condensed nuclear chromosome kinetochore [GO:0000778]; kinetochore [GO:0000776]; nucleus [GO:0005634]
P53068	reviewed	anaphase-promoting complex [GO:0005680]; cytoplasm [GO:0005737]
P14120	reviewed	cytoplasm [GO:0005737]; cytosolic large ribosomal subunit [GO:0022625]
P38888	reviewed	endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum quality control compartment [GO:0044322]; membrane [GO:0016020]
P14126	reviewed	cytosolic large ribosomal subunit [GO:0022625]
Q06098	reviewed	
P14242	reviewed	mismatch repair complex [GO:0032300]; MutLalpha complex [GO:0032389]
P14291	reviewed	lateral element [GO:0000800]
Q12144	reviewed	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; nuclear pore [GO:0005643]
P22213	reviewed	COPII-coated ER to Golgi transport vesicle [GO:0030134]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; Golgi membrane [GO:0000139]; membrane [GO:0016020]
P25045	reviewed	integral component of membrane [GO:0016021]; serine C-palmitoyltransferase complex [GO:0017059]; SPOTS complex [GO:0035339]
P25361	reviewed	
P28321	reviewed	endoplasmic reticulum [GO:0005783]; lipid droplet [GO:0005811]; membrane [GO:0016020]; mitochondrial outer membrane [GO:0005741]
P28625	reviewed	lipid droplet [GO:0005811]; mitochondrion [GO:0005739]
P32074	reviewed	COPI vesicle coat [GO:0030126]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endosome [GO:0005768]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; membrane [GO:0016020]
P34110	reviewed	cytosol [GO:0005829]; endosome [GO:0005768]; fungal-type vacuole membrane [GO:0000329]; late endosome [GO:0005770]; retromer, cargo-selective complex [GO:0030906]; retromer complex [GO:0030904]
P34163	reviewed	integral component of membrane [GO:0016021]; lipid droplet [GO:0005811]
P38225	reviewed	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; intrinsic component of the cytoplasmic side of the plasma membrane [GO:0031235]; lipid droplet [GO:0005811]; peroxisome [GO:0005777]
P38604	reviewed	endoplasmic reticulum membrane [GO:0005789]; lipid droplet [GO:0005811]
P39968	reviewed	fungal-type vacuole membrane [GO:0000329]; integral component of membrane [GO:0016021]; membrane raft [GO:0045121]; Myo2p-Vac17p-Vac8p transport complex [GO:0071563]; nucleus-vacuole junction [GO:0071561]
P41807	reviewed	fungal-type vacuole membrane [GO:0000329]; vacuolar proton-transporting V-type ATPase, V1 domain [GO:0000221]
Q02205	reviewed	EGO complex [GO:0034448]; fungal-type vacuole membrane [GO:0000329]; late endosome membrane [GO:0031902]; Ragulator complex [GO:0071986]
Q04228	reviewed	Doa10p ubiquitin ligase complex [GO:0000837]; Hrd1p ubiquitin ligase ERAD-L complex [GO:0000839]; integral component of endoplasmic reticulum membrane [GO:0030176]; integral component of plasma membrane [GO:0005887]; lipid droplet [GO:0005811]
Q06508	reviewed	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; lipid droplet [GO:0005811]
Q12446	reviewed	actin cortical patch [GO:0030479]; actin filament [GO:0005884]
Q12452	reviewed	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; lipid droplet [GO:0005811]
P14680	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P30657	reviewed	cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; nucleus [GO:0005634]; proteasome core complex [GO:0005839]; proteasome core complex, beta-subunit complex [GO:0019774]; proteasome storage granule [GO:0034515]
Q08273	reviewed	Cul2-RING ubiquitin ligase complex [GO:0031462]; Cul3-RING ubiquitin ligase complex [GO:0031463]; Cul4-RING E3 ubiquitin ligase complex [GO:0080008]; Cul7-RING ubiquitin ligase complex [GO:0031467]; Cul8-RING ubiquitin ligase complex [GO:0035361]; cullin-RING ubiquitin ligase complex [GO:0031461]; cytoplasm [GO:0005737]; nuclear SCF ubiquitin ligase complex [GO:0043224]; nucleus [GO:0005634]; SCF ubiquitin ligase complex [GO:0019005]
P32613	reviewed	cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; TRAPPII protein complex [GO:1990071]
P38590	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P53858	reviewed	cellular bud neck [GO:0005935]; cellular bud neck septin collar [GO:0032174]; incipient cellular bud site [GO:0000131]; septin ring [GO:0005940]
P14682	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; SCF ubiquitin ligase complex [GO:0019005]
P53934	reviewed	
Q03954	reviewed	cytoplasm [GO:0005737]; DASH complex [GO:0042729]; spindle microtubule [GO:0005876]
P14724	reviewed	anaphase-promoting complex [GO:0005680]; cytosol [GO:0005829]; nucleus [GO:0005634]
P38766	reviewed	nuclear replication fork [GO:0043596]; nuclear telomeric heterochromatin [GO:0005724]; replication fork [GO:0005657]
P28239	reviewed	extracellular region [GO:0005576]; intracellular [GO:0005622]; mitochondrion [GO:0005739]
P35192	reviewed	nucleus [GO:0005634]
P38346	reviewed	TORC2 complex [GO:0031932]
P40101	reviewed	
P40895	reviewed	
P41903	reviewed	peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]
P50095	reviewed	cytoplasm [GO:0005737]
Q03525	reviewed	nucleolus [GO:0005730]
P14742	reviewed	
P14743	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]
P14747	reviewed	calcineurin complex [GO:0005955]; cytoplasm [GO:0005737]
P25296	reviewed	calcineurin complex [GO:0005955]
P53955	reviewed	plasma membrane [GO:0005886]; TORC2 complex [GO:0031932]
P22147	reviewed	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; eisosome membrane domain/MCC [GO:0090512]; microtubule [GO:0005874]; nucleus [GO:0005634]; P-body [GO:0000932]; perinuclear region of cytoplasm [GO:0048471]
P38707	reviewed	cytosol [GO:0005829]
P43633	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q3E7B7	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P14832	reviewed	extracellular region [GO:0005576]; mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; Set3 complex [GO:0034967]
P36172	reviewed	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; vacuolar membrane [GO:0005774]
P47167	reviewed	condensed nuclear chromosome kinetochore [GO:0000778]
P14843	reviewed	cytoplasm [GO:0005737]
P22855	reviewed	fungal-type vacuole membrane [GO:0000329]
P25566	reviewed	mitochondrion [GO:0005739]
P28241	reviewed	mitochondrial isocitrate dehydrogenase complex (NAD+) [GO:0005962]; mitochondrion [GO:0005739]
P38065	reviewed	AP-2 adaptor complex [GO:0030122]; cellular bud neck [GO:0005935]
P38821	reviewed	extracellular region [GO:0005576]; fungal-type vacuole [GO:0000324]; fungal-type vacuole lumen [GO:0000328]
P39731	reviewed	cytoplasm [GO:0005737]; nuclear MIS12/MIND complex [GO:0000818]; spindle pole [GO:0000922]
P40482	reviewed	COPII vesicle coat [GO:0030127]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]
P89105	reviewed	Cdc73/Paf1 complex [GO:0016593]; nucleus [GO:0005634]; transcriptionally active chromatin [GO:0035327]
Q03532	reviewed	nuclear envelope [GO:0005635]; nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]
Q03660	reviewed	cytosol [GO:0005829]; early endosome [GO:0005769]; trans-Golgi network [GO:0005802]; TRAPPII protein complex [GO:1990071]
Q06707	reviewed	Swr1 complex [GO:0000812]
P25297	reviewed	integral component of plasma membrane [GO:0005887]
P25621	reviewed	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P38298	reviewed	cortical endoplasmic reticulum [GO:0032541]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
P14907	reviewed	nuclear membrane [GO:0031965]; nuclear pore [GO:0005643]; nuclear pore central transport channel [GO:0044613]; nuclear pore nuclear basket [GO:0044615]
P32499	reviewed	centrosome [GO:0005813]; chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; NLS-dependent protein nuclear import complex [GO:0042564]; nuclear membrane [GO:0031965]; nuclear pore [GO:0005643]; nuclear pore cytoplasmic filaments [GO:0044614]; nuclear pore nuclear basket [GO:0044615]; nucleus [GO:0005634]
Q02199	reviewed	nuclear membrane [GO:0031965]; nuclear pore [GO:0005643]; nuclear pore central transport channel [GO:0044613]
Q03758	reviewed	cytoplasm [GO:0005737]; ubiquitin ligase complex [GO:0000151]
P14922	reviewed	nuclear transcriptional repressor complex [GO:0090568]; nucleus [GO:0005634]; transcriptional repressor complex [GO:0017053]
P15019	reviewed	cytoplasm [GO:0005737]; intracellular [GO:0005622]; nucleus [GO:0005634]
P17967	reviewed	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]
P32838	reviewed	
P43124	reviewed	nucleus [GO:0005634]; Smc5-Smc6 complex [GO:0030915]
P15202	reviewed	mitochondrial matrix [GO:0005759]; peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]
P40302	reviewed	cytoplasm [GO:0005737]; nuclear outer membrane-endoplasmic reticulum membrane network [GO:0042175]; nucleus [GO:0005634]; proteasome core complex [GO:0005839]; proteasome core complex, alpha-subunit complex [GO:0019773]; proteasome storage granule [GO:0034515]
Q05123	reviewed	nucleus [GO:0005634]; RSC-type complex [GO:0016586]; SWI/SNF complex [GO:0016514]
P38150	reviewed	integral component of membrane [GO:0016021]
P40361	reviewed	
P15303	reviewed	COPII vesicle coat [GO:0030127]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]
P53953	reviewed	COPII vesicle coat [GO:0030127]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]
P15315	reviewed	nucleus [GO:0005634]
Q02209	reviewed	
Q04233	reviewed	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]
Q12044	reviewed	cytoplasm [GO:0005737]
P15367	reviewed	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; signal peptidase complex [GO:0005787]
P25381	reviewed	ascospore wall [GO:0005619]; nuclear envelope [GO:0005635]
P15424	reviewed	mitochondrial matrix [GO:0005759]
P15436	reviewed	cytosol [GO:0005829]; delta DNA polymerase complex [GO:0043625]; replication fork [GO:0005657]
P53341	reviewed	
P15454	reviewed	cytosol [GO:0005829]
Q12331	reviewed	vacuole [GO:0005773]
P25386	reviewed	cytoskeleton [GO:0005856]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi membrane [GO:0000139]; Golgi stack [GO:0005795]
P38206	reviewed	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
P38880	reviewed	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]
P40535	reviewed	cytosol [GO:0005829]; nucleus [GO:0005634]
Q07623	reviewed	90S preribosome [GO:0030686]; nucleolus [GO:0005730]
Q07979	reviewed	RSC-type complex [GO:0016586]
P15565	reviewed	mitochondrion [GO:0005739]; nuclear envelope [GO:0005635]; nuclear inner membrane [GO:0005637]; nucleus [GO:0005634]
P25555	reviewed	chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; nucleus [GO:0005634]; post-mRNA release spliceosomal complex [GO:0071014]; ribonucleoprotein complex [GO:1990904]
P39996	reviewed	integral component of membrane [GO:0016021]; nuclear membrane [GO:0031965]
P53294	reviewed	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]
Q12063	reviewed	dehydrodolichyl diphosphate synthase complex [GO:1904423]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; lipid droplet [GO:0005811]; nuclear membrane [GO:0031965]
P15646	reviewed	box C/D snoRNP complex [GO:0031428]; Cajal body [GO:0015030]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; small-subunit processome [GO:0032040]
P15700	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P15731	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; ubiquitin ligase complex [GO:0000151]
P15732	reviewed	ubiquitin ligase complex [GO:0000151]
Q06834	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P15790	reviewed	nucleoplasm [GO:0005654]; protein kinase CK2 complex [GO:0005956]; UTP-C complex [GO:0034456]
P19454	reviewed	nucleoplasm [GO:0005654]; protein kinase CK2 complex [GO:0005956]; UTP-C complex [GO:0034456]
P43639	reviewed	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; protein kinase CK2 complex [GO:0005956]; UTP-C complex [GO:0034456]
Q00245	reviewed	cell cortex [GO:0005938]; cell division site [GO:0032153]; cellular bud [GO:0005933]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]
P15807	reviewed	
Q03695	reviewed	
P15873	reviewed	chromosome, telomeric region [GO:0000781]; nucleus [GO:0005634]; PCNA complex [GO:0043626]; replication fork [GO:0005657]
P22516	reviewed	nuclear chromatin [GO:0000790]; nucleus [GO:0005634]
P25657	reviewed	
P32490	reviewed	cellular bud neck [GO:0005935]; cellular bud tip [GO:0005934]; cytoplasm [GO:0005737]; mating projection tip [GO:0043332]
P38266	reviewed	actin cortical patch [GO:0030479]; membrane raft [GO:0045121]
P40494	reviewed	actin cortical patch [GO:0030479]; nucleus [GO:0005634]
P40960	reviewed	ciliary plasm [GO:0097014]; cytoplasmic dynein complex [GO:0005868]; cytoplasmic microtubule [GO:0005881]; dynein complex [GO:0030286]
P48562	reviewed	cellular bud [GO:0005933]; cytoplasm [GO:0005737]; fungal-type vacuole [GO:0000324]; nucleus [GO:0005634]
P50942	reviewed	actin cortical patch [GO:0030479]; cytoplasm [GO:0005737]; membrane [GO:0016020]
P53974	reviewed	actin cortical patch [GO:0030479]; nucleus [GO:0005634]
Q05580	reviewed	cytoplasm [GO:0005737]
Q06639	reviewed	nucleus [GO:0005634]; RSC-type complex [GO:0016586]
Q08873	reviewed	actin cortical patch [GO:0030479]
Q12180	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P35194	reviewed	90S preribosome [GO:0030686]; cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; preribosome, small subunit precursor [GO:0030688]; small-subunit processome [GO:0032040]
P36083	reviewed	
P37366	reviewed	cyclin-dependent protein kinase holoenzyme complex [GO:0000307]; nucleus [GO:0005634]; transcription factor TFIIH holo complex [GO:0005675]; transcription factor TFIIK complex [GO:0070985]
P38692	reviewed	cellular bud [GO:0005933]; cytoplasm [GO:0005737]; incipient cellular bud site [GO:0000131]; mating projection tip [GO:0043332]
P46151	reviewed	cytosol [GO:0005829]
P46974	reviewed	nuclear chromatin [GO:0000790]
Q02754	reviewed	cytoplasm [GO:0005737]
Q06819	reviewed	U4/U6 x U5 tri-snRNP complex [GO:0046540]; U5 snRNP [GO:0005682]
Q08162	reviewed	cytoplasmic exosome (RNase complex) [GO:0000177]; exosome (RNase complex) [GO:0000178]; mitochondrion [GO:0005739]; nuclear exosome (RNase complex) [GO:0000176]; nucleolus [GO:0005730]
Q08226	reviewed	
Q12354	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P15992	reviewed	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; nucleus [GO:0005634]
P16120	reviewed	
P16140	reviewed	cytoplasmic stress granule [GO:0010494]; fungal-type vacuole membrane [GO:0000329]; vacuolar proton-transporting V-type ATPase, V1 domain [GO:0000221]; vacuole-mitochondrion membrane contact site [GO:1990816]
P53270	reviewed	
P25606	reviewed	
P38988	reviewed	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]
P39542	reviewed	endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]
P40004	reviewed	endoplasmic reticulum [GO:0005783]; integral component of endoplasmic reticulum membrane [GO:0030176]; integral component of Golgi membrane [GO:0030173]
P40009	reviewed	Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; membrane [GO:0016020]
P40975	reviewed	integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]
P42934	reviewed	dolichyl-phosphate-mannose-protein mannosyltransferase Pmt1p-Pmt2p dimer complex [GO:0097582]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
P50108	reviewed	alpha-1,6-mannosyltransferase complex [GO:0000136]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]
P53057	reviewed	extracellular region [GO:0005576]; fungal-type cell wall [GO:0009277]
Q01590	reviewed	cis-Golgi network [GO:0005801]; endomembrane system [GO:0012505]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; SNARE complex [GO:0031201]
Q04396	reviewed	Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; membrane [GO:0016020]
Q06686	reviewed	cytoplasmic vesicle membrane [GO:0030659]; integral component of plasma membrane [GO:0005887]
Q12177	reviewed	
P23594	reviewed	cytoplasmic stress granule [GO:0010494]; protein phosphatase type 2A complex [GO:0000159]
P38902	reviewed	RNA polymerase II, core complex [GO:0005665]
P16387	reviewed	mitochondrial nucleoid [GO:0042645]; mitochondrial pyruvate dehydrogenase complex [GO:0005967]; mitochondrion [GO:0005739]
P32343	reviewed	endosome membrane [GO:0010008]; fungal-type vacuole [GO:0000324]; integral component of membrane [GO:0016021]; vacuolar membrane [GO:0005774]
Q08913	reviewed	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
P16547	reviewed	integral component of mitochondrial outer membrane [GO:0031307]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]
P32266	reviewed	cytoplasm [GO:0005737]; extrinsic component of mitochondrial inner membrane [GO:0031314]; integral component of membrane [GO:0016021]; intrinsic component of mitochondrial inner membrane [GO:0031304]; membrane [GO:0016020]; mitochondrial crista [GO:0030061]; mitochondrial inner boundary membrane [GO:0097002]; mitochondrial intermembrane space [GO:0005758]
P35736	reviewed	eisosome [GO:0032126]; membrane raft [GO:0045121]
P38889	reviewed	cytosol [GO:0005829]; nucleus [GO:0005634]
P40352	reviewed	nucleus [GO:0005634]
P46671	reviewed	endoplasmic reticulum [GO:0005783]; Golgi cis cisterna [GO:0000137]
