Entry	Status	Gene ontology (biological process)
Q09350	reviewed	
Q0G819	reviewed	calcineurin-mediated signaling [GO:0097720]; calcium-mediated signaling [GO:0019722]; chemosensory behavior [GO:0007635]; chemotaxis [GO:0006935]; dauer larval development [GO:0040024]; determination of adult lifespan [GO:0008340]; endocytosis [GO:0006897]; hyperosmotic response [GO:0006972]; olfactory behavior [GO:0042048]; olfactory learning [GO:0008355]; peptidyl-serine dephosphorylation [GO:0070262]; positive regulation of growth rate [GO:0040010]; positive regulation of multicellular organism growth [GO:0040018]; protein dephosphorylation [GO:0006470]; protein localization to non-motile cilium [GO:0097499]; regulation of gene expression [GO:0010468]; response to alkaline pH [GO:0010446]; response to hermaphrodite contact [GO:0034606]; thermosensory behavior [GO:0040040]; thermotaxis [GO:0043052]; vulval location [GO:0034608]
Q17417	unreviewed	
Q17850	reviewed	activation of protein kinase activity [GO:0032147]; cell migration [GO:0016477]; embryonic body morphogenesis [GO:0010172]; embryonic morphogenesis [GO:0048598]; gonad morphogenesis [GO:0035262]; hemidesmosome assembly [GO:0031581]; inductive cell migration [GO:0040039]; motor neuron axon guidance [GO:0008045]; nematode larval development [GO:0002119]; regulation of axonogenesis [GO:0050770]; regulation of MAPK cascade [GO:0043408]; signal transduction by protein phosphorylation [GO:0023014]; stress-activated protein kinase signaling cascade [GO:0031098]
Q18409	reviewed	cell differentiation [GO:0030154]; gonad development [GO:0008406]; mRNA cis splicing, via spliceosome [GO:0045292]; mRNA splicing, via spliceosome [GO:0000398]; multicellular organism development [GO:0007275]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of DNA-templated transcription, termination [GO:0031554]; RNA splicing [GO:0008380]
Q18909	unreviewed	activation of MAPK activity [GO:0000187]; axon regeneration [GO:0031103]; positive regulation of axon extension involved in regeneration [GO:0048691]; positive regulation of formation of growth cone in injured axon [GO:1905944]; regulation of axon extension involved in axon guidance [GO:0048841]; regulation of presynapse assembly [GO:1905606]
Q19762	unreviewed	
Q1HB02	unreviewed	
Q20173	unreviewed	actin filament depolymerization [GO:0030042]; barbed-end actin filament capping [GO:0051016]; positive regulation of neuron projection development [GO:0010976]; regulation of lamellipodium assembly [GO:0010591]; sequestering of actin monomers [GO:0042989]
Q20676	unreviewed	
Q20681	reviewed	
Q20803	unreviewed	
Q20981	unreviewed	
Q21018	reviewed	positive regulation of mitochondrial translation [GO:0070131]
Q21243	unreviewed	fatty acid beta-oxidation [GO:0006635]; medium-chain fatty acid catabolic process [GO:0051793]
Q21313	reviewed	axonal defasciculation [GO:0007414]; basement membrane organization [GO:0071711]; cell adhesion [GO:0007155]; cell migration [GO:0016477]; neuron migration [GO:0001764]; positive regulation of endopeptidase activity [GO:0010950]; positive regulation of locomotion [GO:0040017]; regulation of cell proliferation [GO:0042127]; reproduction [GO:0000003]; response to heat [GO:0009408]; response to misfolded protein [GO:0051788]
Q21559	unreviewed	
Q21799	unreviewed	phospholipid metabolic process [GO:0006644]
Q22167	unreviewed	
Q22522	unreviewed	
Q22936	unreviewed	
Q23254	unreviewed	neuropeptide signaling pathway [GO:0007218]
Q23401	unreviewed	
Q23485	unreviewed	
Q5DX48	unreviewed	cell morphogenesis [GO:0000902]; neuron projection development [GO:0031175]
Q6I6D4	reviewed	chemosensory behavior [GO:0007635]; chemotaxis [GO:0006935]; cilium assembly [GO:0060271]; response to alkaline pH [GO:0010446]
Q93228	unreviewed	
Q93233	unreviewed	positive regulation of polynucleotide adenylyltransferase activity [GO:1904247]
Q94239	unreviewed	germ cell development [GO:0007281]; negative regulation of RNA interference [GO:1900369]; positive regulation of gene expression [GO:0010628]
Q95Y49	unreviewed	
Q95ZS6	unreviewed	endocytic recycling [GO:0032456]
Q9BIC2	unreviewed	
Q9BL70	unreviewed	
Q9GPA2	unreviewed	
Q9N3C6	unreviewed	
Q9TXR6	unreviewed	body morphogenesis [GO:0010171]; positive regulation of multicellular organism growth [GO:0040018]
Q9TXY4	unreviewed	
Q9TZI2	unreviewed	
Q9U1X4	reviewed	post-Golgi vesicle-mediated transport [GO:0006892]; protein transport [GO:0015031]; small GTPase mediated signal transduction [GO:0007264]
Q9XU06	unreviewed	
Q9XV81		
Q9XVA2	unreviewed	
Q9XWK4	unreviewed	
Q9Y049	unreviewed	
H2L0F9	unreviewed	
H2L0J8	unreviewed	
H2L0K1	unreviewed	
O16658	unreviewed	carbohydrate transport [GO:0008643]
H2L0L6	unreviewed	transcription, DNA-templated [GO:0006351]
H2L0N7	unreviewed	
O18697	unreviewed	
H2L2B3	unreviewed	
O02101	unreviewed	regulation of transcription by RNA polymerase II [GO:0006357]
Q09646	unreviewed	regulation of transcription by RNA polymerase II [GO:0006357]
Q19503	reviewed	multicellular organism development [GO:0007275]
Q20577	unreviewed	
Q22970	unreviewed	
Q6BER5	reviewed	chromatin organization [GO:0006325]; multicellular organism development [GO:0007275]; positive regulation of transcription by RNA polymerase II [GO:0045944]
Q9BL39	unreviewed	ATP-dependent chromatin remodeling [GO:0043044]
Q9XUB2	reviewed	3'-UTR-mediated mRNA destabilization [GO:0061158]; multicellular organism development [GO:0007275]; regulation of protein localization [GO:0032880]
O76258	unreviewed	cellular protein modification process [GO:0006464]; endosome to lysosome transport via multivesicular body sorting pathway [GO:0032510]; protein transport [GO:0015031]; receptor catabolic process [GO:0032801]
P34540	reviewed	anterograde dendritic transport of neurotransmitter receptor complex [GO:0098971]; axon guidance [GO:0007411]; embryo development ending in birth or egg hatching [GO:0009792]; establishment of meiotic spindle localization [GO:0051295]; establishment of meiotic spindle orientation [GO:0051296]; establishment or maintenance of microtubule cytoskeleton polarity [GO:0030951]; locomotion [GO:0040011]; meiotic cytokinesis [GO:0033206]; microtubule-based movement [GO:0007018]; nuclear migration along microtubule [GO:0030473]; polar body extrusion after meiotic divisions [GO:0040038]; positive regulation of necrotic cell death [GO:0010940]; regulation of dendrite morphogenesis [GO:0048814]; synaptic vesicle transport [GO:0048489]
P53489	reviewed	Arp2/3 complex-mediated actin nucleation [GO:0034314]; epithelial cell migration [GO:0010631]; gastrulation [GO:0007369]; morphogenesis of embryonic epithelium [GO:0016331]
Q17763	unreviewed	ATP hydrolysis coupled cation transmembrane transport [GO:0099132]; ATP synthesis coupled proton transport [GO:0015986]
O01543	unreviewed	
O17698	unreviewed	
Q09389	reviewed	protein homooligomerization [GO:0051260]
O17100	unreviewed	
Q17400	unreviewed	endoplasmic reticulum unfolded protein response [GO:0030968]
K8FE09	unreviewed	
Q9XUB3	reviewed	double-strand break repair [GO:0006302]; meiotic cell cycle [GO:0051321]; meiotic chromosome movement towards spindle pole [GO:0016344]; meiotic sister chromatid cohesion [GO:0051177]; reciprocal meiotic recombination [GO:0007131]; regulation of centriole-centriole cohesion [GO:0030997]; synaptonemal complex assembly [GO:0007130]
K8FE10	reviewed	calcium ion regulated exocytosis [GO:0017156]; calcium ion-regulated exocytosis of neurotransmitter [GO:0048791]; cellular response to calcium ion [GO:0071277]; regulation of dopamine secretion [GO:0014059]; synaptic vesicle endocytosis [GO:0048488]; synaptic vesicle exocytosis [GO:0016079]; vesicle-mediated transport [GO:0016192]
M1ZMI9	unreviewed	
O01299	unreviewed	
Q7JPB1	unreviewed	
Q9XWI6	reviewed	formation of cytoplasmic translation initiation complex [GO:0001732]; regulation of translational initiation [GO:0006446]; translational initiation [GO:0006413]
O01301	unreviewed	
O01314	unreviewed	
O01331	unreviewed	
O01422	reviewed	multicellular organism development [GO:0007275]; negative regulation of transcription, DNA-templated [GO:0045892]; oogenesis [GO:0048477]
O01426	unreviewed	
P46577	reviewed	
P52717	reviewed	proteolysis involved in cellular protein catabolic process [GO:0051603]
Q17993	unreviewed	
Q19126	unreviewed	ATP hydrolysis coupled cation transmembrane transport [GO:0099132]; ATP synthesis coupled proton transport [GO:0015986]
Q19546	reviewed	base-excision repair [GO:0006284]; cell aging [GO:0007569]; cellular response to gamma radiation [GO:0071480]; cellular response to starvation [GO:0009267]; determination of adult lifespan [GO:0008340]; DNA duplex unwinding [GO:0032508]; DNA metabolic process [GO:0006259]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA synthesis involved in DNA repair [GO:0000731]; double-strand break repair via homologous recombination [GO:0000724]; G-quadruplex DNA unwinding [GO:0044806]; multicellular organism aging [GO:0010259]; positive regulation of hydrolase activity [GO:0051345]; positive regulation of strand invasion [GO:0098530]; regulation of apoptotic process [GO:0042981]; replication fork processing [GO:0031297]; replicative cell aging [GO:0001302]; response to ionizing radiation [GO:0010212]; response to oxidative stress [GO:0006979]; response to UV-C [GO:0010225]; telomeric D-loop disassembly [GO:0061820]
O01442	unreviewed	
Q93345	unreviewed	
O01446	unreviewed	transcription, DNA-templated [GO:0006351]
O01456	unreviewed	
Q19682	unreviewed	
O01460	unreviewed	
O01464	unreviewed	
O44918		
O16311	unreviewed	rRNA processing [GO:0006364]
O17200	unreviewed	
O17570	reviewed	translation [GO:0006412]
O17724	unreviewed	meiotic chromosome segregation [GO:0045132]; meiotic DNA double-strand break formation involved in reciprocal meiotic recombination [GO:0010780]
O18199	unreviewed	
O61890	unreviewed	
P41779	reviewed	anterior/posterior pattern specification [GO:0009952]; mesodermal cell fate specification [GO:0007501]; mesoderm development [GO:0007498]; muscle cell differentiation [GO:0042692]; positive regulation of mesodermal cell fate specification [GO:0048337]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of asymmetric cell division [GO:0009786]
P49181	reviewed	cytoplasmic translation [GO:0002181]
Q09413	reviewed	regulation of transcription by RNA polymerase II [GO:0006357]; transcription elongation from RNA polymerase II promoter [GO:0006368]
Q09424	reviewed	
Q09958	reviewed	ribosomal large subunit biogenesis [GO:0042273]; rRNA processing [GO:0006364]
Q17658	unreviewed	
Q21910	unreviewed	
Q21930	reviewed	translation [GO:0006412]
Q23581	unreviewed	
Q86D10	unreviewed	
Q8MYQ1	reviewed	
Q9N5N9	unreviewed	enzyme-directed rRNA 2'-O-methylation [GO:0000453]; maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000466]; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]; rRNA methylation [GO:0031167]
Q9XVC5	unreviewed	
O01487	unreviewed	
P90849	unreviewed	determination of adult lifespan [GO:0008340]; lipid storage [GO:0019915]; mitochondrial ATP synthesis coupled proton transport [GO:0042776]; mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]
Q21444	reviewed	Golgi organization [GO:0007030]; gonad morphogenesis [GO:0035262]; intra-Golgi vesicle-mediated transport [GO:0006891]; regulation of cell migration [GO:0030334]
Q22616	reviewed	endosomal transport [GO:0016197]
Q22756	reviewed	endosomal transport [GO:0016197]
Q9TYN4	unreviewed	
O01489	unreviewed	
Q95XW8	unreviewed	chromosome attachment to the nuclear envelope [GO:0097240]; regulation of gene expression [GO:0010468]
O01496	unreviewed	
Q19007	unreviewed	nucleosome assembly [GO:0006334]
Q9XW68	unreviewed	
O01498	reviewed	endosome to lysosome transport [GO:0008333]; ephrin receptor signaling pathway [GO:0048013]; intracellular protein transport [GO:0006886]; multicellular organism development [GO:0007275]; negative regulation of MAPK cascade [GO:0043409]; protein localization to non-motile cilium [GO:0097499]; response to hermaphrodite contact [GO:0034606]
O16612	unreviewed	protein homooligomerization [GO:0051260]
O44624	unreviewed	
Q21366	unreviewed	
Q22648	unreviewed	
Q9XVE1	unreviewed	
Q9XWH3	unreviewed	zinc ion transmembrane transport [GO:0071577]
O01541	reviewed	alanyl-tRNA aminoacylation [GO:0006419]; tRNA modification [GO:0006400]
Q22198	unreviewed	cell cycle arrest [GO:0007050]; gonad development [GO:0008406]; regulation of cell cycle G1/S phase transition [GO:1902806]; regulation of cell division [GO:0051302]; regulation of DNA endoreduplication [GO:0032875]; regulation of mitotic cell cycle [GO:0007346]; signal transduction by p53 class mediator [GO:0072331]
O61799	unreviewed	
P91913	reviewed	cytoplasmic translation [GO:0002181]; translational elongation [GO:0006414]
Q18070	unreviewed	
Q9U1X7	unreviewed	
O01505	unreviewed	microtubule-based movement [GO:0007018]
O01506	unreviewed	
O01512	unreviewed	
O01519	unreviewed	cell differentiation [GO:0030154]; cell fate determination [GO:0001709]; negative regulation of cell differentiation [GO:0045596]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of transcription by RNA polymerase II [GO:0006357]
O01521	unreviewed	cell differentiation [GO:0030154]; cell fate determination [GO:0001709]; negative regulation of cell differentiation [GO:0045596]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of transcription by RNA polymerase II [GO:0006357]
Q20393	unreviewed	
O01532	unreviewed	protein catabolic process [GO:0030163]; proteolysis [GO:0006508]
O01542	unreviewed	
O01546	unreviewed	innate immune response [GO:0045087]
O16443	unreviewed	transcription, DNA-templated [GO:0006351]
P43509	reviewed	proteolysis involved in cellular protein catabolic process [GO:0051603]
Q9N5V3	unreviewed	NLS-bearing protein import into nucleus [GO:0006607]; ribosomal protein import into nucleus [GO:0006610]
O01577	unreviewed	apoptotic cell clearance [GO:0043277]; dense core granule maturation [GO:1990502]; intracellular protein transport [GO:0006886]; locomotion [GO:0040011]; nematode larval development [GO:0002119]; phagolysosome assembly [GO:0001845]; phagolysosome assembly involved in apoptotic cell clearance [GO:0090387]; phagosome acidification involved in apoptotic cell clearance [GO:0090390]; Rab protein signal transduction [GO:0032482]; regulation of locomotion involved in locomotory behavior [GO:0090325]
O01580	unreviewed	
O01583	reviewed	embryo development ending in birth or egg hatching [GO:0009792]; embryonic body morphogenesis [GO:0010172]; embryonic morphogenesis [GO:0048598]; epithelial tube morphogenesis [GO:0060562]; intracellular signal transduction [GO:0035556]; nematode larval development [GO:0002119]; positive regulation of endocytic recycling [GO:2001137]; positive regulation of GTPase activity [GO:0043547]; regulation of Golgi organization [GO:1903358]
O01590	unreviewed	
O01756	unreviewed	
V6CJ04	reviewed	regulation of dendrite morphogenesis [GO:0048814]
O01616	unreviewed	
O01626	unreviewed	
O01634	reviewed	ion transport [GO:0006811]
O01661	unreviewed	chemical synaptic transmission [GO:0007268]; neuromuscular junction development [GO:0007528]; positive regulation of locomotion [GO:0040017]; regulation of calcium ion transport [GO:0051924]; regulation of voltage-gated calcium channel activity [GO:1901385]; striated muscle contraction involved in embryonic body morphogenesis [GO:0061199]
O01683	reviewed	DNA repair [GO:0006281]; DNA replication [GO:0006260]
O01686	unreviewed	
O01738	reviewed	intracellular signal transduction [GO:0035556]
O45717	reviewed	cell migration [GO:0016477]; centrosome localization [GO:0051642]; chromosome segregation [GO:0007059]; establishment of chromosome localization [GO:0051303]; establishment of mitotic spindle orientation [GO:0000132]; microtubule nucleation [GO:0007020]; mitotic centrosome separation [GO:0007100]; nuclear migration [GO:0007097]; regulation of microtubule motor activity [GO:2000574]; synaptic transmission, GABAergic [GO:0051932]; synaptic vesicle transport [GO:0048489]; vesicle transport along microtubule [GO:0047496]
O01739	reviewed	D-amino acid metabolic process [GO:0046416]
P34283	reviewed	piRNA metabolic process [GO:0034587]; production of siRNA involved in RNA interference [GO:0030422]; RNA methylation [GO:0001510]
O01761	reviewed	cellular protein localization [GO:0034613]; myosin filament assembly [GO:0031034]; pharyngeal gland morphogenesis [GO:1905905]; positive regulation of gene expression [GO:0010628]; positive regulation of locomotion [GO:0040017]; positive regulation of protein localization to endoplasmic reticulum [GO:1905552]; positive regulation of sarcomere organization [GO:0060298]; positive regulation of striated muscle contraction [GO:0045989]; regulation of Rho protein signal transduction [GO:0035023]; regulation of skeletal muscle contraction by calcium ion signaling [GO:0014722]; sarcomere organization [GO:0045214]; skeletal muscle myosin thick filament assembly [GO:0030241]; striated muscle myosin thick filament assembly [GO:0071688]
P49595	reviewed	
P56173	reviewed	dauer larval development [GO:0040024]
O01768	unreviewed	regulation of cell migration [GO:0030334]
O45923	unreviewed	regulation of sequestering of zinc ion [GO:0061088]; response to cadmium ion [GO:0046686]; response to nematicide [GO:0093002]; response to zinc ion [GO:0010043]; zinc ion transmembrane transport [GO:0071577]
O01775	reviewed	molting cycle [GO:0042303]; multicellular organism development [GO:0007275]; positive regulation of endocytosis [GO:0045807]
P17329	reviewed	glucose metabolic process [GO:0006006]; glycolytic process [GO:0006096]
P17330	reviewed	glucose metabolic process [GO:0006006]; glycolytic process [GO:0006096]
P91249	unreviewed	extracellular matrix organization [GO:0030198]
Q09533	reviewed	ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]
Q9XUL7	unreviewed	
O01780	unreviewed	chitin metabolic process [GO:0006030]
P91182	unreviewed	
Q18953	reviewed	selenocysteinyl-tRNA(Sec) biosynthetic process [GO:0097056]; translation [GO:0006412]
Q19829	unreviewed	response to nematicide [GO:0093002]
Q95X44	unreviewed	ATP hydrolysis coupled proton transport [GO:0015991]
O01800	unreviewed	
Q8T666	unreviewed	determination of adult lifespan [GO:0008340]; lipid transport involved in lipid storage [GO:0010877]; lysosomal transport [GO:0007041]; lysosome organization [GO:0007040]; negative regulation of endocytosis [GO:0045806]
Q9BJ56	unreviewed	
O01803	reviewed	cortical granule exocytosis [GO:0060471]; eggshell formation [GO:0030703]; embryo development ending in birth or egg hatching [GO:0009792]; exocytosis [GO:0006887]; intracellular protein transport [GO:0006886]; positive regulation of cytokinesis [GO:0032467]; Rab protein signal transduction [GO:0032482]; receptor-mediated endocytosis [GO:0006898]
Q19082	unreviewed	
O01820	unreviewed	meiotic DNA double-strand break formation [GO:0042138]; synapsis [GO:0007129]
O17898	reviewed	
Q93575	reviewed	DNA duplex unwinding [GO:0032508]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; negative regulation of DNA recombination [GO:0045910]; negative regulation of t-circle formation [GO:1904430]; regulation of double-strand break repair via homologous recombination [GO:0010569]; telomeric loop disassembly [GO:0090657]
O01840	reviewed	dipeptide transport [GO:0042938]; protein transport [GO:0015031]; proton transmembrane transport [GO:1902600]
O01861	unreviewed	
O17586	reviewed	proteasomal protein catabolic process [GO:0010498]; proteasomal ubiquitin-independent protein catabolic process [GO:0010499]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]
O01862	unreviewed	acyl-CoA metabolic process [GO:0006637]; fatty acid metabolic process [GO:0006631]
O01868	reviewed	assembly of large subunit precursor of preribosome [GO:1902626]; ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]
O01869	unreviewed	determination of adult lifespan [GO:0008340]; ribosomal small subunit assembly [GO:0000028]
O16432	unreviewed	
O18228	unreviewed	chemical synaptic transmission [GO:0007268]; ion transmembrane transport [GO:0034220]; nervous system process [GO:0050877]; regulation of membrane potential [GO:0042391]; signal transduction [GO:0007165]
O18229	reviewed	carbohydrate metabolic process [GO:0005975]; pentose-phosphate shunt, oxidative branch [GO:0009051]
O62078	unreviewed	
O62126	reviewed	
O76562	unreviewed	
Q03572	reviewed	
Q09360	reviewed	
Q0G825	unreviewed	regulation of asymmetric cell division [GO:0009786]
Q17648	unreviewed	
Q17884	unreviewed	
Q18538	unreviewed	
Q18573	unreviewed	
Q18687	unreviewed	
Q19035	unreviewed	
Q19853	unreviewed	
Q21204	unreviewed	peptidyl-serine phosphorylation [GO:0018105]; peptidyl-threonine phosphorylation [GO:0018107]
Q22714	unreviewed	innate immune response [GO:0045087]
Q23320	unreviewed	
Q23666	unreviewed	
Q95X91	reviewed	
Q9N3T2	reviewed	apoptotic DNA fragmentation [GO:0006309]; base-excision repair [GO:0006284]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; DNA replication, removal of RNA primer [GO:0043137]; positive regulation of sister chromatid cohesion [GO:0045876]
Q9NA78	unreviewed	cell redox homeostasis [GO:0045454]; negative regulation of cell death [GO:0060548]
Q9NAF6	unreviewed	
Q9NF15	unreviewed	regulation of transcription, DNA-templated [GO:0006355]
V6CLG3	unreviewed	
O01870	unreviewed	
O01876	unreviewed	
Q18081	reviewed	
Q19039	unreviewed	
O44741	unreviewed	
O61880	unreviewed	
O76388	unreviewed	meiotic chromosome segregation [GO:0045132]; positive regulation of reciprocal meiotic recombination [GO:0010845]; reproduction [GO:0000003]; synaptonemal complex assembly [GO:0007130]
P90783	reviewed	histone modification [GO:0016570]; transcription elongation from RNA polymerase II promoter [GO:0006368]
Q21342	unreviewed	
Q9U3B7	unreviewed	cellular heat acclimation [GO:0070370]
O01902	unreviewed	locomotion [GO:0040011]; lysosome localization [GO:0032418]; multicellular organismal reproductive process [GO:0048609]; positive regulation of anterograde synaptic vesicle transport [GO:1903744]; positive regulation of multicellular organism growth [GO:0040018]; positive regulation of pharyngeal pumping [GO:1903746]
Q23012	unreviewed	transmembrane transport [GO:0055085]
Q95XR4	reviewed	macroautophagy [GO:0016236]; negative regulation of autophagosome assembly [GO:1902902]
O01908	unreviewed	negative regulation of apoptotic process [GO:0043066]
Q17849	unreviewed	
Q18959	unreviewed	
O01914	reviewed	nucleolar large rRNA transcription by RNA polymerase I [GO:0042790]; RNA polymerase I preinitiation complex assembly [GO:0001188]
O01916	reviewed	cardiolipin biosynthetic process [GO:0032049]; glycerophospholipid biosynthetic process [GO:0046474]; regulation of cell proliferation [GO:0042127]; regulation of mitochondrial membrane potential [GO:0051881]
O01917	unreviewed	
O01925	reviewed	nematode larval development [GO:0002119]; phosphatidylcholine biosynthetic process [GO:0006656]; phosphatidylethanolamine biosynthetic process [GO:0006646]; phosphatidylserine biosynthetic process [GO:0006659]; positive regulation of growth rate [GO:0040010]; post-embryonic body morphogenesis [GO:0040032]
O01927	unreviewed	transmembrane transport [GO:0055085]
Q9XXT5	unreviewed	embryo development ending in birth or egg hatching [GO:0009792]; endoplasmic reticulum organization [GO:0007029]; fatty acid catabolic process [GO:0009062]; lamin depolymerization [GO:0007078]; lipid storage [GO:0019915]; mitotic sister chromatid segregation [GO:0000070]; nematode larval development [GO:0002119]; nuclear envelope disassembly [GO:0051081]; nuclear envelope reassembly [GO:0031468]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein localization to nucleus [GO:0034504]; regulation of nuclear division [GO:0051783]; triglyceride biosynthetic process [GO:0019432]
O01933	unreviewed	
O01964	unreviewed	positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; protein polyubiquitination [GO:0000209]; ubiquitin-dependent protein catabolic process [GO:0006511]
Q21633	unreviewed	determination of adult lifespan [GO:0008340]; embryonic digestive tract morphogenesis [GO:0048557]; positive regulation of ubiquitin-protein transferase activity [GO:0051443]; protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]
O01965	unreviewed	positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; protein polyubiquitination [GO:0000209]; ubiquitin-dependent protein catabolic process [GO:0006511]
O01991	reviewed	protein phosphorylation [GO:0006468]
Q23605	unreviewed	
Q9N5S8	unreviewed	
O02039	reviewed	
Q8I103	unreviewed	actin filament organization [GO:0007015]; embryo development ending in birth or egg hatching [GO:0009792]; embryonic morphogenesis [GO:0048598]
O02040	unreviewed	
O02043	unreviewed	neuropeptide signaling pathway [GO:0007218]
P90994	reviewed	cellular response to glyoxal [GO:0036471]; cellular response to methylglyoxal [GO:0097238]; glycolate biosynthetic process [GO:0046295]; glyoxal metabolic process [GO:1903189]; guanine deglycation, glyoxal removal [GO:0106046]; lactate biosynthetic process [GO:0019249]; methylglyoxal metabolic process [GO:0009438]; negative regulation of neuron death [GO:1901215]; protein deglycation, glyoxal removal [GO:0036529]; response to toxic substance [GO:0009636]
Q22243	unreviewed	regulation of cell proliferation [GO:0042127]
O44740	reviewed	cell division [GO:0051301]; embryo development ending in birth or egg hatching [GO:0009792]; meiotic spindle organization [GO:0000212]; microtubule depolymerization [GO:0007019]; microtubule severing [GO:0051013]
Q09248	reviewed	centrosomal and pronuclear rotation [GO:0035047]; chromosome segregation [GO:0007059]; establishment of mitotic spindle orientation [GO:0000132]; mitotic spindle organization [GO:0007052]; nuclear migration [GO:0007097]; pronuclear migration [GO:0035046]
O16948	unreviewed	
P34808	reviewed	cell division [GO:0051301]; cytoplasmic microtubule organization [GO:0031122]; embryo development ending in birth or egg hatching [GO:0009792]; female meiotic nuclear division [GO:0007143]; meiotic spindle disassembly [GO:0051229]; meiotic spindle organization [GO:0000212]; microtubule depolymerization [GO:0007019]; microtubule severing [GO:0051013]; negative regulation of meiotic spindle elongation [GO:1902120]; protein hexamerization [GO:0034214]; striated muscle myosin thick filament assembly [GO:0071688]
Q9U2K8	unreviewed	ribosomal subunit export from nucleus [GO:0000054]; translational initiation [GO:0006413]; translational termination [GO:0006415]
O02063	unreviewed	male meiosis chromosome segregation [GO:0007060]
O17375	unreviewed	
Q18524	unreviewed	biosynthetic process [GO:0009058]
O02076	unreviewed	
Q04908	reviewed	regulation of protein catabolic process [GO:0042176]; ubiquitin-dependent protein catabolic process [GO:0006511]
O02089	unreviewed	oxidation-reduction process [GO:0055114]
O02099	unreviewed	
O02303	unreviewed	
O17732	reviewed	gluconeogenesis [GO:0006094]; pyruvate metabolic process [GO:0006090]
O17983	unreviewed	
P40614	reviewed	phosphate ion transmembrane transport [GO:0035435]
Q19371	unreviewed	ER to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]
Q22260	unreviewed	
Q22747	reviewed	embryo development ending in birth or egg hatching [GO:0009792]; nuclear migration along microtubule [GO:0030473]
Q23368	unreviewed	ER to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]
Q23529	reviewed	centrosome localization [GO:0051642]; chromosome segregation [GO:0007059]; cytoplasmic microtubule organization [GO:0031122]; cytoskeleton-dependent intracellular transport [GO:0030705]; embryo development ending in birth or egg hatching [GO:0009792]; nucleus localization [GO:0051647]; pronuclear migration [GO:0035046]
Q93211	unreviewed	
Q94257	unreviewed	
Q9XTF3	reviewed	asymmetric protein localization involved in cell fate determination [GO:0045167]; embryo development ending in birth or egg hatching [GO:0009792]; embryonic pattern specification [GO:0009880]; microtubule-based process [GO:0007017]; mitotic cytokinesis [GO:0000281]; peptidyl-serine phosphorylation [GO:0018105]; peptidyl-threonine phosphorylation [GO:0018107]; peptidyl-tyrosine phosphorylation [GO:0018108]; P granule disassembly [GO:1903864]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of protein catabolic process [GO:0045732]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]
