Entry	Status	Gene ontology (molecular function)
O01840	reviewed	dipeptide transmembrane transporter activity [GO:0071916]; oligopeptide transmembrane transporter activity [GO:0035673]; peptide:proton symporter activity [GO:0015333]; peptide transmembrane transporter activity [GO:1904680]; proton channel activity [GO:0015252]
O01861	unreviewed	
O17586	reviewed	endopeptidase activity [GO:0004175]; threonine-type endopeptidase activity [GO:0004298]
O01862	unreviewed	acyl-CoA hydrolase activity [GO:0047617]
O01868	reviewed	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
O01869	unreviewed	structural constituent of ribosome [GO:0003735]
O16432	unreviewed	
O18228	unreviewed	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]
O18229	reviewed	6-phosphogluconolactonase activity [GO:0017057]
O62078	unreviewed	ATP binding [GO:0005524]
O62126	reviewed	
O76562	unreviewed	
Q03572	reviewed	
Q09360	reviewed	
Q0G825	unreviewed	RNA polymerase II transcription coactivator binding [GO:0001225]
Q17648	unreviewed	
Q17884	unreviewed	heme binding [GO:0020037]; oxygen binding [GO:0019825]
Q18538	unreviewed	
Q18573	unreviewed	
Q18687	unreviewed	G protein-coupled receptor activity [GO:0004930]
Q19035	unreviewed	
Q19853	unreviewed	
Q21204	unreviewed	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]
Q22714	unreviewed	
Q23320	unreviewed	alcohol dehydrogenase (NADP+) activity [GO:0008106]; alditol:NADP+ 1-oxidoreductase activity [GO:0004032]; oxidoreductase activity [GO:0016491]
Q23666	unreviewed	
Q95X91	reviewed	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]
Q9N3T2	reviewed	5'-flap endonuclease activity [GO:0017108]; DNA binding [GO:0003677]; double-stranded DNA 5'-3' exodeoxyribonuclease activity [GO:0051908]; flap endonuclease activity [GO:0048256]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; single-stranded DNA 5'-3' exodeoxyribonuclease activity [GO:0045145]
Q9NA78	unreviewed	
Q9NAF6	unreviewed	
Q9NF15	unreviewed	
V6CLG3	unreviewed	
O01870	unreviewed	
O01876	unreviewed	
Q18081	reviewed	calmodulin binding [GO:0005516]; glucuronosyltransferase activity [GO:0015020]; UDP-glycosyltransferase activity [GO:0008194]
Q19039	unreviewed	
O44741	unreviewed	
O61880	unreviewed	
O76388	unreviewed	
P90783	reviewed	chromatin binding [GO:0003682]; RNA polymerase II complex binding [GO:0000993]
Q21342	unreviewed	
Q9U3B7	unreviewed	transcription corepressor activity [GO:0003714]
O01902	unreviewed	
Q23012	unreviewed	
Q95XR4	reviewed	
O01908	unreviewed	
Q17849	unreviewed	
Q18959	unreviewed	
O01914	reviewed	metal ion binding [GO:0046872]; RNA polymerase I CORE element sequence-specific DNA binding [GO:0001164]
O01916	reviewed	cardiolipin synthase activity [GO:0008808]
O01917	unreviewed	
O01925	reviewed	1-acylglycerophosphocholine O-acyltransferase activity [GO:0047184]; O-acyltransferase activity [GO:0008374]
O01927	unreviewed	
Q9XXT5	unreviewed	phosphatidate phosphatase activity [GO:0008195]; transcription coactivator activity [GO:0003713]
O01933	unreviewed	nucleic acid binding [GO:0003676]
O01964	unreviewed	metal ion binding [GO:0046872]; ubiquitin conjugating enzyme binding [GO:0031624]; ubiquitin protein ligase activity [GO:0061630]
Q21633	unreviewed	ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin protein ligase binding [GO:0031625]
O01965	unreviewed	metal ion binding [GO:0046872]; ubiquitin conjugating enzyme binding [GO:0031624]; ubiquitin protein ligase activity [GO:0061630]
O01991	reviewed	ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; calmodulin binding [GO:0005516]; elongation factor-2 kinase activity [GO:0004686]
Q23605	unreviewed	
Q9N5S8	unreviewed	transferase activity, transferring acyl groups [GO:0016746]
O02039	reviewed	
Q8I103	unreviewed	
O02040	unreviewed	
O02043	unreviewed	G protein-coupled peptide receptor activity [GO:0008528]
P90994	reviewed	protein deglycase activity [GO:0036524]
Q22243	unreviewed	ATP binding [GO:0005524]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]
O44740	reviewed	
Q09248	reviewed	motor activity [GO:0003774]
O16948	unreviewed	
P34808	reviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; MATH domain binding [GO:0090736]; microtubule binding [GO:0008017]; microtubule-severing ATPase activity [GO:0008568]; protein phosphatase binding [GO:0019903]
Q9U2K8	unreviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; iron ion binding [GO:0005506]; ribosomal small subunit binding [GO:0043024]
O02063	unreviewed	
O17375	unreviewed	hydrolase activity [GO:0016787]
Q18524	unreviewed	nucleotidyltransferase activity [GO:0016779]
O02076	unreviewed	
Q04908	reviewed	enzyme regulator activity [GO:0030234]
O02089	unreviewed	L-methionine:thioredoxin-disulfide S-oxidoreductase activity [GO:0033744]; peptide-methionine (S)-S-oxide reductase activity [GO:0008113]
O02099	unreviewed	
O02303	unreviewed	nucleic acid binding [GO:0003676]
O17732	reviewed	ATP binding [GO:0005524]; biotin binding [GO:0009374]; metal ion binding [GO:0046872]; pyruvate carboxylase activity [GO:0004736]
O17983	unreviewed	
P40614	reviewed	inorganic phosphate transmembrane transporter activity [GO:0005315]
Q19371	unreviewed	zinc ion binding [GO:0008270]
Q22260	unreviewed	structural constituent of cuticle [GO:0042302]
Q22747	reviewed	actin filament binding [GO:0051015]; lamin binding [GO:0005521]
Q23368	unreviewed	zinc ion binding [GO:0008270]
Q23529	reviewed	dynein light intermediate chain binding [GO:0051959]; microtubule binding [GO:0008017]; protein self-association [GO:0043621]
Q93211	unreviewed	
Q94257	unreviewed	
Q9XTF3	reviewed	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activity [GO:0004713]
O18017	reviewed	3'-5' DNA helicase activity [GO:0043138]; 8-hydroxy-2'-deoxyguanosine DNA binding [GO:1905773]; annealing helicase activity [GO:0036310]; ATP binding [GO:0005524]; ATP-dependent 3'-5' DNA helicase activity [GO:0043140]; bubble DNA binding [GO:0000405]; DNA binding [GO:0003677]; DNA-dependent ATPase activity [GO:0008094]; enzyme binding [GO:0019899]; forked DNA-dependent helicase activity [GO:0061749]; four-way junction DNA binding [GO:0000400]; four-way junction helicase activity [GO:0009378]; p53 binding [GO:0002039]; protein homodimerization activity [GO:0042803]; single-stranded DNA binding [GO:0003697]; telomeric D-loop binding [GO:0061821]; Y-form DNA binding [GO:0000403]; zinc ion binding [GO:0008270]
P50432	reviewed	amino acid binding [GO:0016597]; cobalt ion binding [GO:0050897]; glycine hydroxymethyltransferase activity [GO:0004372]; mRNA 5'-UTR binding [GO:0048027]; protein homodimerization activity [GO:0042803]; pyridoxal phosphate binding [GO:0030170]; serine binding [GO:0070905]; translation repressor activity, mRNA regulatory element binding [GO:0000900]; zinc ion binding [GO:0008270]
Q09451	reviewed	acid phosphatase activity [GO:0003993]
Q18841	unreviewed	ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA clamp loader activity [GO:0003689]
Q22258	reviewed	1-phosphatidylinositol-3-kinase activity [GO:0016303]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; protein serine/threonine kinase activity [GO:0004674]
Q22795	reviewed	histone-lysine N-methyltransferase activity [GO:0018024]
O02139	unreviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]
O02151	reviewed	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; steroid hormone binding [GO:1990239]; steroid hormone receptor activity [GO:0003707]; zinc ion binding [GO:0008270]
P34704	reviewed	signaling receptor binding [GO:0005102]
O02158	unreviewed	pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]
O02161	reviewed	chaperone binding [GO:0051087]
O02163	unreviewed	
O44551	unreviewed	
O02173	reviewed	
Q9NA81	unreviewed	
O02208	unreviewed	
O44712	reviewed	aryl hydrocarbon receptor activity [GO:0004874]; DNA binding [GO:0003677]; protein dimerization activity [GO:0046983]; RNA polymerase II transcription factor binding [GO:0001085]
Q22156	unreviewed	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]
O02224	unreviewed	DNA binding [GO:0003677]
O02225	unreviewed	glutamate-ammonia ligase activity [GO:0004356]
O45691	unreviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; magnesium ion binding [GO:0000287]
O02245		
Q23679	reviewed	transcription coregulator activity [GO:0003712]
O02267	unreviewed	NADH dehydrogenase (ubiquinone) activity [GO:0008137]
P34710	reviewed	signaling receptor binding [GO:0005102]
O02268	unreviewed	
Q10910	unreviewed	
O02286	unreviewed	GTP binding [GO:0005525]; kinase activity [GO:0016301]; manganese ion binding [GO:0030145]; phosphoenolpyruvate carboxykinase (GTP) activity [GO:0004613]
Q9BL48	unreviewed	histone methyltransferase activity (H3-K36 specific) [GO:0046975]; histone methyltransferase activity (H3-K4 specific) [GO:0042800]; protein-lysine N-methyltransferase activity [GO:0016279]; transcription coactivator activity [GO:0003713]
O02300	reviewed	G protein-coupled receptor activity [GO:0004930]
Q9XVG7	unreviewed	
O02325	unreviewed	histone-arginine N-methyltransferase activity [GO:0008469]; protein-arginine omega-N asymmetric methyltransferase activity [GO:0035242]; protein-arginine omega-N monomethyltransferase activity [GO:0035241]
O02328	reviewed	translation initiation factor activity [GO:0003743]; translation initiation factor binding [GO:0031369]
P34339	reviewed	mRNA binding [GO:0003729]; translation initiation factor activity [GO:0003743]; translation regulator activity [GO:0045182]
Q967F1	unreviewed	ribosomal small subunit binding [GO:0043024]; RNA binding [GO:0003723]; translation initiation factor activity [GO:0003743]
Q95XX0	reviewed	ligase activity [GO:0016874]; ubiquitin conjugating enzyme activity [GO:0061631]
O02358	unreviewed	
Q6AW08	unreviewed	protein transporter activity [GO:0008565]
O16749	unreviewed	DNA binding [GO:0003677]
O17593	unreviewed	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]
O17646	unreviewed	thiol-dependent ubiquitinyl hydrolase activity [GO:0036459]
O45103	unreviewed	nucleic acid binding [GO:0003676]
O45320	unreviewed	protein dimerization activity [GO:0046983]
P26797	reviewed	sequence-specific DNA binding [GO:0043565]
P34326	reviewed	sequence-specific DNA binding [GO:0043565]
P53547	reviewed	sequence-specific DNA binding [GO:0043565]
P90841	unreviewed	
Q17895	reviewed	metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]
Q18248	unreviewed	DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]; sequence-specific DNA binding [GO:0043565]
Q22678	unreviewed	nucleic acid binding [GO:0003676]
Q23175	reviewed	distal enhancer DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001205]; DNA-binding transcription factor activity [GO:0003700]; transcription regulatory region sequence-specific DNA binding [GO:0000976]
Q8MPS6	unreviewed	nuclear export signal receptor activity [GO:0005049]
Q93616	unreviewed	repressing transcription factor binding [GO:0070491]
Q95QR2	unreviewed	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; steroid hormone receptor activity [GO:0003707]; zinc ion binding [GO:0008270]
Q9N4L2	unreviewed	sequence-specific DNA binding [GO:0043565]
Q9NLC2	reviewed	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]
O02637	unreviewed	carbonate dehydratase activity [GO:0004089]; zinc ion binding [GO:0008270]
Q21526	unreviewed	iron ion binding [GO:0005506]; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen [GO:0016702]; trimethyllysine dioxygenase activity [GO:0050353]
O02639	reviewed	structural constituent of ribosome [GO:0003735]
Q23463	unreviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; translation elongation factor activity [GO:0003746]
O02642	unreviewed	cofactor binding [GO:0048037]; GDP binding [GO:0019003]; nucleoside diphosphate kinase activity [GO:0004550]; succinate-CoA ligase (ADP-forming) activity [GO:0004775]; succinate-CoA ligase (GDP-forming) activity [GO:0004776]
O02655	reviewed	adenosylmethionine decarboxylase activity [GO:0004014]
O76463	reviewed	bis(5'-adenosyl)-triphosphatase activity [GO:0047710]; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]; nucleotide binding [GO:0000166]
O02658	reviewed	metal ion binding [GO:0046872]; phosphoprotein phosphatase activity [GO:0004721]
O16000	reviewed	chaperone binding [GO:0051087]; SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]; structural constituent of cuticle [GO:0042302]
P41941	reviewed	SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]
O16198	unreviewed	transferase activity [GO:0016740]
Q9NA25	reviewed	acetyl-CoA hydrolase activity [GO:0003986]; CoA hydrolase activity [GO:0016289]; hydroxymethylglutaryl-CoA hydrolase activity [GO:0047994]; metal ion binding [GO:0046872]; succinyl-CoA hydrolase activity [GO:0004778]
Q9NF14	reviewed	
Q9TYS3	unreviewed	ferric iron binding [GO:0008199]; ferrous iron binding [GO:0008198]; ferroxidase activity [GO:0004322]; identical protein binding [GO:0042802]; iron ion binding [GO:0005506]
O16208	unreviewed	
O16213	unreviewed	proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]
O16215	unreviewed	FMN binding [GO:0010181]; oxidoreductase activity [GO:0016491]
P91149	unreviewed	phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]
O16228	reviewed	protein deglycase activity [GO:0036524]
O16229		
O16315	unreviewed	mannose-6-phosphate isomerase activity [GO:0004476]; zinc ion binding [GO:0008270]
O61853	unreviewed	
Q27371	reviewed	calcium ion binding [GO:0005509]
Q9U202	unreviewed	RNA binding [GO:0003723]
O16243	unreviewed	transferase activity, transferring hexosyl groups [GO:0016758]; UDP-glycosyltransferase activity [GO:0008194]
O16254	unreviewed	
O16271	unreviewed	oxidoreductase activity [GO:0016491]
O16274	unreviewed	
O16291	unreviewed	
O16292	unreviewed	
O45868	unreviewed	
O16297	unreviewed	ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]
P34691	reviewed	protein phosphatase binding [GO:0019903]
Q9XVR7	unreviewed	ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]
O16305	reviewed	calcium ion binding [GO:0005509]; enzyme regulator activity [GO:0030234]
O17666	unreviewed	calmodulin binding [GO:0005516]; protein domain specific binding [GO:0019904]
O16313	unreviewed	
Q93694	unreviewed	transferase activity [GO:0016740]
Q9XUE7	unreviewed	
Q9XVZ1	unreviewed	
O16314	unreviewed	
O16316	unreviewed	
O16332	unreviewed	G protein-coupled olfactory receptor activity [GO:0038022]
O16346	unreviewed	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]
O16354	reviewed	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]
Q9N393	unreviewed	
O16359	reviewed	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]
O44572	reviewed	actin binding [GO:0003779]; troponin C binding [GO:0030172]
Q18107	unreviewed	
Q20334	reviewed	actin binding [GO:0003779]; metal ion binding [GO:0046872]; troponin C binding [GO:0030172]
Q22552	unreviewed	
Q95YE2	reviewed	endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]
Q9GYF1	reviewed	actin binding [GO:0003779]; metal ion binding [GO:0046872]; troponin C binding [GO:0030172]
Q9N4V3	unreviewed	nucleotidyltransferase activity [GO:0016779]
Q9XUN9	reviewed	actin binding [GO:0003779]; metal ion binding [GO:0046872]; troponin C binding [GO:0030172]
Q9XVL8	unreviewed	
O16366	unreviewed	protein kinase binding [GO:0019901]; structural constituent of cytoskeleton [GO:0005200]
O16368	reviewed	ATP binding [GO:0005524]; proteasome-activating ATPase activity [GO:0036402]; TBP-class protein binding [GO:0017025]; ubiquitin protein ligase binding [GO:0031625]
Q9GZH5	unreviewed	enzyme regulator activity [GO:0030234]
O16372		
O16387		
Q9TZ87	unreviewed	
Q21227	reviewed	beta-catenin binding [GO:0008013]; gamma-catenin binding [GO:0045295]; protein N-terminus binding [GO:0047485]
O16405	unreviewed	
O16424	unreviewed	
Q9NH52	reviewed	histone methyltransferase activity [GO:0042054]; histone methyltransferase activity (H3-K36 specific) [GO:0046975]; metal ion binding [GO:0046872]
O16429	unreviewed	
P14585	reviewed	calcium ion binding [GO:0005509]; RNA polymerase II transcription factor binding [GO:0001085]; transmembrane signaling receptor activity [GO:0004888]
Q9XWP3	unreviewed	
Q22623	unreviewed	
Q23646	reviewed	translation initiation factor activity [GO:0003743]
O16454	unreviewed	cysteine-type endopeptidase activity [GO:0004197]; cysteine-type endopeptidase inhibitor activity [GO:0004869]
O16463	unreviewed	
Q21319	unreviewed	phospholipid scramblase activity [GO:0017128]
O16474	unreviewed	
O16481	unreviewed	catalytic activity [GO:0003824]
O16487	unreviewed	
O16497	unreviewed	hydrolase activity [GO:0016787]
Q9U3A6	unreviewed	clathrin heavy chain binding [GO:0032050]; protein domain specific binding [GO:0019904]
O18181	unreviewed	GTPase activator activity [GO:0005096]; metal ion binding [GO:0046872]
O18650	reviewed	structural constituent of ribosome [GO:0003735]
O45679	reviewed	cysteine synthase activity [GO:0004124]; L-3-cyanoalanine synthase activity [GO:0050017]; pyridoxal phosphate binding [GO:0030170]
O62415	reviewed	
O62416	reviewed	lysozyme activity [GO:0003796]
P91128	reviewed	structural constituent of ribosome [GO:0003735]
P91479	unreviewed	
P91505	unreviewed	glutathione transferase activity [GO:0004364]
Q09456	reviewed	structural constituent of cuticle [GO:0042302]
Q17334	reviewed	alcohol dehydrogenase (NAD) activity [GO:0004022]; zinc ion binding [GO:0008270]
Q19138	unreviewed	
Q20223	reviewed	lipid binding [GO:0008289]
Q21563	unreviewed	
Q23119	unreviewed	phospholipase activity [GO:0004620]
Q27389	reviewed	mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]
Q27531	unreviewed	heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]
Q93553	unreviewed	
Q95PZ0	reviewed	
Q95Y90	reviewed	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]
Q9XVP0	reviewed	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
Q9XXC3	unreviewed	
O16501	unreviewed	
O16502	unreviewed	
O18118	unreviewed	
Q9TZA7	unreviewed	
Q9XXU4	unreviewed	neuropeptide Y receptor activity [GO:0004983]
O16516	unreviewed	
Q9GZH4	reviewed	dolichyl-diphosphooligosaccharide-protein glycotransferase activity [GO:0004579]
O16517	unreviewed	proton transmembrane transporter activity [GO:0015078]
O44480	reviewed	structural constituent of ribosome [GO:0003735]
P19974	reviewed	electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]
O16520	reviewed	sequence-specific mRNA binding [GO:1990825]; translation release factor activity, codon specific [GO:0016149]
O16537	unreviewed	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]
O16538	unreviewed	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]
O16580	reviewed	glucosylceramidase activity [GO:0004348]; hydrolase activity [GO:0016787]
Q18530	unreviewed	growth factor binding [GO:0019838]
Q20892	unreviewed	
Q9GUI5	unreviewed	clathrin binding [GO:0030276]
Q9U2U9	unreviewed	DNA binding [GO:0003677]; metal ion binding [GO:0046872]
Q17416	unreviewed	
O16649	unreviewed	
Q09559	unreviewed	
Q18025	unreviewed	
O16684	unreviewed	zinc ion binding [GO:0008270]
O16700	unreviewed	calcium-dependent phospholipid binding [GO:0005544]; calcium ion binding [GO:0005509]; clathrin binding [GO:0030276]; phosphatidylserine binding [GO:0001786]; SNARE binding [GO:0000149]; syntaxin binding [GO:0019905]
Q27504	reviewed	carbonate dehydratase activity [GO:0004089]; zinc ion binding [GO:0008270]
O16741	unreviewed	
Q20002	unreviewed	
O16785	reviewed	actin binding [GO:0003779]
Q9BI89	unreviewed	
O16893	unreviewed	
P34437	reviewed	DNA binding [GO:0003677]; metal ion binding [GO:0046872]
O16922	unreviewed	transferase activity, transferring hexosyl groups [GO:0016758]; UDP-glycosyltransferase activity [GO:0008194]
Q9NAP0	unreviewed	carbohydrate binding [GO:0030246]
O16927	reviewed	7S RNA binding [GO:0008312]; endoplasmic reticulum signal peptide binding [GO:0030942]
Q9Y041	reviewed	homogentisate 1,2-dioxygenase activity [GO:0004411]; metal ion binding [GO:0046872]
O16946	unreviewed	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]
Q19965	unreviewed	
O16971	unreviewed	oxidoreductase activity [GO:0016491]
O16997	unreviewed	
O16999	reviewed	zinc ion binding [GO:0008270]
O17005	unreviewed	structural constituent of ribosome [GO:0003735]
O17013	unreviewed	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; steroid hormone receptor activity [GO:0003707]; zinc ion binding [GO:0008270]
O17020	unreviewed	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]
O17024	unreviewed	
O17036	unreviewed	structural constituent of cuticle [GO:0042302]
O76371	reviewed	ATP binding [GO:0005524]; proteasome-activating ATPase activity [GO:0036402]
P34648	reviewed	mRNA binding [GO:0003729]
O17081	unreviewed	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; steroid hormone receptor activity [GO:0003707]; zinc ion binding [GO:0008270]
O17084	unreviewed	
O17087	reviewed	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; polynucleotide adenylyltransferase activity [GO:0004652]
O61711	unreviewed	enzyme binding [GO:0019899]; poly(G) binding [GO:0034046]; polynucleotide adenylyltransferase activator activity [GO:1990749]; single-stranded RNA binding [GO:0003727]
O17099	unreviewed	
Q94207	unreviewed	
O17109	unreviewed	
Q9N5U1	unreviewed	glycogen phosphorylase activity [GO:0008184]; linear malto-oligosaccharide phosphorylase activity [GO:0102250]; pyridoxal phosphate binding [GO:0030170]; SHG alpha-glucan phosphorylase activity [GO:0102499]
O17234	unreviewed	glutathione dehydrogenase (ascorbate) activity [GO:0045174]; glutathione transferase activity [GO:0004364]
Q9N3U2	unreviewed	
O17244	unreviewed	nuclear localization sequence binding [GO:0008139]; protein transporter activity [GO:0008565]
O17253	unreviewed	
O44493	unreviewed	
O61820	reviewed	translation initiation factor activity [GO:0003743]
O17271	reviewed	
Q9NAC5	unreviewed	protein heterodimerization activity [GO:0046982]
O17287	reviewed	
O17304	unreviewed	
O17325	unreviewed	
O17328	unreviewed	monocarboxylic acid transmembrane transporter activity [GO:0008028]
O44797	unreviewed	
O17352	unreviewed	carbohydrate binding [GO:0030246]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]
O44666	unreviewed	
Q17598	reviewed	
O17402	unreviewed	chloride channel activity [GO:0005254]; extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]
O17527	unreviewed	nucleic acid binding [GO:0003676]
O17567	unreviewed	
Q10453	reviewed	nucleosomal DNA binding [GO:0031492]; protein heterodimerization activity [GO:0046982]
O17577	unreviewed	
Q9U310	unreviewed	
O17580	reviewed	histone binding [GO:0042393]; repressing transcription factor binding [GO:0070491]; transcription corepressor activity [GO:0003714]
O18672	unreviewed	
O45734	unreviewed	cysteine-type endopeptidase activity [GO:0004197]
O62349	unreviewed	ATP binding [GO:0005524]; RNA binding [GO:0003723]; transferase activity [GO:0016740]
P34443	reviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; metal ion binding [GO:0046872]
P61866	reviewed	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]
Q10120	reviewed	
Q17522	unreviewed	zinc ion binding [GO:0008270]
Q17711	unreviewed	
Q19182	unreviewed	
Q19464	unreviewed	delayed rectifier potassium channel activity [GO:0005251]; voltage-gated potassium channel activity [GO:0005249]
Q19527	unreviewed	
Q21233	unreviewed	
Q22782	reviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]
Q86NE1		
Q86PI6	unreviewed	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; steroid hormone receptor activity [GO:0003707]; zinc ion binding [GO:0008270]
Q8WT51	reviewed	carboxylic ester hydrolase activity [GO:0052689]
Q95XQ7	unreviewed	
Q95YD9	unreviewed	
Q960A6	unreviewed	carbohydrate binding [GO:0030246]
Q9BL03	unreviewed	
Q9TXQ9	unreviewed	
Q9TYJ3	unreviewed	
Q9U3J3	unreviewed	
Q9XWD4	unreviewed	
O62256	unreviewed	
Q9TY08	unreviewed	SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]
O17590	unreviewed	inositol phosphate phosphatase activity [GO:0052745]; phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity [GO:0004439]
O17602	unreviewed	
O17607	reviewed	ATP binding [GO:0005524]; ATP-dependent 5'-3' DNA helicase activity [GO:0043141]; ATP-dependent DNA helicase activity [GO:0004003]
Q8WT44	reviewed	calcium ion binding [GO:0005509]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]
Q9GZH2	reviewed	ATP binding [GO:0005524]; ATP-dependent 5'-3' DNA helicase activity [GO:0043141]; ATP-dependent DNA helicase activity [GO:0004003]
O17611	reviewed	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; steroid hormone receptor activity [GO:0003707]; zinc ion binding [GO:0008270]
Q95QT4	unreviewed	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]
O17624	reviewed	heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]
Q21412	reviewed	3'-5'-exoribonuclease activity [GO:0000175]; cation binding [GO:0043169]; metal ion binding [GO:0046872]; poly(A)-specific ribonuclease activity [GO:0004535]; RNA binding [GO:0003723]
O17626	unreviewed	NAD binding [GO:0051287]; phosphoglycerate dehydrogenase activity [GO:0004617]
O17641	unreviewed	extracellular matrix structural constituent [GO:0005201]; structural constituent of cuticle [GO:0042302]
O17645	reviewed	heparan sulfate 2-O-sulfotransferase activity [GO:0004394]; sulfotransferase activity [GO:0008146]
Q10958	reviewed	
Q17410	unreviewed	
P34445	reviewed	phospholipid binding [GO:0005543]; protein domain specific binding [GO:0019904]
P41846	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; protein dimerization activity [GO:0046983]
P52874	reviewed	ATP binding [GO:0005524]; ATP-dependent polyribonucleotide 5'-hydroxyl-kinase activity [GO:0051736]
Q09228	reviewed	chromatin binding [GO:0003682]; DNA binding [GO:0003677]; enzyme binding [GO:0019899]; RNA polymerase II transcription factor binding [GO:0001085]; sequence-specific DNA binding [GO:0043565]; transcription corepressor activity [GO:0003714]; zinc ion binding [GO:0008270]
Q09260	reviewed	transcription coactivator activity [GO:0003713]
